1.44455851, 6.02440035, 5.54258017, 12.27849420, 143.50328556, 80.80372262, 7.12787654, 25.03502338, 0.70095353, 0.76308088, 0.47191703, 
1.44455851, 6.02440035, 5.54258017, 12.27849420, 143.50328556, 80.80372262, 7.12787654, 25.38554490, 0.70095353, 0.76308088, 0.47191703, 
1.44455851, 6.02440035, 5.54258017, 12.27849420, 143.50328556, 80.80372262, 7.12787654, 25.40124362, 0.70095353, 0.76308088, 0.47191703, 
1.44455851, 6.02440035, 5.54258017, 12.27849420, 143.50328556, 80.80372262, 7.12787654, 25.01854635, 0.70095353, 0.76308088, 0.47191703, 
1.44455851, 6.02440035, 5.54258017, 12.27849420, 143.50328556, 80.80372262, 7.12787654, 25.09407509, 0.70095353, 0.76308088, 0.47191703, 
1.44455851, 6.02440035, 5.54258017, 12.27849420, 143.50328556, 80.80372262, 7.12787654, 25.32610711, 0.70095353, 0.76308088, 0.47191703, 
1.44455851, 6.02440035, 5.54258017, 12.27849420, 143.50328556, 80.80372262, 7.12787654, 25.43843149, 0.70095353, 0.76308088, 0.47191703, 
1.44455851, 6.77537525, 5.22014815, 12.27849420, 143.50328556, 78.74497830, 7.83025313, 26.68931818, 0.70095353, 0.76251254, 0.49426947, 
1.44455851, 6.77537525, 5.22014815, 12.27849420, 143.50328556, 78.74497830, 7.83025313, 26.68931818, 0.70095353, 0.76251254, 0.49426947, 
1.44455851, 6.77537525, 5.22014815, 12.27849420, 143.50328556, 78.74497830, 7.83025313, 26.68931818, 0.70095353, 0.76251254, 0.49426947, 
1.44455851, 6.77537525, 5.22014815, 12.27849420, 143.50328556, 78.74497830, 7.83025313, 26.68931818, 0.70095353, 0.76251254, 0.49426947, 
1.44455851, 5.72117286, 9.38760764, 16.73711266, 143.50328556, 54.33892076, 6.53832790, 26.42554705, 0.75858259, 0.76381948, 0.53629950, 
1.44455851, 6.23899493, 6.78682125, 12.27849420, 143.50328556, 76.54337746, 7.03189118, 26.68931818, 0.70637105, 0.79220777, 0.49426947, 
1.44455851, 5.45636909, 5.78997829, 12.39750080, 143.50328556, 96.64408831, 6.40561819, 26.98116313, 0.74614236, 0.76681402, 0.53615781, 
1.44455851, 6.02194970, 8.31619265, 12.10734870, 143.11980742, 86.27073459, 6.56470459, 17.41518746, 0.72500626, 0.76265287, 0.53887802, 
1.44455851, 6.23899493, 6.00689029, 12.27849420, 143.60340321, 76.54337746, 7.03189118, 26.68931818, 0.71363355, 0.79220777, 0.53470360, 
1.44455851, 6.23899493, 6.00689029, 12.27849420, 143.60340321, 76.54337746, 7.03189118, 26.68931818, 0.71363355, 0.79220777, 0.53470360, 
1.44455851, 5.45636909, 6.83268051, 12.27148558, 143.50328556, 89.04128948, 6.53832790, 17.41518746, 0.72500626, 0.76962636, 0.53819326, 
