run_id,stage,wp,cfg,fluid_hp,fluid_he,seed,scheduler_status,exit_code,elapsed_s,run_dir,detail
S0FINALFIX_DCC_SRVCHP-SRORC_R365MFC_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-C,SRVCHP_SRORC,R365MFC,R134a,42,FINISHED,0,3.290346622467041,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCC_SRVCHP-SRORC_R365MFC_R134a_seed042_20260716T110657Z,
S0FINALFIX_DCC_SBVCHP-SRORC_Cyclopentane_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-C,SBVCHP_SRORC,Cyclopentane,R134a,42,FINISHED,0,3.6917967796325684,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCC_SBVCHP-SRORC_Cyclopentane_R134a_seed042_20260716T110657Z,
S0FINALFIX_DCC_SRVCHP-SRORC_Cyclopentane_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-C,SRVCHP_SRORC,Cyclopentane,R134a,42,FINISHED,0,3.480731964111328,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCC_SRVCHP-SRORC_Cyclopentane_R134a_seed042_20260716T110657Z,
S0FINALFIX_DCC_SBVCHP-SRORC_Acetone_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-C,SBVCHP_SRORC,Acetone,R134a,42,FINISHED,0,3.4716382026672363,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCC_SBVCHP-SRORC_Acetone_R134a_seed042_20260716T110657Z,
S0FINALFIX_DCD_SBVCHP-SRORC_R1233zdE_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-D,SBVCHP_SRORC,R1233zd(E),R134a,42,FINISHED,0,3.2612955570220947,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SBVCHP-SRORC_R1233zdE_R134a_seed042_20260716T110657Z,
S0FINALFIX_DCD_SRVCHP-SRORC_R1233zdE_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-D,SRVCHP_SRORC,R1233zd(E),R134a,42,FINISHED,0,3.251809597015381,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SRVCHP-SRORC_R1233zdE_R134a_seed042_20260716T110657Z,
S0FINALFIX_DCD_SBVCHP-SRORC_R1233zdE_R290_seed042_20260716T110657Z,S0FINALFIX,DC-D,SBVCHP_SRORC,R1233zd(E),R290,42,FINISHED,0,3.3230748176574707,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SBVCHP-SRORC_R1233zdE_R290_seed042_20260716T110657Z,
S0FINALFIX_DCD_SRVCHP-SRORC_R1233zdE_R290_seed042_20260716T110657Z,S0FINALFIX,DC-D,SRVCHP_SRORC,R1233zd(E),R290,42,FINISHED,0,3.3138327598571777,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SRVCHP-SRORC_R1233zdE_R290_seed042_20260716T110657Z,
S0FINALFIX_DCD_SBVCHP-SRORC_R245fa_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-D,SBVCHP_SRORC,R245fa,R134a,42,FINISHED,0,3.1189169883728027,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SBVCHP-SRORC_R245fa_R134a_seed042_20260716T110657Z,
S0FINALFIX_DCD_SBVCHP-SRORC_R245fa_R290_seed042_20260716T110657Z,S0FINALFIX,DC-D,SBVCHP_SRORC,R245fa,R290,42,FINISHED,0,2.9130101203918457,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SBVCHP-SRORC_R245fa_R290_seed042_20260716T110657Z,
S0FINALFIX_DCD_SRVCHP-SRORC_R245fa_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-D,SRVCHP_SRORC,R245fa,R134a,42,FINISHED,0,3.14237117767334,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SRVCHP-SRORC_R245fa_R134a_seed042_20260716T110657Z,
S0FINALFIX_DCD_SRVCHP-SRORC_R245fa_R290_seed042_20260716T110657Z,S0FINALFIX,DC-D,SRVCHP_SRORC,R245fa,R290,42,FINISHED,0,3.1128299236297607,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SRVCHP-SRORC_R245fa_R290_seed042_20260716T110657Z,
S0FINALFIX_DCD_SRVCHP-SRORC_R600_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-D,SRVCHP_SRORC,R600,R134a,42,FINISHED,0,3.0611860752105713,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SRVCHP-SRORC_R600_R134a_seed042_20260716T110657Z,
S0FINALFIX_DCD_SBVCHP-SRORC_R600_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-D,SBVCHP_SRORC,R600,R134a,42,FINISHED,0,3.327918767929077,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SBVCHP-SRORC_R600_R134a_seed042_20260716T110657Z,
S0FINALFIX_DCD_SRVCHP-SRORC_R600_R290_seed042_20260716T110657Z,S0FINALFIX,DC-D,SRVCHP_SRORC,R600,R290,42,FINISHED,0,2.875638246536255,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SRVCHP-SRORC_R600_R290_seed042_20260716T110657Z,
S0FINALFIX_DCD_SBVCHP-SRORC_R600_R290_seed042_20260716T110657Z,S0FINALFIX,DC-D,SBVCHP_SRORC,R600,R290,42,FINISHED,0,3.106196403503418,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SBVCHP-SRORC_R600_R290_seed042_20260716T110657Z,
S0FINALFIX_DCD_SRVCHP-SRORC_R601_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-D,SRVCHP_SRORC,R601,R134a,42,FINISHED,0,3.088874340057373,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SRVCHP-SRORC_R601_R134a_seed042_20260716T110657Z,
S0FINALFIX_DCD_SRVCHP-SRORC_R601_R290_seed042_20260716T110657Z,S0FINALFIX,DC-D,SRVCHP_SRORC,R601,R290,42,FINISHED,0,2.885291337966919,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SRVCHP-SRORC_R601_R290_seed042_20260716T110657Z,
S0FINALFIX_DCD_SRVCHP-SRORC_R601a_R290_seed042_20260716T110657Z,S0FINALFIX,DC-D,SRVCHP_SRORC,R601a,R290,42,FINISHED,0,3.075960159301758,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SRVCHP-SRORC_R601a_R290_seed042_20260716T110657Z,
S0FINALFIX_DCD_SBVCHP-SRORC_R1234zeZ_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-D,SBVCHP_SRORC,R1234ze(Z),R134a,42,FINISHED,0,3.0614013671875,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SBVCHP-SRORC_R1234zeZ_R134a_seed042_20260716T110657Z,
S0FINALFIX_DCD_SBVCHP-SRORC_R1234zeZ_R290_seed042_20260716T110657Z,S0FINALFIX,DC-D,SBVCHP_SRORC,R1234ze(Z),R290,42,FINISHED,0,2.840611219406128,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SBVCHP-SRORC_R1234zeZ_R290_seed042_20260716T110657Z,
S0FINALFIX_DCD_SRVCHP-SRORC_R601a_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-D,SRVCHP_SRORC,R601a,R134a,42,FINISHED,0,3.320816993713379,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SRVCHP-SRORC_R601a_R134a_seed042_20260716T110657Z,
S0FINALFIX_DCD_SRVCHP-SRORC_R1234zeZ_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-D,SRVCHP_SRORC,R1234ze(Z),R134a,42,FINISHED,0,3.0791733264923096,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SRVCHP-SRORC_R1234zeZ_R134a_seed042_20260716T110657Z,
S0FINALFIX_DCD_SRVCHP-SRORC_R1234zeZ_R290_seed042_20260716T110657Z,S0FINALFIX,DC-D,SRVCHP_SRORC,R1234ze(Z),R290,42,FINISHED,0,2.858125686645508,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SRVCHP-SRORC_R1234zeZ_R290_seed042_20260716T110657Z,
S0FINALFIX_DCD_SRVCHP-SRORC_R365MFC_R134a_seed042_20260716T110657Z,S0FINALFIX,DC-D,SRVCHP_SRORC,R365MFC,R134a,42,FINISHED,0,3.0758724212646484,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SRVCHP-SRORC_R365MFC_R134a_seed042_20260716T110657Z,
S0FINALFIX_DCD_SRVCHP-SRORC_R365MFC_R290_seed042_20260716T110657Z,S0FINALFIX,DC-D,SRVCHP_SRORC,R365MFC,R290,42,FINISHED,0,2.8609540462493896,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SRVCHP-SRORC_R365MFC_R290_seed042_20260716T110657Z,
S0FINALFIX_DCD_SBVCHP-SRORC_Cyclopentane_R290_seed042_20260716T110657Z,S0FINALFIX,DC-D,SBVCHP_SRORC,Cyclopentane,R290,42,FINISHED,0,2.8532235622406006,${CBSIM_RUNS_ROOT}/S0_REMEDIATION/BATCH_S0FINALFIX_20260716T110657Z/runs/S0FINALFIX_DCD_SBVCHP-SRORC_Cyclopentane_R290_seed042_20260716T110657Z,
