wp,config,fluid_hp,fluid_he,eta_P2P,E_dens_th,eta_II,T_st_ht,dT_st_sp,T_st_lt,T_hp_cs,T_he_cs,dT_hp_cs_gl,dT_hp_ev_sh,dT_he_ev_sh,dT_hp_cd_sc,eta_max_cp,eta_max_ex,eta_pm,dT_HP_rel,dT_ORC,dT_TES_rel_sp
DC-D,SBVCHP_SRORC,R1233zd(E),R1234ze(E),0.26525881201252954,28.213905924468833,0.182310210607453,124.88453242633915,50.341016882394534,74.54351554394461,55.0,25.0,5.546539176509149,9.137273454501535,9.988745727172024,7.11617805806113,0.7804277562873351,0.8286562209520223,0.7276011893934029,0.6996531968338161,99.88453242633915,0.5039921162920697
DC-D,SBVCHP_SRORC,R1233zd(E),R227ea,0.3056290003342042,14.658148223901893,0.18120020417199542,103.0803895482011,26.009766628569203,77.07062291963189,55.0,25.0,5.869743978050822,14.42007807096531,9.93798119052935,12.040777310432205,0.7945318768972839,0.783574917258083,0.7397995525323693,0.6157806054299947,78.0803895482011,0.3331152262311996
DC-D,SBVCHP_SRORC,R1233zd(E),R227ea,0.3053021138610802,14.335993815205118,0.20315000969637967,89.4014943717024,25.2811403121947,64.12035405950769,55.0,25.0,12.927098708526124,13.205733500937573,2.4980302172291156,21.371429934116286,0.8480744294941869,0.8090621105107144,0.6199414734212361,0.5341722999958552,64.4014943717024,0.3925551815037241
DC-D,SBVCHP_SRORC,R1233zd(E),R227ea,0.21253127583116427,29.996649336741484,0.169062401995431,116.39974070334706,53.28209916322983,63.11764154011723,55.0,25.0,11.390659993620968,11.675368892178609,4.416796078319866,10.776929431982445,0.6902202733771764,0.7666617397186782,0.7196883686493079,0.6717714977182491,91.39974070334706,0.5829567868924889
DC-D,SBVCHP_SRORC,R1233zd(E),R134a,0.23149670565331978,29.458525485871725,0.14620375169304647,122.06521033263968,52.47205534935541,69.59315498328428,55.0,25.0,5.536238366526203,5.831448518577325,9.222634155946091,18.287864943445502,0.7598439552547679,0.6834159324705779,0.740223771829792,0.6909294288119208,97.06521033263968,0.5405856039412595
DC-D,SBVCHP_SRORC,R1233zd(E),R134a,0.31571314822467583,14.49587103761471,0.19859254135783672,99.59673448707782,25.681548051212502,73.91518643586532,55.0,25.0,8.145261052712485,14.525961326542916,9.37935518176029,20.05638003568682,0.8152170584997072,0.8252231881129957,0.5162762600958979,0.5978376237743113,74.59673448707782,0.3442717463143275
DC-D,SBVCHP_SRORC,R245fa,R1234ze(E),0.18745706071079415,32.48269496591384,0.12101910008710917,120.20126010859678,57.755659832876326,62.44560027572046,55.0,25.0,5.372795632320483,2.9338168804915505,6.275742750244537,20.873329499563056,0.675933334062611,0.7255961221287573,0.7088658987307797,0.6848781206700544,95.20126010859678,0.6066690689492347
DC-D,SBVCHP_SRORC,R245fa,R1234ze(E),0.29328165184593297,24.570724038289598,0.21959001191200644,125.41358777879255,43.904310479499756,81.50927729929279,55.0,25.0,8.244648439499956,4.737750131935163,6.935943576213431,23.71912818119517,0.7461211492689857,0.8121058406363728,0.6718425362591942,0.7012356528272956,100.41358777879255,0.4372347552825156
DC-D,SBVCHP_SRORC,R245fa,R227ea,0.29516505775014756,24.500294848285243,0.19463855191032586,118.23649559785534,43.632723177225486,74.60377242062985,55.0,25.0,5.883731323501186,2.9113439234701444,5.40173936563735,17.430756806633923,0.7398627098658761,0.8391563954019048,0.6227769867108837,0.6782375848895583,93.23649559785534,0.4679790129116473
DC-D,SBVCHP_SRORC,R245fa,R134a,0.15227247721075285,38.62559352199732,0.1253308539143857,125.79112545067899,68.73392975107943,57.05719569959956,55.0,25.0,13.137448058240143,5.5649799873617996,7.566977603438965,29.626577346396093,0.779550573588152,0.688418137079077,0.6658706819587816,0.7023547473464797,100.79112545067899,0.6819442628876449
