eta_P2P,E_dens_th,eta_II,T_st_ht,dT_st_sp,dT_hp_cs_gl,dT_hp_ev_sh,dT_he_ev_sh,dT_hp_cd_sc,eta_max_cp,eta_max_ex,eta_pm,fluid_hp,fluid_he,position,T_hp_cs,T_he_cs
0.21755994751471505,29.77314772389284,0.21755994751471508,117.26457744605543,52.909739760345616,4.501768948406656,3.4271432792449144,0.8984702168792467,40.71945463017407,0.7177646454434121,0.7900286771431816,0.542048296094033,R1233zd(E),R1234ze(E),position1,15.0,15.0
0.16695469663291757,39.25224160732641,0.16695469663291754,113.81847355760772,69.46567075376211,13.58318472913979,11.32897897745173,1.4062401843921255,39.18214003541385,0.7725430918249776,0.7994206006402454,0.4901529805766239,R1233zd(E),R227ea,position1,15.0,15.0
0.06491504234673273,39.44066196272639,0.06491504234673273,103.90345208730666,69.50153504663822,1.9055385568544319,13.444484175700318,1.5584080044108577,37.904055053443095,0.7372798532162275,0.7203567288609549,0.5381171947812422,R1233zd(E),R227ea,position1,15.0,15.0
0.17196565410156292,38.096990382584856,0.17196565410156295,117.76265326784113,67.55807276120993,0.3394166779245788,10.70370072292941,1.471019857218448,42.26358389530678,0.7315184077139278,0.707581185607382,0.5350220687156649,R1233zd(E),R227ea,position1,15.0,15.0
0.17972017114506297,37.34301477217269,0.17972017114506297,117.73385732797608,66.23316692592049,12.024930639685005,11.937150845323927,1.944799524950636,37.227679096197086,0.7938955498212036,0.751357134719429,0.4623720752691642,R1233zd(E),R227ea,position1,15.0,15.0
0.1844695623777739,33.993160494742796,0.18446956237777387,111.01108700867732,60.16478795260745,6.0285010792580636,6.571811108840958,1.4761796197328936,45.415259788001954,0.7818161508835566,0.7259934815113506,0.5167866043973737,R1233zd(E),R227ea,position1,15.0,15.0
0.1740608131826541,37.5475394143818,0.17406081318265412,116.46476262235385,66.5546808064951,3.946413501447828,6.955671510680772,1.7364195001467062,36.95500190828724,0.7182296264288507,0.7457518045679473,0.4856923213019827,R1233zd(E),R227ea,position1,15.0,15.0
0.10140049888175752,39.263509938568625,0.1014004988817575,106.23326936927151,69.25952515978113,1.845730532622529,6.737061521251332,2.716499949229663,33.2694856302655,0.7043289271135359,0.7792768966610484,0.5281740485619856,R1233zd(E),R227ea,position1,15.0,15.0
0.1735595186052785,39.06950566975912,0.16927238169103098,124.20481896025723,69.46567075376211,13.58318472913979,11.32897897745173,1.4062401843921255,39.18214003541385,0.7725430918249776,0.7994206006402454,0.4901529805766239,R1233zd(E),R227ea,position2,40.0,30.0
0.1979343427233335,28.698136414730552,0.18231239401756644,117.79716812596524,51.02885906522903,4.199262487884992,4.405459715683058,1.2517799529927507,24.7572717123578,0.7480446703128223,0.7902378960568681,0.5192576588358162,R1233zd(E),R227ea,position2,40.0,30.0
0.18028556853018485,30.797717763320108,0.15997921004776114,116.11422370352183,54.68464202209139,3.290409198937354,10.294199584623565,2.8313510961647808,38.74057151041626,0.7853055062644871,0.7518980339267886,0.5097375571454156,R1233zd(E),R227ea,position2,40.0,30.0
0.178797498945735,32.63586813588145,0.1750726943812377,121.11012858800873,58.04959360934354,17.2763719293564,12.373832277106786,1.6253494724037494,44.994831090445835,0.7952057729696396,0.7185482328725525,0.5140990909520593,R1233zd(E),R227ea,position2,40.0,30.0
0.07121619463481695,39.077786291967456,0.05899142683430253,117.09369003369204,69.25952515978113,1.845730532622529,6.737061521251332,2.716499949229663,33.2694856302655,0.7043289271135359,0.7792768966610484,0.5281740485619856,R1233zd(E),R227ea,position2,40.0,30.0
0.1870473011728488,23.89012400459261,0.18351821991861136,116.66679568626587,42.52357896504199,17.472008202773676,13.76898452295768,1.3751396491143455,38.540427085926865,0.7428778955991572,0.7697384743029152,0.5111401749711667,R245fa,R1234ze(E),position2,40.0,30.0
0.1956610699378128,22.980064499043838,0.1897561970127766,114.30158891813574,40.87109164183618,11.730610994768774,6.874405904380569,2.5872454561575484,38.81200171526129,0.7148578934456514,0.7719946844470006,0.5179901081725709,R245fa,R227ea,position2,40.0,30.0
0.37541146035056383,22.641544714865894,0.17540100854383386,108.87919540980778,40.17219778933992,9.571878661372043,4.712789525446338,1.2150909702622874,36.16657496032394,0.7021044988252744,0.7762477134873632,0.5218193344256072,R1233zd(E),R1234ze(E),position3,60.0,15.0
0.3438333705525601,17.545063759146643,0.20578748940763322,96.17613302840013,31.00144598305051,16.98140106175225,4.056529992502227,2.7529421199890294,20.6144422494608,0.7847830361455377,0.7920889076579725,0.45563958804260285,R1233zd(E),R1234ze(E),position3,60.0,15.0
0.3271922244154311,39.04189189258174,0.20001373800936925,125.7502005708553,69.46567075376211,13.58318472913979,11.32897897745173,1.4062401843921255,39.18214003541385,0.7725430918249776,0.7994206006402454,0.4901529805766239,R1233zd(E),R1234ze(E),position3,60.0,15.0
0.3702179454799952,19.963725177216826,0.18793296277962993,99.93361906837396,35.30696153824108,12.918057228406122,13.740941529474249,2.736442209792016,28.989468219190975,0.7583905251959989,0.7757723589256723,0.4634162353612939,R1233zd(E),R1234ze(E),position3,60.0,15.0
0.42231161100241243,16.30876076069605,0.10422761528591,103.2375748655468,28.923519644739276,4.084931568109415,6.026360595514406,1.2550771569587462,22.561234332182682,0.7436094001734463,0.7785856355718994,0.5273724412928145,R1233zd(E),R1234ze(E),position3,60.0,15.0
0.3090963677996732,33.02645931832019,0.20795530795764744,124.80193823758698,58.83745218430861,15.50718035353288,9.024572918623399,2.298001619324182,30.56202005954673,0.7777953544835307,0.7609199877107731,0.5270249784773355,R1233zd(E),R1234ze(E),position3,60.0,15.0
0.3303476157445318,34.721912140177984,0.13830887568285835,119.75942952437309,61.68464744779454,7.698646399469041,11.038379556475501,2.3747359644929995,47.969963687908404,0.7611127366680611,0.7278450752237415,0.47819303232994403,R1233zd(E),R1234ze(E),position3,60.0,15.0
0.32956422124698065,32.206149274254436,0.21022548198237528,114.41825166328874,57.11768726825838,17.393279966056884,7.004475270364286,1.5106959951318972,44.6923812773035,0.7728922116467472,0.7962361600241412,0.5415814487845152,R1233zd(E),R1234ze(E),position3,60.0,15.0
0.44023818590290714,11.824000219253001,0.1336836508669071,78.82917001591599,20.77139526981596,9.721425072204342,9.645737134716288,2.9256634847974943,19.150450927391898,0.7810339961641682,0.7382048204919264,0.5134315690688966,R1233zd(E),R1234ze(E),position3,60.0,15.0
0.32008954583948807,32.59992338557846,0.2108118873079969,123.48076096453974,58.04959360934354,17.2763719293564,12.373832277106786,1.6253494724037494,44.994831090445835,0.7952057729696396,0.7185482328725525,0.5140990909520593,R1233zd(E),R1234ze(E),position3,60.0,15.0
0.36318124979677313,33.794493609933404,0.13207089205283098,123.82012231846565,60.16478795260745,6.0285010792580636,6.571811108840958,1.4761796197328936,45.415259788001954,0.7818161508835566,0.7259934815113506,0.5167866043973737,R1233zd(E),R1234ze(E),position3,60.0,15.0
0.35673927815985956,17.436782357571666,0.21154252187288078,101.69505054317098,30.889574978372,15.463405919778953,9.333027434852896,0.8029477926322228,19.02101463951506,0.7878138577637589,0.7875927555337909,0.47267570831869965,R1233zd(E),R1234ze(E),position3,60.0,15.0
0.40202413879611215,19.265844454796298,0.0674918974138904,101.13988538805833,34.099563637848526,2.539710632897567,13.849511639978969,2.043713346564025,30.0155940778863,0.7825652446224436,0.7983884614656668,0.49798389101065743,R1233zd(E),R1234ze(E),position3,60.0,15.0
0.35744054838329337,17.329403253236865,0.21211879103852396,101.89643197094645,30.703370311273957,16.20974823113186,9.804072490548956,2.532603886935555,24.728146462908654,0.7978114981473361,0.7503361652056465,0.5149488121836239,R1233zd(E),R1234ze(E),position3,60.0,15.0
0.34142805986536917,20.09065508678495,0.22462116035417637,106.38603164705616,35.63572702692089,19.19240927451157,6.213446671607702,0.750174289414713,33.718079914092975,0.7837168633181708,0.7690821958358179,0.47658763760778566,R1233zd(E),R1234ze(E),position3,60.0,15.0
0.32782400446954646,34.53338391561274,0.15062524452115775,120.88137323966379,61.384372602288295,8.48360825819984,13.19480665659161,1.6300286066304208,42.11766759006931,0.7917831310211124,0.7261869445531043,0.5347850156607481,R1233zd(E),R1234ze(E),position3,60.0,15.0
0.2923126496713188,39.183372277599176,0.04867547632220172,118.93362331002334,69.50153504663822,1.9055385568544319,13.444484175700318,1.5584080044108577,37.904055053443095,0.7372798532162275,0.7203567288609549,0.5381171947812422,R1233zd(E),R227ea,position3,60.0,15.0
0.40274870931196355,18.620543787498907,0.12990259175448896,84.91998613444258,32.72583853672685,9.501249628119442,5.756330949068968,0.8603966707086321,26.03610290528328,0.7999899786620607,0.7881315192646379,0.5348411085939009,R1233zd(E),R227ea,position3,60.0,15.0
0.40378724074544436,22.481902287842672,0.035613178145205586,93.90482027309173,39.6209262026104,1.6691747139091653,3.3627636225718476,0.6516827337138545,27.31217086383335,0.7282334941430152,0.7805647287239984,0.5107153009210641,R1233zd(E),R227ea,position3,60.0,15.0
