representative_id,repeat,wp,representative_type,component,density_kg_m3,enthalpy_J_kg,entropy_J_kgK,fluid,phase,pressure_Pa,quality,state,temperature_K
S5_DCA_compromise,1,DC-A,compromise,HE_EXPANSION,23.018575092403044,414639.4709399798,1688.4791336717428,R236ea,gas,379810.9693989268,-1.0,38,332.0530914177528
S5_DCA_compromise,1,DC-A,compromise,HE_EXPANSION,21.85571733288944,413885.64289831975,1688.7518217526138,R236ea,gas,360873.67961420864,-1.0,39,330.9108208374019
S5_DCA_compromise,1,DC-A,compromise,HE_EXPANSION,20.69745126877496,413090.942213908,1689.0412073855277,R236ea,gas,341936.38982949033,-1.0,40,329.7199723018341
S5_DCA_compromise,1,DC-A,compromise,HE_EXPANSION,19.543588120352343,412250.8526788191,1689.3492582686404,R236ea,gas,322999.10004477215,-1.0,41,328.47506222968974
S5_DCA_compromise,1,DC-A,compromise,HE_EXPANSION,18.393923258643376,411360.0567744588,1689.6783073995623,R236ea,gas,304061.81026005396,-1.0,42,327.1696301947794
S5_DCA_compromise,1,DC-A,compromise,HE_EXPANSION,17.248232782062125,410412.2329313918,1690.0311488536408,R236ea,gas,285124.52047533565,-1.0,43,325.79599058595505
S5_DCA_compromise,1,DC-A,compromise,HE_EXPANSION,16.10626913453652,409399.78404265386,1690.4111670253828,R236ea,gas,266187.23069061746,-1.0,44,324.3448996653812
S5_DCA_compromise,1,DC-A,compromise,HE_EXPANSION,14.967755408543583,408313.4671210677,1690.8225143778752,R236ea,gas,247249.94090589916,-1.0,45,322.80510080544553
S5_DCA_compromise,1,DC-A,compromise,HE_EXPANSION,13.832377806380906,407141.87734742434,1691.2703612600533,R236ea,gas,228312.65112118097,-1.0,46,321.1626900220844
S5_DCA_compromise,1,DC-A,compromise,HE_EXPANSION,12.699775460663252,405870.71166780824,1691.7612558511705,R236ea,gas,209375.36133646267,-1.0,47,319.4002089927704
S5_DCA_compromise,1,DC-A,compromise,HE_EXPANSION,11.56952636411964,404481.6878551454,1692.303657958222,R236ea,gas,190438.07155174448,-1.0,48,317.4953113983087
S5_DCA_compromise,1,DC-A,compromise,HE_EXPANSION,10.441127382262973,402950.90471277415,1692.9087579222842,R236ea,gas,171500.78176702617,-1.0,49,315.41873577876805
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,71.91086055024907,429959.97681455617,1683.3330721774842,R236ea,gas,1099427.98121822,-1.0,0,360.02783318955113
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,70.47975238821309,429720.62054837897,1683.4071411972202,R236ea,gas,1080490.6914335017,-1.0,1,359.47207045411943
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,69.0578346983567,429476.4093059894,1683.4829513819286,R236ea,gas,1061553.4016487836,-1.0,2,358.9114269459581
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,67.64498576691544,429227.17378313275,1683.560567107141,R236ea,gas,1042616.1118640653,-1.0,3,358.34569477940033
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,66.24108504970636,428972.73553647986,1683.6400563677798,R236ea,gas,1023678.822079347,-1.0,4,357.77465502023864
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,64.84601313503495,428712.9063103785,1683.7214910533232,R236ea,gas,1004741.5322946288,-1.0,5,357.1980768778022
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,63.45965170383852,428447.48730032874,1683.8049472494604,R236ea,gas,985804.2425099105,-1.0,6,356.61571682035117
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,62.08188348692671,428176.26834590314,1683.8905055693633,R236ea,gas,966866.9527251923,-1.0,7,356.0273176049734
S5_DCA_compromise,2,DC-A,compromise,HE_EXPANSION,60.712592219128986,427899.02704481565,1683.9782515182776,R236ea,gas,947929.662940474,-1.0,8,355.4326072120136
