representative_id,repeat,wp,representative_type,component,density_kg_m3,enthalpy_J_kg,entropy_J_kgK,fluid,phase,pressure_Pa,quality,state,temperature_K
S5_DCD_compromise,1,DC-D,compromise,HP,688.482217955701,111665.34501546583,314.3470586400274,Acetone,liquid,590632.9213615156,-1.0,3,377.40024619201205
S5_DCD_compromise,1,DC-D,compromise,HP,9.509003536025974,40363.070698504074,131.0489589534621,Acetone,twophase,59032.02906403053,0.14186109055133497,4,314.2579806768065
S5_DCD_compromise,1,DC-D,compromise,HE,1387.638406213332,246175.76552185672,1157.889538884814,R236ea,liquid,336205.1938094136,-1.0,1,310.0332330540261
S5_DCD_compromise,1,DC-D,compromise,HE,1389.3835335976921,247456.10265449286,1159.7754032162934,R236ea,liquid,1300996.9993622594,-1.0,2,310.901167741455
S5_DCD_compromise,1,DC-D,compromise,HE,86.72167577368437,434016.6835319172,1687.4754158072346,R236ea,gas,1300996.9993622594,-1.0,3,367.14986448534387
S5_DCD_compromise,1,DC-D,compromise,HE,20.204181118961156,414473.7007647567,1694.0746490501247,R236ea,gas,336205.1938094136,-1.0,4,331.07068492153974
S5_DCD_compromise,2,DC-D,compromise,HP,1.3450416525593547,489792.6712469151,1561.0833533948303,Acetone,gas,59032.02906403053,-1.0,1,317.8358467541123
S5_DCD_compromise,2,DC-D,compromise,HP,9.625884417760705,704753.4748779519,1801.3386447345324,Acetone,gas,590632.9213615156,-1.0,2,462.4008111264404
S5_DCD_compromise,2,DC-D,compromise,HP,688.482217955701,111665.34501546583,314.3470586400274,Acetone,liquid,590632.9213615156,-1.0,3,377.40024619201205
S5_DCD_compromise,2,DC-D,compromise,HP,9.509003536025974,40363.070698504074,131.0489589534621,Acetone,twophase,59032.02906403053,0.14186109055133497,4,314.2579806768065
S5_DCD_compromise,2,DC-D,compromise,HE,1387.638406213332,246175.76552185672,1157.889538884814,R236ea,liquid,336205.1938094136,-1.0,1,310.0332330540261
S5_DCD_compromise,2,DC-D,compromise,HE,1389.3835335976921,247456.10265449286,1159.7754032162934,R236ea,liquid,1300996.9993622594,-1.0,2,310.901167741455
S5_DCD_compromise,2,DC-D,compromise,HE,86.72167577368437,434016.6835319172,1687.4754158072346,R236ea,gas,1300996.9993622594,-1.0,3,367.14986448534387
S5_DCD_compromise,2,DC-D,compromise,HE,20.204181118961156,414473.7007647567,1694.0746490501247,R236ea,gas,336205.1938094136,-1.0,4,331.07068492153974
S5_DCD_density,1,DC-D,density,HP,1.0401005407834931,483004.19378603884,1576.9835034510618,Acetone,gas,45041.71227468316,-1.0,1,311.7389889560573
S5_DCD_density,1,DC-D,density,HP,8.401381773200136,705687.3923948219,1820.4502561709924,Acetone,gas,519581.20310083224,-1.0,2,461.68068356190724
S5_DCD_density,1,DC-D,density,HP,695.9330065816885,98297.64515189957,278.93693555351473,Acetone,liquid,519581.20310083224,-1.0,3,371.8285079416293
S5_DCD_density,1,DC-D,density,HP,7.250813984255003,27813.140579711966,96.07455361282244,Acetone,twophase,45041.71227468316,0.14468527518245805,4,307.3424452295744
S5_DCD_density,1,DC-D,density,HE,1387.2482579252062,246325.08064377817,1158.3682201707181,R236ea,liquid,337426.31943726446,-1.0,1,310.1497603109147
