T_st_ht,dT_st_sp,dT_hp_cs_gl,dT_hp_ev_sh,dT_he_ev_sh,dT_hp_cd_sc,eta_max_cp,eta_max_ex,eta_pm,eta_p2p,energy_density_thermal,exergy_efficiency,wp,cb_config,fluid_hp,fluid_he,label,orc_type,hp_type
96.535071,59.999535,16.637794,3.104816,2.914718,14.953518,0.897778,0.899879,0.542864,0.250640,34.112951,0.196422,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
97.284732,18.632975,2.862739,3.010261,2.855049,14.981754,0.897714,0.899534,0.543287,0.542145,10.513165,0.194096,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
115.297004,47.383363,7.489798,3.169955,2.992441,12.904317,0.897658,0.899504,0.547181,0.473046,26.661582,0.309965,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
105.384337,33.018847,6.094015,3.222801,2.981336,14.992917,0.899348,0.899888,0.547466,0.496675,18.614485,0.286396,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
119.735608,59.062101,17.347934,3.229292,2.977711,14.995505,0.899637,0.899443,0.543249,0.424030,33.231852,0.355364,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
109.833552,32.593352,3.071984,3.092064,2.857519,14.991840,0.899792,0.899690,0.540157,0.510802,18.334662,0.209745,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
100.369313,30.587181,9.502597,3.394017,2.918671,14.920174,0.899919,0.899392,0.547119,0.477469,17.275707,0.323881,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
92.173345,27.254662,0.831609,3.025538,2.919301,14.919743,0.899595,0.899382,0.547472,0.528963,15.441604,0.066608,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
95.480441,16.838685,2.855887,3.002327,2.981658,12.942881,0.899893,0.899497,0.547423,0.545137,9.505166,0.192821,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
116.215385,48.062439,9.469655,3.186013,2.834668,14.975607,0.896161,0.899953,0.547486,0.465217,27.035419,0.331882,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
116.395223,48.809748,6.153649,3.186087,2.987771,14.810301,0.898033,0.899951,0.546652,0.483865,27.457188,0.292681,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
116.234440,49.801377,3.361432,3.204195,2.982375,14.712163,0.899986,0.899688,0.547498,0.499622,28.022098,0.220984,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
119.895572,59.999535,5.343600,3.219714,2.984479,14.953356,0.895506,0.899879,0.542907,0.481111,33.762025,0.274379,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
111.386991,40.314032,5.981904,3.188561,2.990041,14.975960,0.899759,0.899491,0.542256,0.488528,22.695472,0.286747,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
106.696135,59.933334,3.015336,3.392791,2.843132,12.889644,0.897995,0.899864,0.546992,0.415506,33.926309,0.156887,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
90.318882,23.438099,4.478727,3.000674,2.982416,14.931409,0.899726,0.899513,0.546939,0.528555,13.280445,0.232026,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
91.330758,15.887974,2.855887,3.002987,2.987976,12.851631,0.899889,0.899502,0.540497,0.553973,8.984077,0.187143,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
95.924779,28.410986,0.313213,3.010677,2.855559,14.940346,0.899759,0.899492,0.540078,0.526697,16.072718,0.028715,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
115.253740,48.893359,6.242215,3.183784,2.987437,14.979903,0.898088,0.899951,0.547178,0.481711,27.519279,0.291293,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
96.211099,16.838685,2.855887,3.002327,2.981658,12.942881,0.899893,0.899497,0.547423,0.543492,9.501905,0.193819,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
100.471612,33.701046,9.380249,3.221820,2.982610,14.966520,0.899435,0.899886,0.546723,0.472215,19.045111,0.317895,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
111.386991,40.314032,6.202677,3.188561,2.924147,14.975960,0.899759,0.899489,0.547405,0.487635,22.695472,0.290934,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
90.310218,24.982344,4.469271,3.000674,2.987567,14.919648,0.899599,0.899508,0.546939,0.523396,14.159866,0.228861,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
89.211037,19.834027,7.695412,3.060245,2.826693,14.877508,0.899809,0.898488,0.540720,0.503772,11.235762,0.296914,DC-A,SRVCHP_SRORC,R245fa,R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
89.674553,18.164736,8.140177,3.224614,2.828111,14.715014,0.899172,0.899051,0.541203,0.504512,10.284359,0.307089,DC-A,SRVCHP_SRORC,R245fa,R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
95.052566,21.068609,2.781893,3.479650,2.843991,14.902436,0.899699,0.899908,0.541002,0.531972,11.905977,0.183333,DC-A,SRVCHP_SRORC,R245fa,R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
77.335233,15.086357,2.138633,3.014379,2.996648,12.858881,0.899688,0.899533,0.543938,0.569285,8.583828,0.128503,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
99.195785,19.474088,18.097767,11.870048,2.976751,14.256788,0.899111,0.899959,0.548708,0.436554,10.979846,0.361669,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
78.057726,15.003529,4.429304,3.033872,2.909168,12.204699,0.899038,0.899608,0.543872,0.551586,8.533827,0.214808,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
113.213585,59.998992,18.934607,3.236335,2.876827,14.324801,0.899629,0.899471,0.549927,0.381519,33.864981,0.321930,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
102.927184,33.716456,4.084642,3.517749,2.898457,14.325959,0.898459,0.899905,0.549546,0.504323,19.032186,0.232827,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
110.901761,38.300126,7.138455,3.076247,2.985124,14.281678,0.899123,0.899882,0.545256,0.477865,21.558288,0.304590,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
113.213585,59.982293,15.741429,3.237256,2.884154,14.081457,0.899089,0.899487,0.549615,0.394745,33.855468,0.319957,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
110.901761,36.827947,7.138455,3.076370,2.995047,14.877042,0.899113,0.899801,0.549678,0.480035,20.723704,0.306235,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
96.485194,24.339100,1.468554,3.060723,2.949093,14.274320,0.898406,0.899394,0.543710,0.530130,13.754295,0.116187,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
83.966428,17.147787,2.474315,3.016849,2.993832,14.337292,0.899609,0.899868,0.543921,0.561027,9.731912,0.155165,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
116.502447,49.983112,0.708788,3.129804,2.917800,14.183435,0.898646,0.899859,0.549589,0.496073,28.121756,0.071944,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
84.879430,18.021342,0.678147,3.089797,2.922209,14.630454,0.899083,0.899866,0.549487,0.557359,10.225286,0.053634,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
115.167595,54.284721,6.336700,3.458377,2.989279,14.276327,0.899750,0.899395,0.549206,0.467523,30.583768,0.283790,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
117.217296,59.999986,17.694683,3.076479,2.995874,14.283783,0.899737,0.899621,0.549554,0.405430,33.803864,0.340140,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
111.080442,43.016304,4.542297,3.238844,2.985332,14.324601,0.899669,0.899895,0.544138,0.489975,24.232548,0.251387,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
96.789926,31.029230,0.156995,3.086039,2.917107,14.625858,0.899049,0.899954,0.542879,0.515558,17.555932,0.014746,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
116.563894,57.043473,1.814803,3.012385,2.996657,14.279122,0.899670,0.899302,0.549875,0.484526,32.132259,0.144037,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
117.052737,52.149142,6.375884,3.471289,2.919910,14.349578,0.899615,0.899625,0.543662,0.475564,29.344139,0.293160,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
95.783938,20.836293,9.209555,3.045972,2.909365,14.271709,0.898769,0.899807,0.543629,0.490070,11.770104,0.325808,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
77.335233,15.533240,6.258158,3.457065,2.905902,12.858881,0.899107,0.899435,0.544020,0.530994,8.838892,0.254742,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
96.589586,23.183488,6.330464,3.477001,2.989762,14.134253,0.898303,0.899395,0.549079,0.507067,13.097489,0.286398,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
83.966428,21.736574,2.474315,3.078881,2.997267,14.337292,0.899610,0.899808,0.549967,0.541462,12.347618,0.148416,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
96.485194,30.715369,1.456120,3.062097,2.910600,14.551631,0.898736,0.899394,0.543909,0.515940,17.379729,0.110331,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
100.115197,32.300402,3.239712,3.092798,2.898457,14.325973,0.898459,0.899879,0.549525,0.512558,18.251633,0.200578,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
95.924864,20.209424,3.224179,3.050637,2.917154,14.069486,0.899787,0.899804,0.543631,0.536415,11.413736,0.205410,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
116.468265,49.871270,16.131759,3.131536,2.917088,14.198966,0.899118,0.899868,0.544020,0.426752,28.058718,0.352723,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
113.985877,59.999667,15.785923,3.192788,1.639398,14.271061,0.899121,0.899804,0.549620,0.400599,33.853518,0.325474,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
77.335233,15.533240,2.124771,3.014379,2.996648,12.858881,0.899688,0.899875,0.543938,0.567034,8.838892,0.127220,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
96.489039,28.754184,1.554182,3.062097,2.910429,14.551631,0.899107,0.899624,0.543999,0.521548,16.263743,0.117907,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
86.047368,23.417206,6.408954,3.478796,2.998282,14.133080,0.899622,0.899523,0.549223,0.504906,13.294294,0.263367,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
116.926890,56.147629,2.102720,3.083495,2.923398,14.347710,0.899738,0.899871,0.543457,0.487234,31.617612,0.161210,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
100.115197,31.730452,3.239712,3.092798,2.898544,14.325973,0.898459,0.899879,0.543722,0.513160,17.927580,0.201056,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
96.029286,27.274994,6.025552,3.441214,2.989070,14.341725,0.898426,0.899605,0.543486,0.501740,15.425832,0.273500,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
98.497063,26.704707,6.604838,3.095518,2.995075,14.149143,0.899627,0.899901,0.538442,0.497942,15.084278,0.289286,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
102.889099,33.765746,4.494691,3.094839,2.997858,14.307366,0.899152,0.899509,0.547891,0.501208,19.060530,0.244172,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
99.715658,25.972561,2.614315,3.020649,2.997435,14.705749,0.898735,0.899864,0.548796,0.526677,14.660192,0.180897,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
101.039894,28.279504,5.925059,3.190380,1.662285,14.341725,0.898426,0.899776,0.549654,0.496675,15.959961,0.278154,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
117.418150,57.943272,0.531668,3.244058,2.883798,14.110987,0.898428,0.899610,0.549638,0.483744,32.631146,0.054014,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
116.991102,55.760884,0.750413,3.083642,2.923311,14.347710,0.899739,0.899873,0.545255,0.488504,31.396853,0.073410,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
85.039782,21.571659,2.938047,3.452767,2.976080,14.325608,0.899131,0.899808,0.549549,0.539066,12.247632,0.170388,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
101.198499,21.499008,18.097767,11.911837,2.976751,14.846333,0.899111,0.899959,0.548708,0.435021,12.115330,0.361523,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
99.195785,20.008784,17.845167,11.786216,2.977680,14.284235,0.899134,0.899959,0.548495,0.437686,11.282607,0.361308,DC-A,SRVCHP_SRORC,R245fa,R227ea,Air-cooled (Winter),SRORC,SRVCHP
108.857828,59.994438,8.658970,3.020290,2.953609,14.618150,0.899507,0.894129,0.549861,0.380825,33.928678,0.252251,DC-A,SRVCHP_SRORC,R600,R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
108.857828,59.994438,8.658970,3.020290,2.953609,14.618150,0.899507,0.894129,0.549861,0.380825,33.928678,0.252251,DC-A,SRVCHP_SRORC,R600,R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
89.393989,16.589495,3.810185,3.020205,2.985429,13.491095,0.899289,0.899915,0.549852,0.544118,9.390599,0.218432,DC-A,SRVCHP_SRORC,R600,R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
119.302861,44.996492,14.165824,3.024886,2.933788,14.489079,0.899852,0.899974,0.549090,0.427493,25.259875,0.346043,DC-A,SRVCHP_SRORC,R600,R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
108.992356,59.994618,3.091969,3.183521,2.995500,14.955088,0.899700,0.894129,0.549885,0.409534,33.926748,0.159651,DC-A,SRVCHP_SRORC,R600,R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
89.135393,23.736401,2.704542,3.003836,2.994349,13.470264,0.899913,0.899905,0.549197,0.528850,13.457537,0.165260,DC-A,SRVCHP_SRORC,R600,R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
108.873667,59.994438,12.791506,3.034539,2.953704,14.618150,0.899501,0.894129,0.549878,0.362368,33.928438,0.274053,DC-A,SRVCHP_SRORC,R600,R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
96.292326,22.483141,5.287753,3.041722,2.994225,14.555864,0.899913,0.899937,0.549387,0.513914,12.701743,0.263854,DC-A,SRVCHP_SRORC,R600,R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
83.240855,19.716811,0.786013,3.181586,2.904989,14.539134,0.898839,0.899958,0.549400,0.544229,11.199421,0.058030,DC-A,SRVCHP_SRORC,R600,R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
86.654991,21.637657,8.344324,3.010946,2.744765,14.975761,0.899489,0.898696,0.549412,0.492228,12.276308,0.295167,DC-A,SRVCHP_SRORC,R600,R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
118.796216,59.642093,7.906765,3.020081,2.984512,14.617651,0.898974,0.894100,0.549946,0.433717,33.575927,0.290379,DC-A,SRVCHP_SRORC,R600,R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
86.764107,17.841710,8.675264,3.003182,2.955348,14.541262,0.899522,0.899952,0.545426,0.502843,10.114301,0.309008,DC-A,SRVCHP_SRORC,R600,R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
86.641184,20.855947,2.825406,3.172875,2.928316,14.686556,0.899705,0.899951,0.549794,0.540730,11.831009,0.169385,DC-A,SRVCHP_SRORC,R600,R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
86.453075,17.841710,3.131197,3.003182,2.958592,14.550220,0.890629,0.899952,0.545426,0.547802,10.115739,0.185825,DC-A,SRVCHP_SRORC,R600,R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
76.376323,15.361120,0.814182,3.005685,2.849307,13.087356,0.899970,0.899514,0.546371,0.567468,8.744342,0.055596,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
76.829874,15.344678,5.980948,3.060270,2.901025,13.012758,0.899993,0.899503,0.540412,0.534321,8.733210,0.248068,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
97.874380,18.259673,17.342272,6.042362,2.981523,13.466671,0.899945,0.899514,0.546173,0.440610,10.298856,0.360774,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
114.086458,45.387889,6.381050,5.631387,2.850586,14.706544,0.899921,0.899348,0.547379,0.481157,25.543890,0.293707,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
109.738073,59.999938,17.460692,6.032360,2.908678,14.852640,0.899858,0.899497,0.535278,0.370160,33.918496,0.304002,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
106.581156,59.999914,10.093603,6.055554,2.934415,14.720878,0.898487,0.899514,0.540502,0.380357,33.966054,0.263762,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
97.145533,59.999955,17.458545,3.487511,2.852800,13.003215,0.899808,0.899869,0.544792,0.255035,34.104461,0.203096,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
118.429243,57.535591,11.860675,3.495363,2.875206,14.846875,0.899781,0.899498,0.540941,0.445158,32.384264,0.340029,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
103.876147,59.998022,3.476790,3.513584,0.835393,14.752150,0.898263,0.899512,0.540475,0.396179,34.005265,0.159106,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
113.280955,59.999984,17.458545,3.073089,2.932228,13.012676,0.899907,0.899984,0.544792,0.388699,33.864515,0.322320,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
104.868205,34.340517,6.833814,3.005428,2.977299,14.861011,0.898315,0.899998,0.544763,0.486350,19.369285,0.295195,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
96.478046,59.999938,17.460692,6.048895,2.907956,14.853133,0.899858,0.899458,0.535278,0.247460,34.113996,0.196351,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
83.304687,19.830183,0.079162,3.050070,2.955852,14.598380,0.898177,0.899545,0.546125,0.548917,11.263751,0.006510,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
106.871131,36.117668,11.643909,3.042056,2.873641,13.376062,0.899933,0.899465,0.539102,0.453159,20.359651,0.338204,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
99.003680,33.574736,0.079162,3.050070,2.955852,14.598380,0.898279,0.899515,0.546125,0.510556,18.986126,0.007679,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
79.461529,19.530356,2.144670,3.151017,2.955134,14.751182,0.898422,0.899601,0.540166,0.546743,11.111774,0.126538,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
118.530703,54.546772,4.467094,3.263548,2.931608,14.834630,0.899970,0.899492,0.540935,0.488664,30.684985,0.255584,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
104.571525,22.520119,16.719648,6.106741,2.990102,14.724640,0.898301,0.899518,0.539066,0.436329,12.673300,0.359148,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
96.466776,32.139069,2.587134,3.007484,2.841687,14.814386,0.899913,0.899498,0.541370,0.513029,18.190457,0.166128,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
118.528161,54.883522,0.853227,3.059761,2.897437,14.593586,0.899786,0.899497,0.540941,0.496031,30.876246,0.084297,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
97.780897,31.614796,3.025440,3.009181,2.855700,14.807961,0.899909,0.899493,0.541370,0.515498,17.881113,0.187953,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
117.903406,53.341314,5.944782,3.064247,2.828052,13.035090,0.899998,0.899507,0.544631,0.478355,30.009346,0.286907,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
100.199951,33.196191,0.922553,3.032659,2.897992,14.728046,0.899802,0.899517,0.539713,0.512602,18.760334,0.078659,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
118.928680,55.734250,3.889594,3.043347,2.928593,14.716206,0.899971,0.899497,0.544830,0.491815,31.353585,0.239314,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
119.267053,57.135648,10.144672,3.043347,2.928593,14.716206,0.899831,0.899497,0.544194,0.457200,32.144543,0.334595,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
84.914113,22.924051,3.037428,3.033533,2.846655,14.755717,0.898326,0.899511,0.541369,0.535693,13.019687,0.171373,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
97.822040,24.191422,17.342272,6.107418,2.984205,14.724023,0.899970,0.899518,0.541282,0.437269,13.661910,0.356026,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
96.907863,25.890406,4.074287,3.450246,2.889021,13.278385,0.898544,0.899975,0.540329,0.517251,14.632712,0.229721,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
87.172518,20.807767,4.414759,4.237164,2.873433,14.726228,0.899973,0.899521,0.541687,0.533636,11.800714,0.226691,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
111.977964,41.494869,0.350173,3.051713,2.906498,14.597933,0.899739,0.899507,0.545218,0.502277,23.359009,0.037330,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
81.309998,15.822717,0.372029,3.067510,2.934973,12.943998,0.899836,0.899513,0.544439,0.562985,8.988213,0.029468,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
96.574966,19.329192,4.083114,3.450246,2.986734,13.324226,0.898285,0.899982,0.540166,0.527065,10.911244,0.236728,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
109.306932,39.466962,0.062984,3.059937,2.989035,14.854278,0.899882,0.899519,0.541382,0.504601,22.236650,0.006950,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
110.472086,35.348745,3.807617,3.374408,2.873641,14.846140,0.899971,0.899465,0.539102,0.500947,19.889575,0.234894,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
117.752819,59.978167,0.455020,3.031981,2.986462,14.574372,0.899918,0.899503,0.544373,0.482935,33.783159,0.046332,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
103.876147,59.998022,17.196192,3.551380,0.835393,14.754935,0.899879,0.899512,0.540475,0.333052,34.005265,0.268825,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
118.386132,55.997626,4.307086,3.046326,2.931608,14.886588,0.899970,0.899492,0.544799,0.488028,31.511082,0.249654,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
99.613323,33.053477,3.146876,3.125115,2.751057,14.740935,0.899704,0.899497,0.534342,0.510965,18.684231,0.194381,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
84.125490,21.549019,1.242560,3.018755,2.933856,14.796737,0.898303,0.899514,0.540444,0.541724,12.239750,0.086552,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
111.981497,40.814025,0.575767,3.071296,2.915728,14.842152,0.899850,0.899497,0.541286,0.502560,22.972736,0.058691,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
110.454042,59.999936,17.190868,3.391289,2.908678,14.844454,0.898380,0.899995,0.541203,0.375122,33.907631,0.307750,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
96.032568,30.132765,0.861595,3.052837,2.911234,14.750470,0.898282,0.899507,0.540448,0.517637,17.051686,0.071318,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
95.185042,27.293898,3.044511,3.487511,2.995004,14.716152,0.899982,0.899994,0.544883,0.523298,15.442599,0.189013,DC-A,SRVCHP_SRORC,R600,R227ea,Air-cooled (Winter),SRORC,SRVCHP
