T_st_ht,dT_st_sp,dT_hp_cs_gl,dT_hp_ev_sh,dT_he_ev_sh,dT_hp_cd_sc,eta_max_cp,eta_max_ex,eta_pm,eta_p2p,energy_density_thermal,exergy_efficiency,wp,cb_config,fluid_hp,fluid_he,label,orc_type,hp_type
94.614902,59.999678,0.375955,6.355681,2.993380,14.782963,0.899052,0.899620,0.547751,0.311662,34.140300,0.019345,DC-A,SRVCHP_SBORC,R245fa,R227ea,Air-cooled (Winter),SBORC,SRVCHP
97.582731,59.999678,5.300200,6.026818,2.366606,14.429530,0.894013,0.899590,0.547235,0.345352,34.098032,0.170726,DC-A,SRVCHP_SBORC,R245fa,R227ea,Air-cooled (Winter),SBORC,SRVCHP
85.719909,59.999722,9.044063,6.004811,2.982277,14.677808,0.898599,0.899630,0.549852,0.143437,34.262641,0.084892,DC-A,SRVCHP_SBORC,R245fa,R227ea,Air-cooled (Winter),SBORC,SRVCHP
86.899739,59.999678,5.490617,6.019557,2.453447,14.349119,0.898836,0.898911,0.539725,0.179420,34.246778,0.082188,DC-A,SRVCHP_SBORC,R245fa,R227ea,Air-cooled (Winter),SBORC,SRVCHP
95.454053,59.989376,18.028439,3.255931,2.741203,14.925043,0.898938,0.899941,0.549583,0.241875,34.122515,0.193148,DC-A,SRVCHP_SBORC,R600,R1234ze(E),Air-cooled (Winter),SBORC,SRVCHP
109.209649,59.999476,16.563235,3.720801,2.742679,13.202178,0.898936,0.899933,0.547302,0.354442,33.926234,0.287656,DC-A,SRVCHP_SBORC,R600,R1234ze(E),Air-cooled (Winter),SBORC,SRVCHP
112.030351,59.999863,13.434709,3.483775,2.760165,13.241750,0.899576,0.898751,0.547354,0.380540,33.883579,0.294973,DC-A,SRVCHP_SBORC,R600,R1234ze(E),Air-cooled (Winter),SBORC,SRVCHP
100.329015,59.999629,13.136666,3.146274,2.574702,14.921924,0.899909,0.899096,0.547354,0.308113,34.058286,0.227968,DC-A,SRVCHP_SBORC,R600,R1234ze(E),Air-cooled (Winter),SBORC,SRVCHP
81.331569,59.999763,9.340550,3.484293,2.949421,14.759100,0.899008,0.899835,0.548773,0.010511,34.320546,0.006123,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
81.331569,59.999763,3.453682,3.666800,2.971534,14.455460,0.898937,0.899904,0.548941,0.011660,34.320546,0.003658,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
94.092747,59.999847,9.360588,3.242759,2.812902,14.189785,0.899732,0.899904,0.548950,0.291937,34.147761,0.185028,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
101.212208,59.987764,9.214240,6.352202,2.914203,14.185401,0.897200,0.899953,0.542849,0.361694,34.038607,0.236480,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
85.527754,59.996624,3.220143,3.811378,2.562345,14.490962,0.899273,0.899893,0.549925,0.151334,34.263428,0.047825,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
89.371563,59.999848,6.846386,3.736685,2.808340,13.533001,0.899010,0.899868,0.549142,0.228722,34.213311,0.120814,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
83.579847,59.999071,6.916822,3.291851,2.953544,14.197425,0.899217,0.899865,0.549699,0.088298,34.290693,0.044666,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
90.413341,59.999764,4.756641,3.273993,2.814625,14.966205,0.899189,0.899723,0.549772,0.256202,34.198960,0.110455,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
91.362262,59.999768,5.668127,3.206325,2.846976,14.455759,0.899419,0.899863,0.549246,0.268386,34.185854,0.129682,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
91.362262,59.999768,5.668127,3.206325,2.846976,14.455759,0.899419,0.899863,0.549246,0.268386,34.185854,0.129682,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
87.810430,59.987764,9.192022,3.478053,2.914203,14.449263,0.897063,0.899953,0.549229,0.190411,34.227628,0.115265,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
89.731645,59.998948,4.274047,3.486074,2.908743,14.461546,0.899419,0.899863,0.549246,0.245517,34.207861,0.098236,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
81.750269,59.999675,16.178230,3.100087,2.853273,14.448169,0.899758,0.899760,0.548848,0.022771,34.315041,0.016768,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
82.983582,59.999763,3.453682,3.669757,2.960659,14.457016,0.898974,0.899863,0.548937,0.073428,34.298943,0.023534,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
94.745146,59.996777,4.660387,3.289638,2.902012,14.449269,0.896725,0.899954,0.546866,0.320658,34.136797,0.142404,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
101.444734,59.996568,7.361780,3.198852,2.825178,14.494631,0.896729,0.899882,0.549268,0.371831,34.040241,0.221356,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
94.680248,59.987481,9.335813,3.196442,2.959076,14.453717,0.896729,0.899891,0.549107,0.298731,34.132384,0.189907,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
83.851252,59.999764,4.312622,3.673456,2.958215,14.457423,0.895600,0.899956,0.548905,0.100767,34.287507,0.038130,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
111.260770,59.825215,4.773791,3.290872,0.594926,14.887593,0.899260,0.899721,0.549746,0.439218,33.795741,0.224722,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
82.234904,59.998209,16.200448,3.246835,2.846583,14.182887,0.899681,0.899763,0.548937,0.037780,34.307867,0.027895,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
90.189283,59.999768,4.274047,3.206325,2.908743,14.455759,0.899419,0.899863,0.549246,0.253908,34.202046,0.102095,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
97.498647,59.996777,6.945530,3.663754,2.974694,14.553423,0.899043,0.899961,0.540356,0.340592,34.097578,0.192115,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
85.063004,59.999764,6.911650,3.656186,2.807813,14.919649,0.898957,0.899863,0.549253,0.131263,34.271432,0.067188,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
87.983643,59.999726,4.350561,3.791006,2.553527,13.550866,0.899002,0.899951,0.548922,0.209572,34.232152,0.083375,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
84.628557,59.996624,9.361073,3.214612,2.553112,14.297976,0.896606,0.899830,0.548921,0.114147,34.275404,0.068251,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
82.774838,59.999207,5.669327,3.217566,2.846976,14.495169,0.899419,0.899882,0.549246,0.063712,34.301365,0.028418,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
113.996021,59.985263,10.799043,3.301159,2.959079,14.107213,0.896714,0.899955,0.548897,0.411888,33.845158,0.301360,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
84.762437,59.996624,10.322936,3.811378,2.559711,14.297976,0.896606,0.899830,0.549943,0.116055,34.273625,0.072656,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
86.583338,59.999848,6.870959,3.250342,0.632042,13.591359,0.895554,0.899763,0.549713,0.169285,34.251135,0.087743,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
89.247456,59.998948,4.295782,3.296161,2.914442,14.461546,0.899419,0.899863,0.549246,0.236048,34.214492,0.094303,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
85.944579,59.999723,3.266758,3.235785,2.568392,14.490962,0.895395,0.899893,0.549906,0.163400,34.259635,0.052166,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
82.987022,59.999071,6.916822,3.291851,2.960645,14.197425,0.899219,0.899865,0.549699,0.069484,34.298500,0.034965,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
86.725133,59.999848,6.902346,3.220305,0.604405,14.501986,0.895530,0.899763,0.549713,0.172837,34.249227,0.089843,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
81.402078,59.999763,11.028106,3.137693,2.841498,14.455892,0.898891,0.899859,0.549244,0.012513,34.319628,0.007895,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
111.145580,59.994047,8.887609,3.290872,0.503978,14.214964,0.897051,0.899860,0.549231,0.415658,33.893754,0.281257,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
105.294938,59.999483,16.558132,3.502056,2.715409,14.758908,0.895950,0.899834,0.548787,0.353561,33.985024,0.283962,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
89.360897,59.999832,9.306553,3.736685,2.847776,14.448081,0.899008,0.899868,0.546761,0.220231,34.213447,0.135307,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
83.843587,59.999071,10.272619,3.291851,2.953544,14.197425,0.899217,0.899865,0.549699,0.091157,34.287211,0.056573,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
101.163841,59.999768,5.534432,3.206325,2.846976,14.461865,0.899468,0.899863,0.542893,0.379439,34.046183,0.195542,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
85.063004,59.999764,2.466239,3.656186,2.807813,14.949527,0.898957,0.899864,0.549258,0.138713,34.271432,0.035937,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
97.309771,59.999848,6.846386,3.735526,0.518027,13.533001,0.899010,0.899868,0.549176,0.342073,34.102046,0.191543,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
86.980919,59.999801,6.946964,3.656546,2.806769,14.919649,0.899015,0.899962,0.549141,0.179086,34.245755,0.093409,DC-A,SRVCHP_SBORC,R600,R227ea,Air-cooled (Winter),SBORC,SRVCHP
109.029378,59.999925,18.433480,11.745495,2.992539,14.607293,0.899498,0.899079,0.548836,0.345469,33.929216,0.286373,DC-A,SRVCHP_SRORC,R1233zd(E),R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
82.060039,15.691347,4.817288,3.049535,2.991812,13.211406,0.899436,0.899979,0.549273,0.546773,8.910336,0.234307,DC-A,SRVCHP_SRORC,R1233zd(E),R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
80.606874,15.751122,1.544826,3.041227,2.831716,13.442067,0.899609,0.899963,0.549118,0.565782,8.950235,0.103435,DC-A,SRVCHP_SRORC,R1233zd(E),R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
96.751689,18.086135,17.789417,13.254013,2.992654,13.194037,0.899473,0.899083,0.549787,0.440529,10.205982,0.361110,DC-A,SRVCHP_SRORC,R1233zd(E),R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
115.710252,59.993916,0.834557,3.559193,2.830104,14.709888,0.899334,0.899102,0.548398,0.448162,33.823701,0.071512,DC-A,SRVCHP_SRORC,R1233zd(E),R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
96.189344,25.405788,2.018136,3.013099,2.848350,14.778615,0.899581,0.899985,0.549758,0.528842,14.362194,0.144832,DC-A,SRVCHP_SRORC,R1233zd(E),R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
84.002571,18.340369,2.006711,3.012964,2.995350,14.825703,0.899512,0.899759,0.546230,0.556376,10.411113,0.130552,DC-A,SRVCHP_SRORC,R1233zd(E),R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
96.561041,22.346200,2.633993,3.044223,2.979779,14.681633,0.899818,0.899187,0.548204,0.534943,12.622436,0.178479,DC-A,SRVCHP_SRORC,R1233zd(E),R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
109.535218,59.985654,3.129130,3.118659,2.990983,14.724458,0.899518,0.899818,0.548178,0.417407,33.913420,0.164232,DC-A,SRVCHP_SRORC,R1233zd(E),R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
84.283377,18.987139,1.930015,3.012964,2.971620,14.876131,0.899478,0.899777,0.548167,0.553675,10.778310,0.126416,DC-A,SRVCHP_SRORC,R1233zd(E),R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
94.951574,23.585538,8.467379,3.005074,2.960163,14.952358,0.899748,0.899115,0.548310,0.492019,13.335887,0.311934,DC-A,SRVCHP_SRORC,R1233zd(E),R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
81.087586,16.363223,2.102068,3.053621,2.839423,13.461826,0.899397,0.899943,0.547583,0.562375,9.297209,0.132103,DC-A,SRVCHP_SRORC,R1233zd(E),R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
94.951574,23.239065,8.467379,3.049503,2.960163,14.952358,0.896337,0.899963,0.548310,0.491985,13.139046,0.312440,DC-A,SRVCHP_SRORC,R1233zd(E),R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
96.751689,19.214636,17.789417,13.254013,2.991636,13.191367,0.899395,0.899087,0.549780,0.439214,10.845414,0.359760,DC-A,SRVCHP_SRORC,R1233zd(E),R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
96.561041,22.644285,2.663431,3.009542,2.974005,14.681633,0.899110,0.899903,0.548176,0.534714,12.791605,0.179619,DC-A,SRVCHP_SRORC,R1233zd(E),R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
96.751689,17.811197,5.959636,3.087764,2.970213,13.194037,0.899472,0.899083,0.549774,0.515865,10.050241,0.284725,DC-A,SRVCHP_SRORC,R1233zd(E),R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
111.572407,59.999323,3.573477,3.488217,2.991317,14.715461,0.899481,0.899861,0.548823,0.427703,33.890259,0.185787,DC-A,SRVCHP_SRORC,R1233zd(E),R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
84.329458,17.807549,4.681057,3.063260,2.970936,14.874948,0.899326,0.899914,0.549282,0.542408,10.106056,0.232147,DC-A,SRVCHP_SRORC,R1233zd(E),R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
97.471707,25.307784,6.313822,3.061775,2.870861,14.663913,0.896337,0.899978,0.549734,0.501777,14.297980,0.282710,DC-A,SRVCHP_SRORC,R1233zd(E),R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
110.102188,27.344118,3.266749,3.076248,2.857602,14.723890,0.899457,0.899911,0.547736,0.505075,15.363358,0.218303,DC-A,SRVCHP_SRORC,R1233zd(E),R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
92.255121,20.933844,1.923007,3.013231,2.876692,14.877934,0.899478,0.899908,0.548215,0.543148,11.844865,0.137877,DC-A,SRVCHP_SRORC,R1233zd(E),R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
85.034315,19.491102,1.923007,3.012964,2.972422,14.876131,0.899478,0.899724,0.548167,0.551408,11.061767,0.126828,DC-A,SRVCHP_SRORC,R1233zd(E),R1234ze(E),Air-cooled (Winter),SRORC,SRVCHP
91.330758,15.870221,2.855887,3.002987,2.981610,12.851631,0.899889,0.899502,0.547493,0.554766,8.974004,0.187418,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
97.957546,17.326453,17.014546,7.669283,2.992514,12.835223,0.899837,0.899895,0.548717,0.445270,9.770147,0.362850,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
96.266895,15.422773,9.969850,3.028385,2.982484,12.851661,0.899885,0.899486,0.547493,0.483343,8.700012,0.335963,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
119.838839,58.223989,17.535073,3.010711,2.989094,14.977133,0.899892,0.899933,0.540102,0.424366,32.754155,0.356660,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
90.973383,22.177833,6.094015,3.385089,2.861131,14.992917,0.899732,0.899888,0.546690,0.518975,12.559376,0.273826,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
116.229769,53.219580,3.360876,3.225658,2.981606,14.913583,0.899510,0.899887,0.547512,0.494583,29.963489,0.217328,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
116.043486,52.237210,5.044223,3.077893,2.987870,14.968653,0.899793,0.899697,0.540102,0.484959,29.407926,0.265516,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
116.043486,52.237210,5.044223,3.077893,2.987870,14.968653,0.899793,0.899697,0.540102,0.484959,29.407926,0.265516,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
118.738652,56.515056,9.080162,3.521589,2.856388,14.998510,0.896171,0.899491,0.547340,0.463671,31.799847,0.326563,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
116.234440,49.801377,3.196750,3.094944,2.981385,14.712163,0.899986,0.899893,0.547498,0.500703,28.022098,0.214956,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
104.968906,59.999554,0.812058,3.207647,2.694902,14.964647,0.899854,0.899897,0.547605,0.403978,33.989919,0.054983,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
105.192708,33.622143,13.186803,3.025895,2.921787,14.917122,0.899365,0.899882,0.547481,0.452762,18.958551,0.347972,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
109.325508,59.999535,16.637794,3.094104,2.984822,14.968893,0.899829,0.899881,0.542864,0.369747,33.924514,0.300332,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
105.007368,59.997435,6.036285,3.338983,2.987640,14.975191,0.896189,0.899418,0.547889,0.387098,33.988136,0.213951,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
90.318882,25.469786,5.602526,3.001000,2.987571,14.933605,0.899730,0.899508,0.546939,0.512296,14.437482,0.255566,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
100.646323,29.770709,10.642144,3.206982,2.912873,13.100389,0.899759,0.899547,0.547624,0.468700,16.809666,0.332822,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
92.173345,25.945595,0.831609,3.016378,2.989110,14.780590,0.899873,0.899848,0.547560,0.533728,14.696130,0.067452,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
115.181250,44.878726,15.967043,3.078998,2.983735,14.953347,0.897612,0.899838,0.547488,0.434165,25.242027,0.357146,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
115.373159,59.999588,18.492578,3.508695,2.984128,14.979109,0.896786,0.899678,0.547904,0.397093,33.832128,0.334254,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
109.888070,38.462926,2.456180,3.087267,2.979901,14.988528,0.899605,0.899501,0.542776,0.508722,21.660898,0.179802,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
106.752103,59.996423,2.780330,3.094540,2.987743,14.917701,0.899704,0.899441,0.547977,0.418808,33.961500,0.149114,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
111.468859,39.555446,4.456422,3.556578,2.914897,14.934386,0.899770,0.899395,0.540133,0.497981,22.264332,0.253290,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
91.605947,24.982344,4.733425,3.014328,2.987567,14.919648,0.899599,0.899508,0.546939,0.521888,14.151486,0.239257,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
110.032759,36.980227,7.943807,3.096637,2.854647,14.978826,0.899884,0.899481,0.547355,0.479539,20.818511,0.316186,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
118.977947,55.433107,9.469655,3.173650,2.834668,14.975607,0.896195,0.899408,0.547486,0.462416,31.181859,0.330938,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
92.173345,27.254662,0.619582,3.025538,2.919719,14.919815,0.899595,0.899382,0.547472,0.528964,15.441604,0.051271,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
95.924779,28.058551,2.661337,3.020761,2.931872,14.987872,0.899439,0.899910,0.546575,0.528585,15.872229,0.173985,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
115.184343,44.703254,16.001693,7.792332,2.985435,14.975024,0.896026,0.899486,0.547492,0.434774,25.142477,0.357677,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
104.466676,20.561264,13.420095,3.005849,2.992660,14.953481,0.899829,0.899507,0.546939,0.458289,11.566674,0.356790,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
116.791274,59.859574,16.907985,3.077893,2.856893,14.945745,0.899793,0.899697,0.540102,0.410903,33.730572,0.340319,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
119.691713,59.720165,17.292575,3.002987,2.992832,14.919526,0.899889,0.899529,0.547493,0.423455,33.606442,0.354508,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
95.924779,28.586457,0.093906,3.010677,2.855559,14.940346,0.899759,0.899834,0.540078,0.526427,16.172547,0.008942,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
90.318882,26.296620,4.478727,3.000674,2.977889,14.934595,0.899726,0.899506,0.546918,0.518632,14.908597,0.226559,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
114.352045,45.942811,0.110918,3.025538,2.919171,14.920027,0.899595,0.899382,0.547457,0.503068,25.855624,0.012589,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
109.303914,43.139698,3.070809,3.091905,2.975789,14.991548,0.899452,0.899505,0.541769,0.502095,24.322721,0.200979,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
109.303914,43.139698,3.070809,3.091905,2.975789,14.991548,0.899452,0.899505,0.541769,0.502095,24.322721,0.200979,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
104.968906,59.999554,7.847348,3.207647,2.694902,14.964647,0.899854,0.899897,0.546385,0.379628,33.989919,0.236448,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
89.454675,23.438099,4.478727,3.002276,2.982416,14.851166,0.899699,0.899513,0.546995,0.528111,13.285687,0.229871,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
110.046039,36.839758,3.356693,3.205253,2.699882,12.412599,0.899748,0.899681,0.546355,0.503440,20.738736,0.218204,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
111.880078,39.590233,0.431450,3.208772,2.842521,14.935793,0.897913,0.899369,0.547467,0.503561,22.279762,0.045536,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
100.458969,31.088370,9.502597,3.394017,2.918040,14.919224,0.899434,0.899392,0.547487,0.476457,17.559788,0.323215,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
95.879053,28.530127,2.539663,3.010159,2.855049,14.681399,0.899610,0.899264,0.540078,0.525679,16.140839,0.167502,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
104.463220,21.356489,13.427479,3.001968,2.841844,14.994774,0.897393,0.899507,0.547484,0.456989,12.016095,0.355780,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
104.483904,35.232513,2.716756,3.209084,2.981363,12.695463,0.899734,0.899499,0.547775,0.509401,19.879413,0.184924,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
96.370019,59.999535,18.429278,3.505438,2.858356,14.982433,0.896004,0.899383,0.540282,0.242644,34.115306,0.195380,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
91.297628,19.243347,2.838661,3.168773,2.986758,14.953517,0.897673,0.899494,0.549008,0.550598,10.889331,0.183176,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
109.248718,59.996079,0.163385,3.092636,2.993869,13.016454,0.899843,0.899504,0.540894,0.435611,33.923704,0.014270,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
114.352045,46.302215,10.116734,3.028743,2.919171,14.834153,0.899595,0.899145,0.547457,0.461460,26.059604,0.334343,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
116.041050,47.217664,7.518656,3.084645,2.987919,14.813920,0.898029,0.899960,0.547166,0.476921,26.558311,0.313249,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
105.294791,34.562701,3.004175,3.340073,2.993443,12.712617,0.899761,0.899499,0.547775,0.509584,19.491568,0.199059,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
90.861891,18.723305,7.475731,3.341491,2.993149,14.966055,0.897637,0.899529,0.547518,0.515408,10.596034,0.302886,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
90.861891,19.393190,7.475731,3.210502,2.981069,14.966055,0.897610,0.899529,0.547518,0.513853,10.976678,0.301718,DC-A,SRVCHP_SRORC,R1233zd(E),R227ea,Air-cooled (Winter),SRORC,SRVCHP
