T_st_ht,dT_st_sp,dT_hp_cs_gl,dT_hp_ev_sh,dT_he_ev_sh,dT_hp_cd_sc,eta_max_cp,eta_max_ex,eta_pm,eta_p2p,energy_density_thermal,exergy_efficiency,wp,cb_config,fluid_hp,fluid_he,label
94.9172155168655,25.658958379314576,19.958488139992603,8.178041204612214,2.9995132144793235,11.218049132823435,0.8998732626946812,0.8990332651012414,0.536605605835497,0.48314516603806384,14.514605660965785,0.22654483170884016,DC-F,SRVCHP_SBORC,R1233zd(E),R134a,High-perf liquid (Summer)
92.93452638843006,25.265259480591574,3.2176834181048757,3.2046640261794583,2.9884607244633843,9.930681150971612,0.8994103763724952,0.899959259945938,0.5367559535994246,0.7692236123204189,14.303834881635343,0.057053360749906495,DC-F,SRVCHP_SBORC,R1233zd(E),R134a,High-perf liquid (Summer)
120.88983509703993,79.99995071744516,3.2505157186510116,3.374236778875561,2.999549361789331,1.8881643389668703,0.899849271187081,0.8998686455851175,0.5366024019688813,0.010644766069188573,45.12635067907469,0.0013342970226923217,DC-F,SRVCHP_SBORC,R1233zd(E),R134a,High-perf liquid (Summer)
120.9536003372718,79.99995071744516,1.498062425668572,3.374236778875561,2.996642944018542,1.8881643389668703,0.899849271187081,0.8997224958479345,0.5366024020383653,0.014217724410147686,45.12509060892791,0.0008820418510558261,DC-F,SRVCHP_SBORC,R1233zd(E),R134a,High-perf liquid (Summer)
94.23762386002171,25.135402087836653,19.450161769398793,8.138758908948292,2.997535291856651,14.452325603513485,0.8998857405131343,0.8999619954162669,0.5376542353195275,0.49717501732341884,14.221404629395101,0.2248040957987079,DC-F,SRVCHP_SBORC,R1233zd(E),R134a,High-perf liquid (Summer)
120.88565583804646,79.99954231203102,4.8293209380265925,3.3170692384354163,2.9996253165410707,1.4023218992790305,0.8994860194569977,0.8998221389177667,0.5366002448592502,0.010133474737295471,45.126200610684634,0.0018288033808217387,DC-F,SRVCHP_SBORC,R1233zd(E),R134a,High-perf liquid (Summer)
120.27025569853473,63.06561966346476,18.83784500506436,8.020644119883555,2.9995497992516733,14.602224226901376,0.8998494967525368,0.8939018673748732,0.537194899337174,0.3620695019396502,35.498753088252684,0.19591061988896835,DC-F,SRVCHP_SBORC,R1233zd(E),R134a,High-perf liquid (Summer)
102.76720606426929,47.71895679868705,2.127185515283483,3.140455469424296,2.9960672940877413,13.20140632270672,0.8985329002156397,0.8997001323896276,0.536495579264318,0.46383333803383575,27.007144772442338,0.02945279103292472,DC-F,SRVCHP_SBORC,R1233zd(E),R134a,High-perf liquid (Summer)
127.23704257752826,77.71477022092135,18.45417641881431,3.154620932282423,2.922688106573999,14.577046988983733,0.8996902764235089,0.8999526809343755,0.5377046502429856,0.27345956229615104,43.700692083790976,0.15103943600169698,DC-F,SRVCHP_SBORC,R1233zd(E),R134a,High-perf liquid (Summer)
94.66800546639583,28.082553277768643,3.6541357487847335,3.21163281163819,2.9926097226544264,9.319995140849688,0.899593992988709,0.8994042627463156,0.5361088933606059,0.7150509400480727,15.895078260556906,0.06367131024739821,DC-F,SRVCHP_SBORC,R1233zd(E),R134a,High-perf liquid (Summer)
127.1114672056002,74.59114308908315,19.117376317912242,3.2826310360919386,2.974124298731991,14.781249028355365,0.8996584889754752,0.89953468033446,0.5365558594604728,0.32100094790008027,41.92822912096304,0.18154531498125123,DC-F,SRVCHP_SBORC,R1233zd(E),R134a,High-perf liquid (Summer)
92.88421420299966,25.265259480591574,3.2901996144196457,3.2046640261794583,2.988003234474051,1.1713696324757894,0.8994103763724952,0.899967613242078,0.5367627504099839,0.7514892230166751,14.30416567322866,0.05817380688025819,DC-F,SRVCHP_SBORC,R1233zd(E),R134a,High-perf liquid (Summer)
120.18826677769832,64.62994585378345,6.994588274045926,3.631208165760808,2.9996389200816735,12.406182949368803,0.8998374142287491,0.899719173875902,0.5367258294125773,0.41759796730780124,36.38959115372095,0.10734977283233806,DC-F,SRVCHP_SBORC,R1233zd(E),R134a,High-perf liquid (Summer)
125.93976704596896,79.99844245091185,19.604646544915404,3.1092420301407007,2.974302238285719,13.727671275262647,0.8996176496084434,0.8997469541522465,0.5365325627415498,0.1851255214439079,45.02481356641115,0.10484069341289116,DC-F,SRVCHP_SBORC,R1233zd(E),R134a,High-perf liquid (Summer)
99.7053002224007,35.190706806456284,2.2175936586589664,3.284433700525816,2.9883230643837795,13.686286760810852,0.899618791827148,0.8997516976952951,0.5362889328517518,0.6438787374662125,19.89964248979113,0.04034383082894525,DC-F,SRVCHP_SBORC,R1233zd(E),R134a,High-perf liquid (Summer)
92.93452638843006,26.067927767771106,7.695118962519249,3.296847558188708,2.987427393033958,11.476246137110566,0.8994103763724952,0.899959259945938,0.5357459036634913,0.6559462483341529,14.760630261981667,0.12009849438933798,DC-F,SRVCHP_SBORC,R1233zd(E),R134a,High-perf liquid (Summer)
120.29379685822747,63.22932315998324,4.829127584109023,3.3844888606621657,2.9996253165410707,1.4023218992790305,0.8994859837809945,0.8937351601915857,0.5366002448592502,0.4489541043075894,35.59143812080285,0.08453814911849318,DC-F,SRVCHP_SBORC,R1233zd(E),R134a,High-perf liquid (Summer)
127.12578392416587,78.34898151241369,7.630359356561246,3.1951401160018706,2.9885231372889307,14.467918193984897,0.8999443283562774,0.8998032917027061,0.5366836453458078,0.3045760286527921,44.06334221664227,0.08932731115076414,DC-F,SRVCHP_SBORC,R1233zd(E),R134a,High-perf liquid (Summer)
