T_st_ht,dT_st_sp,dT_hp_cs_gl,dT_hp_ev_sh,dT_he_ev_sh,dT_hp_cd_sc,eta_max_cp,eta_max_ex,eta_pm,eta_p2p,energy_density_thermal,exergy_efficiency,wp,cb_config,fluid_hp,fluid_he,label
97.46051819608567,20.66321337335834,19.991031233248336,4.920864512772783,2.96558554048203,14.653633999523723,0.8994687510803022,0.7468213764688181,0.47078956204969724,0.39188997894141514,11.66275408155911,0.2559266678944996,DC-C,SRVCHP_SRORC,R600,R134a,Cold-plate liquid (Winter)
90.47058277879195,20.59638541400807,1.6622986063245122,3.827258672905779,2.9952359635048977,14.634003399566454,0.8995624353671408,0.7461776987787695,0.45514903356832526,0.5394506235773526,11.662710407331899,0.04756278387699947,DC-C,SRVCHP_SRORC,R600,R134a,Cold-plate liquid (Winter)
118.76279232522778,69.99336486110597,19.858971242874983,4.738148434605079,2.9661286223949146,14.673262041090023,0.8957353527584865,0.7237795836108369,0.455776606280567,0.3111773667801391,39.46646542720487,0.21298148680170986,DC-C,SRVCHP_SRORC,R600,R134a,Cold-plate liquid (Winter)
97.43474028197467,20.020824049044812,12.158474805101065,4.323539986377859,2.965811835306215,14.638607674801298,0.8988037135796909,0.7457272947916977,0.4558738137028106,0.4383716680564181,11.298773522394908,0.2172888950653406,DC-C,SRVCHP_SRORC,R600,R134a,Cold-plate liquid (Winter)
117.57645036696887,69.96868359601177,5.220099057012106,4.335877054555159,2.965711495724475,14.640969436804847,0.8983436817601942,0.723450935368259,0.4554516032125933,0.36863753458950005,39.4733640189512,0.11230801394859098,DC-C,SRVCHP_SRORC,R600,R134a,Cold-plate liquid (Winter)
107.29271606485747,46.98308391462365,6.996555575972247,5.8293681488562035,2.9658943969855764,14.61650934898348,0.8986599134975094,0.7435211258898504,0.45609918413514994,0.42598772299458587,26.532628139240973,0.1517914738395369,DC-C,SRVCHP_SRORC,R600,R134a,Cold-plate liquid (Winter)
113.10668714288218,51.307011980003985,19.908817062946888,4.848966591837977,2.995373466810439,14.341585793519375,0.8994801101832293,0.7446261117902199,0.4546603312903363,0.3519336289779571,28.91886198213242,0.23985823193482564,DC-C,SRVCHP_SRORC,R600,R134a,Cold-plate liquid (Winter)
95.91415919925441,29.998772018389648,1.9628770504934163,4.415923209203205,2.966047233582623,14.057340618923403,0.8984155846091554,0.7462005436242184,0.45152447542541735,0.49355170225178735,16.97634172504833,0.05549013409495158,DC-C,SRVCHP_SRORC,R600,R134a,Cold-plate liquid (Winter)
95.91652788875628,29.326775335618922,1.9628770504934163,4.415923209203205,2.966047233582623,14.620391795821405,0.8984147160940485,0.7437053028442844,0.45152447542541735,0.4941045879873139,16.593857716386996,0.055539532762247316,DC-C,SRVCHP_SRORC,R600,R134a,Cold-plate liquid (Winter)
97.62723592487549,31.482207732945703,4.294732211512544,4.824354099376339,2.9977988104353943,14.345756029844562,0.8994638709020684,0.7458945479607869,0.45078363886551465,0.4838032834115737,17.806923990243778,0.1079538676781683,DC-C,SRVCHP_SRORC,R600,R134a,Cold-plate liquid (Winter)
94.1262612911159,28.238210134878607,2.9891157581094356,4.729149481189822,2.9773403441528643,14.631699664414477,0.8983568296548031,0.742294027635351,0.4513207492754208,0.4970878446006592,15.98764750238136,0.07859952021656551,DC-C,SRVCHP_SRORC,R600,R134a,Cold-plate liquid (Winter)
94.9077624045281,26.834203773711515,3.3650467768973944,3.8662762749374604,2.925912552707413,13.99715957378088,0.899455851984067,0.7458154757212552,0.4559936386806744,0.5085714381729021,15.183058200415859,0.08898555741095998,DC-C,SRVCHP_SRORC,R600,R134a,Cold-plate liquid (Winter)
113.1118244540038,56.60911185411351,11.297440455992973,4.924736345013791,2.9658793939374806,14.022945439499042,0.8987960936315207,0.7438974197357059,0.4542835490005367,0.38331106028396883,31.93578591340229,0.19456901825082093,DC-C,SRVCHP_SRORC,R600,R134a,Cold-plate liquid (Winter)
95.16378524099089,23.088237033516,12.158474805101065,4.309134216017726,2.9658110685507313,14.29670867021734,0.8988037135796909,0.7457272947916977,0.45117127866112805,0.44234775080568406,13.05207859989091,0.21366895555035934,DC-C,SRVCHP_SRORC,R600,R134a,Cold-plate liquid (Winter)
91.6738035012932,23.20285907189705,4.2760278891722265,4.839388887892717,2.95043233529928,14.085108437655482,0.8743146287087189,0.7422744295536177,0.45155990531585866,0.5027535503908835,13.138362032445345,0.1059578557135462,DC-C,SRVCHP_SRORC,R600,R134a,Cold-plate liquid (Winter)
