T_st_ht,dT_st_sp,dT_hp_cs_gl,dT_hp_ev_sh,dT_he_ev_sh,dT_hp_cd_sc,eta_max_cp,eta_max_ex,eta_pm,eta_p2p,energy_density_thermal,exergy_efficiency,wp,cb_config,fluid_hp,fluid_he,label
75.6926208757532,20.041523902796484,2.368141487934194,5.271493059225564,2.87957927468525,14.969201314789338,0.8998627017298295,0.8999972647775258,0.5354366688608155,0.6828238253810469,11.422498965611291,0.06437871660912933,DC-C,SBVCHP_SBORC,R1233zd(E),R1234ze(E),Cold-plate liquid (Winter)
91.55718227381837,69.99998959164726,6.26474289649994,6.25166933182909,2.9852395789103423,14.985858927740471,0.8972019675854563,0.8998902077923694,0.535159764613579,0.011149578041501521,39.923985339847015,0.003365778071679952,DC-C,SBVCHP_SBORC,R1233zd(E),R1234ze(E),Cold-plate liquid (Winter)
91.55718227381837,69.99998959164726,6.8584902101263685,5.133952547011997,2.984141749071037,14.985858927740471,0.8972019675854563,0.8998986402817953,0.5351563381654263,0.010884960376446769,39.923985339847015,0.0035674668443621883,DC-C,SBVCHP_SBORC,R1233zd(E),R1234ze(E),Cold-plate liquid (Winter)
102.52432134213507,20.057039137913872,18.198313595002627,14.938860953600887,2.9823655340743063,14.987107658757125,0.8996891223970532,0.8998819097896629,0.535639291068764,0.46122654416093894,11.292180571126023,0.31060337943815225,DC-C,SBVCHP_SBORC,R1233zd(E),R1234ze(E),Cold-plate liquid (Winter)
100.67950194728792,20.363360987878792,19.996346871879325,14.784746879623647,2.979207045432391,14.966467678580864,0.8998619610092627,0.899891003465452,0.5358716635039654,0.45300901108386454,11.475390422144923,0.314450050230589,DC-C,SBVCHP_SBORC,R1233zd(E),R1234ze(E),Cold-plate liquid (Winter)
76.2419635180223,20.376958166808066,0.027599601981661337,5.208628323217486,2.9473741675695146,14.98669283979108,0.8975007803621513,0.8999450955059064,0.5358501533512425,0.6772636719505808,11.611661208477713,0.0008350492079059821,DC-C,SBVCHP_SBORC,R1233zd(E),R1234ze(E),Cold-plate liquid (Winter)
125.37225028294054,60.120786196521344,5.738765044041969,9.71320698516478,2.9953370782401754,14.948854772226795,0.8975006291528337,0.8997031828923882,0.53585049046501,0.3853899965736614,33.74515966200463,0.18329255316176143,DC-C,SBVCHP_SBORC,R1233zd(E),R1234ze(E),Cold-plate liquid (Winter)
91.90402196728026,24.106936814981445,16.652904934402887,14.114184165390476,2.855178495315926,14.918904132077836,0.8972833303171667,0.8998645299735429,0.5351269328024925,0.48865628529452565,13.651338368958093,0.2896916272035543,DC-C,SBVCHP_SBORC,R1233zd(E),R1234ze(E),Cold-plate liquid (Winter)
101.28003227943135,69.99995145054415,18.61220530013795,14.895211526317503,2.749215346591549,14.351188863282026,0.8995201307880697,0.8992687155929044,0.5353344003177586,0.19970519826660704,39.76916923218106,0.1325652623922144,DC-C,SBVCHP_SBORC,R1233zd(E),R1234ze(E),Cold-plate liquid (Winter)
120.42543060535868,62.914995000646435,9.184676239688361,10.463855858265495,2.9384241382301273,14.923351678043911,0.8987471861748796,0.8992684684794844,0.5351466486864487,0.3798914867890169,35.41060116484141,0.21491568712134493,DC-C,SBVCHP_SBORC,R1233zd(E),R1234ze(E),Cold-plate liquid (Winter)
