wp,config,fluid_hp,fluid_he,file,eta_p2p,energy_density_thermal,exergy_efficiency,T_st_ht,dT_st_sp,T_st_lt,cop_hp,eta_he,energy_density_electric,storage_volume
DC-A,SBVCHP_SBORC,R1233zd(E),R1234ze(E),pareto_DC-A_SBVCHP_SBORC_R1233zd(E)_R1234ze(E).csv,0.4508962973522945,8.523329133962728,0.2794786815850746,94.83784902067833,15.100474843868898,,,,,
DC-A,SBVCHP_SBORC,R1233zd(E),R134a,pareto_DC-A_SBVCHP_SBORC_R1233zd(E)_R134a.csv,0.46086834306969243,11.168315380760856,0.22910070292316365,81.93619076673447,19.65083167562355,,,,,
DC-A,SBVCHP_SBORC,R1233zd(E),R1234ze(E),pareto_DC-A_SBVCHP_SBORC_R1233zd(E)_R1234ze(E).csv,0.4698176676731525,9.592459218719272,0.26012669319332504,84.05403413755727,16.903591949456754,,,,,
DC-A,SBVCHP_SBORC,R1233zd(E),R1234ze(E),pareto_DC-A_SBVCHP_SBORC_R1233zd(E)_R1234ze(E).csv,0.48050607821199803,9.771507171264282,0.12096802365774467,78.60430333602979,17.176165752597836,,,,,
DC-A,SBVCHP_SBORC,R1233zd(E),R1234ze(E),pareto_DC-A_SBVCHP_SBORC_R1233zd(E)_R1234ze(E).csv,0.499289306757001,8.536934946344948,0.21073671571939545,81.8494911648956,15.034393757576565,,,,,
DC-A,SBVCHP_SBORC,R1233zd(E),R1234ze(E),pareto_DC-A_SBVCHP_SBORC_R1233zd(E)_R1234ze(E).csv,0.5111033188599292,8.53790991604149,0.19159767685591564,78.72529620918931,15.015126313353681,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.19660485323928226,34.12096673981389,0.16125226001515164,95.96468561679332,59.99933482585329,,,,,
DC-A,SBVCHP_SRORC,R600,R227ea,pareto_DC-A_SBVCHP_SRORC_R600_R227ea.csv,0.20576772693837897,34.11360305993884,0.1650629908146799,96.5062899532355,59.99995597422168,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.2226635984780533,34.0796443193034,0.18616972478548066,98.78527076763666,59.99781611378113,,,,,
DC-A,SBVCHP_SRORC,R245fa,R227ea,pareto_DC-A_SBVCHP_SRORC_R245fa_R227ea.csv,0.22859515664976365,34.08982249857461,0.15800422986764603,97.71286976277554,59.98860846707391,,,,,
DC-A,SBVCHP_SRORC,R600,R227ea,pareto_DC-A_SBVCHP_SRORC_R600_R227ea.csv,0.23689188236929556,34.064331455414084,0.19171381788295616,99.92582898282299,59.999941366922464,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.2492815572559596,34.088755836119006,0.13778997722618913,98.21405236762409,59.99933482585329,,,,,
DC-A,SBVCHP_SRORC,R600,R227ea,pareto_DC-A_SBVCHP_SRORC_R600_R227ea.csv,0.2562474771683516,34.02673691253272,0.20919531879304873,102.3726821352738,59.996767676520044,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.262064797841291,34.06343898893456,0.014892102813033353,99.97934355824343,59.999741273620245,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.2684669591198998,34.01295827833356,0.223871910922734,103.35863711830386,59.99808925684738,,,,,
DC-A,SBVCHP_SRORC,R245fa,R227ea,pareto_DC-A_SBVCHP_SRORC_R245fa_R227ea.csv,0.27632728003041584,33.97404611908468,0.2226266390162853,105.98338838210192,59.998248313350096,,,,,
DC-A,SBVCHP_SRORC,R600,R227ea,pareto_DC-A_SBVCHP_SRORC_R600_R227ea.csv,0.28121987948765637,33.94281891667761,0.23607791839665918,108.13027287848963,59.999981170633674,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.29013532721319446,33.89475586992099,0.2506608937248851,111.27776135739092,59.99933482585329,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R1234ze(E),pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R1234ze(E).csv,0.29261441864862997,33.94965516773866,0.09180580525570141,107.60330160008483,59.998060456040385,,,,,
DC-A,SBVCHP_SRORC,R600,R227ea,pareto_DC-A_SBVCHP_SRORC_R600_R227ea.csv,0.305476184614356,33.45045903869933,0.26369011028300743,118.09515716212985,59.40239002981926,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R1234ze(E),pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R1234ze(E).csv,0.31123085666624606,33.81162927623552,0.23687820560050216,115.27061772721338,59.96080358406498,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R1234ze(E),pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R1234ze(E).csv,0.3213468030744726,32.92156071420756,0.24395877787522963,115.2870653894716,58.39748841899045,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.33189385132714483,33.767694020964235,0.2400175012847772,116.46592183645672,59.91599206835093,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.33745508743256764,31.651638535527248,0.22969161837482413,109.30172373098395,56.01389558246877,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.3453356749136814,30.418771998335565,0.2349391494267203,108.85734156360255,53.84023806246306,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.34677604933599937,22.2109949296147,0.295686737510124,109.92485723286366,39.43307507263745,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.3513749584606682,30.05440866596264,0.08248187759617837,116.42022270289473,53.38426035536848,,,,,
DC-A,SBVCHP_SRORC,R600,R227ea,pareto_DC-A_SBVCHP_SRORC_R600_R227ea.csv,0.3563250368873044,19.40751031404347,0.295988201339384,99.3285773688116,34.320147486979906,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.3604985798835818,28.222997091454157,0.19459387441685347,111.00889588036296,50.03506911104376,,,,,
DC-A,SBVCHP_SRORC,R245fa,R1234ze(E),pareto_DC-A_SBVCHP_SRORC_R245fa_R1234ze(E).csv,0.3676862633237136,20.329445289340676,0.23249803296257182,95.44298578315791,35.87632453692629,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.36802750516844757,26.756802206473985,0.20043408336157498,109.68596841445998,47.42849791109267,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R1234ze(E),pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R1234ze(E).csv,0.3692364240872358,18.586011160755383,0.2950763327246819,98.3844389687111,32.862307768915144,,,,,
DC-A,SBVCHP_SRORC,R245fa,R1234ze(E),pareto_DC-A_SBVCHP_SRORC_R245fa_R1234ze(E).csv,0.3723418954132621,19.625461041002,0.26760674922385974,96.07420563071582,34.65174899368726,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.37699428805690627,18.423740911093883,0.30482132263125783,96.15053585115956,32.544005094118454,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.379977861842283,23.239726993013132,0.1271161710996498,95.27410642858393,40.97184565419237,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.385818245433301,17.49429075677796,0.3086139873076681,96.02196216991325,30.91009185710896,,,,,
DC-A,SBVCHP_SRORC,R245fa,R1234ze(E),pareto_DC-A_SBVCHP_SRORC_R245fa_R1234ze(E).csv,0.3876873827446025,17.444523210943125,0.24445228475159156,95.73902048367657,30.818704743158236,,,,,
DC-A,SBVCHP_SRORC,R245fa,R227ea,pareto_DC-A_SBVCHP_SRORC_R245fa_R227ea.csv,0.3922621632220446,13.017969685714913,0.31268938061178525,97.1152755462644,23.04902868590585,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.3991298072215511,15.378756053074738,0.3062406680292581,99.47440100127487,27.235513417295834,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.4036229949595174,20.632911909287795,0.0799798695305184,95.83000067082129,36.414648982356525,,,,,
DC-A,SBVCHP_SRORC,R600,R1234ze(E),pareto_DC-A_SBVCHP_SRORC_R600_R1234ze(E).csv,0.4072122247338067,13.480475124804949,0.2876560927804946,85.03749392337714,23.73292822391866,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.4104226550636803,19.879373502673275,0.09549195194675934,97.88163421022911,35.12590129972651,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R227ea,pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R227ea.csv,0.4135487857856334,11.736729393431252,0.32861248847761415,95.96344134157818,20.779203054474923,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R1234ze(E),pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R1234ze(E).csv,0.41460374386436405,12.527219112595946,0.3111256718029187,85.76862093858729,22.069154952629166,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R1234ze(E),pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R1234ze(E).csv,0.4150904001797604,18.16195339049676,0.15964880757707545,90.0691523604323,31.99670636840999,,,,,
DC-A,SBVCHP_SRORC,R1233zd(E),R1234ze(E),pareto_DC-A_SBVCHP_SRORC_R1233zd(E)_R1234ze(E).csv,0.41803306345395835,9.0624976475448,0.3349670528989273,92.99521900809293,16.03858209040164,,,,,
