coolprop_version,wp,fluid_hp,fluid_he,hp_pool,he_pool,hp_tc_config_C,he_tc_config_C,hp_tc_coolprop_C,he_tc_coolprop_C,hp_pc_Pa,he_pc_Pa,hp_ttriple_K,he_ttriple_K,hp_tc_threshold_C,he_tc_threshold_C,hp_tc_margin_K,he_tc_margin_K,coolprop_supported,eligible_current_tc_gate,reason_codes
7.2.0,DC-A,R1233zd(E),R1234ze(E),baseline,baseline,166.451,109.363,166.45083307567268,109.36300260465185,3623689.2162298746,3634870.5210620845,195.15,168.62,140.0,25.0,26.450833075672676,84.36300260465185,True,True,
7.2.0,DC-A,R1233zd(E),R227EA,baseline,baseline,166.451,101.75,166.45083307567268,101.7501034452502,3623689.2162298746,2925248.665680179,195.15,146.35,140.0,25.0,26.450833075672676,76.7501034452502,True,True,
7.2.0,DC-A,R1233zd(E),R134a,baseline,baseline,166.451,101.062,166.45083307567268,101.06196658495134,3623689.2162298746,4059276.3737910665,195.15,169.85,140.0,25.0,26.450833075672676,76.06196658495134,True,True,
7.2.0,DC-A,R1233zd(E),R152A,baseline,baseline,166.451,113.261,166.45083307567268,113.26099777721072,3623689.2162298746,4516749.941044954,195.15,154.56,140.0,25.0,26.450833075672676,88.26099777721072,True,True,
7.2.0,DC-A,R1233zd(E),R1234yf,baseline,exploratory,166.451,94.7,166.45083307567268,94.69998882341457,3623689.2162298746,3382244.9422254316,195.15,220.0,140.0,25.0,26.450833075672676,69.69998882341457,True,True,
7.2.0,DC-A,R1233zd(E),R290,baseline,exploratory,166.451,96.74,166.45083307567268,96.74000895096344,3623689.2162298746,4251165.328013042,195.15,85.525,140.0,25.0,26.450833075672676,71.74000895096344,True,True,
7.2.0,DC-A,R1233zd(E),R600a,baseline,exploratory,166.451,134.66,166.45083307567268,134.66000000000463,3623689.2162298746,3629000.0166496336,195.15,113.73,140.0,25.0,26.450833075672676,109.66000000000463,True,True,
7.2.0,DC-A,R1233zd(E),R600,baseline,exploratory,166.451,151.975,166.45083307567268,151.97500000000804,3623689.2162298746,3796000.0174158094,195.15,134.895,140.0,25.0,26.450833075672676,126.97500000000804,True,True,
7.2.0,DC-A,R1233zd(E),R245fa,baseline,exploratory,166.451,153.86,166.45083307567268,153.85998969559256,3623689.2162298746,3650995.0241281237,195.15,171.05,140.0,25.0,26.450833075672676,128.85998969559256,True,True,
7.2.0,DC-A,R1233zd(E),R236ea,baseline,exploratory,166.451,139.259,166.45083307567268,139.25899003386525,3623689.2162298746,3413692.778348532,195.15,243.0,140.0,25.0,26.450833075672676,114.25899003386525,True,True,
7.2.0,DC-A,R1233zd(E),R236fa,baseline,exploratory,166.451,124.92,166.45083307567268,124.92005160523104,3623689.2162298746,3190869.4221206713,195.15,179.60000000000002,140.0,25.0,26.450833075672676,99.92005160523104,True,True,
7.2.0,DC-A,R1233zd(E),R365MFC,baseline,exploratory,166.451,186.853,166.45083307567268,186.8531716751766,3623689.2162298746,3266391.896123609,195.15,239.0,140.0,25.0,26.450833075672676,161.8531716751766,True,True,
7.2.0,DC-A,R245fa,R1234ze(E),baseline,baseline,153.86,109.363,153.85998969559256,109.36300260465185,3650995.0241281237,3634870.5210620845,171.05,168.62,140.0,25.0,13.85998969559256,84.36300260465185,True,True,
7.2.0,DC-A,R245fa,R227EA,baseline,baseline,153.86,101.75,153.85998969559256,101.7501034452502,3650995.0241281237,2925248.665680179,171.05,146.35,140.0,25.0,13.85998969559256,76.7501034452502,True,True,
7.2.0,DC-A,R245fa,R134a,baseline,baseline,153.86,101.062,153.85998969559256,101.06196658495134,3650995.0241281237,4059276.3737910665,171.05,169.85,140.0,25.0,13.85998969559256,76.06196658495134,True,True,
7.2.0,DC-A,R245fa,R152A,baseline,baseline,153.86,113.261,153.85998969559256,113.26099777721072,3650995.0241281237,4516749.941044954,171.05,154.56,140.0,25.0,13.85998969559256,88.26099777721072,True,True,
7.2.0,DC-A,R245fa,R1234yf,baseline,exploratory,153.86,94.7,153.85998969559256,94.69998882341457,3650995.0241281237,3382244.9422254316,171.05,220.0,140.0,25.0,13.85998969559256,69.69998882341457,True,True,
7.2.0,DC-A,R245fa,R290,baseline,exploratory,153.86,96.74,153.85998969559256,96.74000895096344,3650995.0241281237,4251165.328013042,171.05,85.525,140.0,25.0,13.85998969559256,71.74000895096344,True,True,
7.2.0,DC-A,R245fa,R600a,baseline,exploratory,153.86,134.66,153.85998969559256,134.66000000000463,3650995.0241281237,3629000.0166496336,171.05,113.73,140.0,25.0,13.85998969559256,109.66000000000463,True,True,
7.2.0,DC-A,R245fa,R600,baseline,exploratory,153.86,151.975,153.85998969559256,151.97500000000804,3650995.0241281237,3796000.0174158094,171.05,134.895,140.0,25.0,13.85998969559256,126.97500000000804,True,True,
7.2.0,DC-A,R245fa,R245fa,baseline,exploratory,153.86,153.86,153.85998969559256,153.85998969559256,3650995.0241281237,3650995.0241281237,171.05,171.05,140.0,25.0,13.85998969559256,128.85998969559256,True,True,
7.2.0,DC-A,R245fa,R236ea,baseline,exploratory,153.86,139.259,153.85998969559256,139.25899003386525,3650995.0241281237,3413692.778348532,171.05,243.0,140.0,25.0,13.85998969559256,114.25899003386525,True,True,
7.2.0,DC-A,R245fa,R236fa,baseline,exploratory,153.86,124.92,153.85998969559256,124.92005160523104,3650995.0241281237,3190869.4221206713,171.05,179.60000000000002,140.0,25.0,13.85998969559256,99.92005160523104,True,True,
7.2.0,DC-A,R245fa,R365MFC,baseline,exploratory,153.86,186.853,153.85998969559256,186.8531716751766,3650995.0241281237,3266391.896123609,171.05,239.0,140.0,25.0,13.85998969559256,161.8531716751766,True,True,
7.2.0,DC-A,R600a,R1234ze(E),baseline,baseline,134.66,109.363,134.66000000000463,109.36300260465185,3629000.0166496336,3634870.5210620845,113.73,168.62,140.0,25.0,-5.339999999995371,84.36300260465185,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R600a,R227EA,baseline,baseline,134.66,101.75,134.66000000000463,101.7501034452502,3629000.0166496336,2925248.665680179,113.73,146.35,140.0,25.0,-5.339999999995371,76.7501034452502,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R600a,R134a,baseline,baseline,134.66,101.062,134.66000000000463,101.06196658495134,3629000.0166496336,4059276.3737910665,113.73,169.85,140.0,25.0,-5.339999999995371,76.06196658495134,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R600a,R152A,baseline,baseline,134.66,113.261,134.66000000000463,113.26099777721072,3629000.0166496336,4516749.941044954,113.73,154.56,140.0,25.0,-5.339999999995371,88.26099777721072,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R600a,R1234yf,baseline,exploratory,134.66,94.7,134.66000000000463,94.69998882341457,3629000.0166496336,3382244.9422254316,113.73,220.0,140.0,25.0,-5.339999999995371,69.69998882341457,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R600a,R290,baseline,exploratory,134.66,96.74,134.66000000000463,96.74000895096344,3629000.0166496336,4251165.328013042,113.73,85.525,140.0,25.0,-5.339999999995371,71.74000895096344,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R600a,R600a,baseline,exploratory,134.66,134.66,134.66000000000463,134.66000000000463,3629000.0166496336,3629000.0166496336,113.73,113.73,140.0,25.0,-5.339999999995371,109.66000000000463,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R600a,R600,baseline,exploratory,134.66,151.975,134.66000000000463,151.97500000000804,3629000.0166496336,3796000.0174158094,113.73,134.895,140.0,25.0,-5.339999999995371,126.97500000000804,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R600a,R245fa,baseline,exploratory,134.66,153.86,134.66000000000463,153.85998969559256,3629000.0166496336,3650995.0241281237,113.73,171.05,140.0,25.0,-5.339999999995371,128.85998969559256,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R600a,R236ea,baseline,exploratory,134.66,139.259,134.66000000000463,139.25899003386525,3629000.0166496336,3413692.778348532,113.73,243.0,140.0,25.0,-5.339999999995371,114.25899003386525,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R600a,R236fa,baseline,exploratory,134.66,124.92,134.66000000000463,124.92005160523104,3629000.0166496336,3190869.4221206713,113.73,179.60000000000002,140.0,25.0,-5.339999999995371,99.92005160523104,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R600a,R365MFC,baseline,exploratory,134.66,186.853,134.66000000000463,186.8531716751766,3629000.0166496336,3266391.896123609,113.73,239.0,140.0,25.0,-5.339999999995371,161.8531716751766,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R600,R1234ze(E),baseline,baseline,151.975,109.363,151.97500000000804,109.36300260465185,3796000.0174158094,3634870.5210620845,134.895,168.62,140.0,25.0,11.975000000008038,84.36300260465185,True,True,
7.2.0,DC-A,R600,R227EA,baseline,baseline,151.975,101.75,151.97500000000804,101.7501034452502,3796000.0174158094,2925248.665680179,134.895,146.35,140.0,25.0,11.975000000008038,76.7501034452502,True,True,
7.2.0,DC-A,R600,R134a,baseline,baseline,151.975,101.062,151.97500000000804,101.06196658495134,3796000.0174158094,4059276.3737910665,134.895,169.85,140.0,25.0,11.975000000008038,76.06196658495134,True,True,
7.2.0,DC-A,R600,R152A,baseline,baseline,151.975,113.261,151.97500000000804,113.26099777721072,3796000.0174158094,4516749.941044954,134.895,154.56,140.0,25.0,11.975000000008038,88.26099777721072,True,True,
7.2.0,DC-A,R600,R1234yf,baseline,exploratory,151.975,94.7,151.97500000000804,94.69998882341457,3796000.0174158094,3382244.9422254316,134.895,220.0,140.0,25.0,11.975000000008038,69.69998882341457,True,True,
7.2.0,DC-A,R600,R290,baseline,exploratory,151.975,96.74,151.97500000000804,96.74000895096344,3796000.0174158094,4251165.328013042,134.895,85.525,140.0,25.0,11.975000000008038,71.74000895096344,True,True,
7.2.0,DC-A,R600,R600a,baseline,exploratory,151.975,134.66,151.97500000000804,134.66000000000463,3796000.0174158094,3629000.0166496336,134.895,113.73,140.0,25.0,11.975000000008038,109.66000000000463,True,True,
7.2.0,DC-A,R600,R600,baseline,exploratory,151.975,151.975,151.97500000000804,151.97500000000804,3796000.0174158094,3796000.0174158094,134.895,134.895,140.0,25.0,11.975000000008038,126.97500000000804,True,True,
7.2.0,DC-A,R600,R245fa,baseline,exploratory,151.975,153.86,151.97500000000804,153.85998969559256,3796000.0174158094,3650995.0241281237,134.895,171.05,140.0,25.0,11.975000000008038,128.85998969559256,True,True,
7.2.0,DC-A,R600,R236ea,baseline,exploratory,151.975,139.259,151.97500000000804,139.25899003386525,3796000.0174158094,3413692.778348532,134.895,243.0,140.0,25.0,11.975000000008038,114.25899003386525,True,True,
7.2.0,DC-A,R600,R236fa,baseline,exploratory,151.975,124.92,151.97500000000804,124.92005160523104,3796000.0174158094,3190869.4221206713,134.895,179.60000000000002,140.0,25.0,11.975000000008038,99.92005160523104,True,True,
7.2.0,DC-A,R600,R365MFC,baseline,exploratory,151.975,186.853,151.97500000000804,186.8531716751766,3796000.0174158094,3266391.896123609,134.895,239.0,140.0,25.0,11.975000000008038,161.8531716751766,True,True,
7.2.0,DC-A,R601,R1234ze(E),exploratory,baseline,196.55,109.363,196.54999987111665,109.36300260465185,3367518.9836068754,3634870.5210620845,143.47,168.62,140.0,25.0,56.549999871116654,84.36300260465185,True,True,
7.2.0,DC-A,R601,R227EA,exploratory,baseline,196.55,101.75,196.54999987111665,101.7501034452502,3367518.9836068754,2925248.665680179,143.47,146.35,140.0,25.0,56.549999871116654,76.7501034452502,True,True,
7.2.0,DC-A,R601,R134a,exploratory,baseline,196.55,101.062,196.54999987111665,101.06196658495134,3367518.9836068754,4059276.3737910665,143.47,169.85,140.0,25.0,56.549999871116654,76.06196658495134,True,True,
7.2.0,DC-A,R601,R152A,exploratory,baseline,196.55,113.261,196.54999987111665,113.26099777721072,3367518.9836068754,4516749.941044954,143.47,154.56,140.0,25.0,56.549999871116654,88.26099777721072,True,True,
7.2.0,DC-A,R601,R1234yf,exploratory,exploratory,196.55,94.7,196.54999987111665,94.69998882341457,3367518.9836068754,3382244.9422254316,143.47,220.0,140.0,25.0,56.549999871116654,69.69998882341457,True,True,
7.2.0,DC-A,R601,R290,exploratory,exploratory,196.55,96.74,196.54999987111665,96.74000895096344,3367518.9836068754,4251165.328013042,143.47,85.525,140.0,25.0,56.549999871116654,71.74000895096344,True,True,
7.2.0,DC-A,R601,R600a,exploratory,exploratory,196.55,134.66,196.54999987111665,134.66000000000463,3367518.9836068754,3629000.0166496336,143.47,113.73,140.0,25.0,56.549999871116654,109.66000000000463,True,True,
7.2.0,DC-A,R601,R600,exploratory,exploratory,196.55,151.975,196.54999987111665,151.97500000000804,3367518.9836068754,3796000.0174158094,143.47,134.895,140.0,25.0,56.549999871116654,126.97500000000804,True,True,
7.2.0,DC-A,R601,R245fa,exploratory,exploratory,196.55,153.86,196.54999987111665,153.85998969559256,3367518.9836068754,3650995.0241281237,143.47,171.05,140.0,25.0,56.549999871116654,128.85998969559256,True,True,
7.2.0,DC-A,R601,R236ea,exploratory,exploratory,196.55,139.259,196.54999987111665,139.25899003386525,3367518.9836068754,3413692.778348532,143.47,243.0,140.0,25.0,56.549999871116654,114.25899003386525,True,True,
7.2.0,DC-A,R601,R236fa,exploratory,exploratory,196.55,124.92,196.54999987111665,124.92005160523104,3367518.9836068754,3190869.4221206713,143.47,179.60000000000002,140.0,25.0,56.549999871116654,99.92005160523104,True,True,
7.2.0,DC-A,R601,R365MFC,exploratory,exploratory,196.55,186.853,196.54999987111665,186.8531716751766,3367518.9836068754,3266391.896123609,143.47,239.0,140.0,25.0,56.549999871116654,161.8531716751766,True,True,
7.2.0,DC-A,R601a,R1234ze(E),exploratory,baseline,187.2,109.363,187.19979471144592,109.36300260465185,3378217.2241799296,3634870.5210620845,112.65,168.62,140.0,25.0,47.19979471144592,84.36300260465185,True,True,
7.2.0,DC-A,R601a,R227EA,exploratory,baseline,187.2,101.75,187.19979471144592,101.7501034452502,3378217.2241799296,2925248.665680179,112.65,146.35,140.0,25.0,47.19979471144592,76.7501034452502,True,True,
7.2.0,DC-A,R601a,R134a,exploratory,baseline,187.2,101.062,187.19979471144592,101.06196658495134,3378217.2241799296,4059276.3737910665,112.65,169.85,140.0,25.0,47.19979471144592,76.06196658495134,True,True,
7.2.0,DC-A,R601a,R152A,exploratory,baseline,187.2,113.261,187.19979471144592,113.26099777721072,3378217.2241799296,4516749.941044954,112.65,154.56,140.0,25.0,47.19979471144592,88.26099777721072,True,True,
7.2.0,DC-A,R601a,R1234yf,exploratory,exploratory,187.2,94.7,187.19979471144592,94.69998882341457,3378217.2241799296,3382244.9422254316,112.65,220.0,140.0,25.0,47.19979471144592,69.69998882341457,True,True,
7.2.0,DC-A,R601a,R290,exploratory,exploratory,187.2,96.74,187.19979471144592,96.74000895096344,3378217.2241799296,4251165.328013042,112.65,85.525,140.0,25.0,47.19979471144592,71.74000895096344,True,True,
7.2.0,DC-A,R601a,R600a,exploratory,exploratory,187.2,134.66,187.19979471144592,134.66000000000463,3378217.2241799296,3629000.0166496336,112.65,113.73,140.0,25.0,47.19979471144592,109.66000000000463,True,True,
7.2.0,DC-A,R601a,R600,exploratory,exploratory,187.2,151.975,187.19979471144592,151.97500000000804,3378217.2241799296,3796000.0174158094,112.65,134.895,140.0,25.0,47.19979471144592,126.97500000000804,True,True,
7.2.0,DC-A,R601a,R245fa,exploratory,exploratory,187.2,153.86,187.19979471144592,153.85998969559256,3378217.2241799296,3650995.0241281237,112.65,171.05,140.0,25.0,47.19979471144592,128.85998969559256,True,True,
7.2.0,DC-A,R601a,R236ea,exploratory,exploratory,187.2,139.259,187.19979471144592,139.25899003386525,3378217.2241799296,3413692.778348532,112.65,243.0,140.0,25.0,47.19979471144592,114.25899003386525,True,True,
7.2.0,DC-A,R601a,R236fa,exploratory,exploratory,187.2,124.92,187.19979471144592,124.92005160523104,3378217.2241799296,3190869.4221206713,112.65,179.60000000000002,140.0,25.0,47.19979471144592,99.92005160523104,True,True,
7.2.0,DC-A,R601a,R365MFC,exploratory,exploratory,187.2,186.853,187.19979471144592,186.8531716751766,3378217.2241799296,3266391.896123609,112.65,239.0,140.0,25.0,47.19979471144592,161.8531716751766,True,True,
7.2.0,DC-A,R1234ze(Z),R1234ze(E),exploratory,baseline,150.12,109.363,150.12037839541892,109.36300260465185,3530642.6307265745,3634870.5210620845,273.0,168.62,140.0,25.0,10.120378395418925,84.36300260465185,True,True,
7.2.0,DC-A,R1234ze(Z),R227EA,exploratory,baseline,150.12,101.75,150.12037839541892,101.7501034452502,3530642.6307265745,2925248.665680179,273.0,146.35,140.0,25.0,10.120378395418925,76.7501034452502,True,True,
7.2.0,DC-A,R1234ze(Z),R134a,exploratory,baseline,150.12,101.062,150.12037839541892,101.06196658495134,3530642.6307265745,4059276.3737910665,273.0,169.85,140.0,25.0,10.120378395418925,76.06196658495134,True,True,
7.2.0,DC-A,R1234ze(Z),R152A,exploratory,baseline,150.12,113.261,150.12037839541892,113.26099777721072,3530642.6307265745,4516749.941044954,273.0,154.56,140.0,25.0,10.120378395418925,88.26099777721072,True,True,
7.2.0,DC-A,R1234ze(Z),R1234yf,exploratory,exploratory,150.12,94.7,150.12037839541892,94.69998882341457,3530642.6307265745,3382244.9422254316,273.0,220.0,140.0,25.0,10.120378395418925,69.69998882341457,True,True,
7.2.0,DC-A,R1234ze(Z),R290,exploratory,exploratory,150.12,96.74,150.12037839541892,96.74000895096344,3530642.6307265745,4251165.328013042,273.0,85.525,140.0,25.0,10.120378395418925,71.74000895096344,True,True,
7.2.0,DC-A,R1234ze(Z),R600a,exploratory,exploratory,150.12,134.66,150.12037839541892,134.66000000000463,3530642.6307265745,3629000.0166496336,273.0,113.73,140.0,25.0,10.120378395418925,109.66000000000463,True,True,
7.2.0,DC-A,R1234ze(Z),R600,exploratory,exploratory,150.12,151.975,150.12037839541892,151.97500000000804,3530642.6307265745,3796000.0174158094,273.0,134.895,140.0,25.0,10.120378395418925,126.97500000000804,True,True,
7.2.0,DC-A,R1234ze(Z),R245fa,exploratory,exploratory,150.12,153.86,150.12037839541892,153.85998969559256,3530642.6307265745,3650995.0241281237,273.0,171.05,140.0,25.0,10.120378395418925,128.85998969559256,True,True,
7.2.0,DC-A,R1234ze(Z),R236ea,exploratory,exploratory,150.12,139.259,150.12037839541892,139.25899003386525,3530642.6307265745,3413692.778348532,273.0,243.0,140.0,25.0,10.120378395418925,114.25899003386525,True,True,
7.2.0,DC-A,R1234ze(Z),R236fa,exploratory,exploratory,150.12,124.92,150.12037839541892,124.92005160523104,3530642.6307265745,3190869.4221206713,273.0,179.60000000000002,140.0,25.0,10.120378395418925,99.92005160523104,True,True,
7.2.0,DC-A,R1234ze(Z),R365MFC,exploratory,exploratory,150.12,186.853,150.12037839541892,186.8531716751766,3530642.6307265745,3266391.896123609,273.0,239.0,140.0,25.0,10.120378395418925,161.8531716751766,True,True,
7.2.0,DC-A,R236ea,R1234ze(E),exploratory,baseline,139.259,109.363,139.25899003386525,109.36300260465185,3413692.778348532,3634870.5210620845,243.0,168.62,140.0,25.0,-0.7410099661347544,84.36300260465185,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R236ea,R227EA,exploratory,baseline,139.259,101.75,139.25899003386525,101.7501034452502,3413692.778348532,2925248.665680179,243.0,146.35,140.0,25.0,-0.7410099661347544,76.7501034452502,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R236ea,R134a,exploratory,baseline,139.259,101.062,139.25899003386525,101.06196658495134,3413692.778348532,4059276.3737910665,243.0,169.85,140.0,25.0,-0.7410099661347544,76.06196658495134,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R236ea,R152A,exploratory,baseline,139.259,113.261,139.25899003386525,113.26099777721072,3413692.778348532,4516749.941044954,243.0,154.56,140.0,25.0,-0.7410099661347544,88.26099777721072,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R236ea,R1234yf,exploratory,exploratory,139.259,94.7,139.25899003386525,94.69998882341457,3413692.778348532,3382244.9422254316,243.0,220.0,140.0,25.0,-0.7410099661347544,69.69998882341457,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R236ea,R290,exploratory,exploratory,139.259,96.74,139.25899003386525,96.74000895096344,3413692.778348532,4251165.328013042,243.0,85.525,140.0,25.0,-0.7410099661347544,71.74000895096344,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R236ea,R600a,exploratory,exploratory,139.259,134.66,139.25899003386525,134.66000000000463,3413692.778348532,3629000.0166496336,243.0,113.73,140.0,25.0,-0.7410099661347544,109.66000000000463,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R236ea,R600,exploratory,exploratory,139.259,151.975,139.25899003386525,151.97500000000804,3413692.778348532,3796000.0174158094,243.0,134.895,140.0,25.0,-0.7410099661347544,126.97500000000804,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R236ea,R245fa,exploratory,exploratory,139.259,153.86,139.25899003386525,153.85998969559256,3413692.778348532,3650995.0241281237,243.0,171.05,140.0,25.0,-0.7410099661347544,128.85998969559256,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R236ea,R236ea,exploratory,exploratory,139.259,139.259,139.25899003386525,139.25899003386525,3413692.778348532,3413692.778348532,243.0,243.0,140.0,25.0,-0.7410099661347544,114.25899003386525,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R236ea,R236fa,exploratory,exploratory,139.259,124.92,139.25899003386525,124.92005160523104,3413692.778348532,3190869.4221206713,243.0,179.60000000000002,140.0,25.0,-0.7410099661347544,99.92005160523104,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R236ea,R365MFC,exploratory,exploratory,139.259,186.853,139.25899003386525,186.8531716751766,3413692.778348532,3266391.896123609,243.0,239.0,140.0,25.0,-0.7410099661347544,161.8531716751766,True,False,HP_FLUID_FILTER_TC_MARGIN_LOW
7.2.0,DC-A,R365MFC,R1234ze(E),exploratory,baseline,186.853,109.363,186.8531716751766,109.36300260465185,3266391.896123609,3634870.5210620845,239.0,168.62,140.0,25.0,46.85317167517661,84.36300260465185,True,True,
7.2.0,DC-A,R365MFC,R227EA,exploratory,baseline,186.853,101.75,186.8531716751766,101.7501034452502,3266391.896123609,2925248.665680179,239.0,146.35,140.0,25.0,46.85317167517661,76.7501034452502,True,True,
7.2.0,DC-A,R365MFC,R134a,exploratory,baseline,186.853,101.062,186.8531716751766,101.06196658495134,3266391.896123609,4059276.3737910665,239.0,169.85,140.0,25.0,46.85317167517661,76.06196658495134,True,True,
7.2.0,DC-A,R365MFC,R152A,exploratory,baseline,186.853,113.261,186.8531716751766,113.26099777721072,3266391.896123609,4516749.941044954,239.0,154.56,140.0,25.0,46.85317167517661,88.26099777721072,True,True,
7.2.0,DC-A,R365MFC,R1234yf,exploratory,exploratory,186.853,94.7,186.8531716751766,94.69998882341457,3266391.896123609,3382244.9422254316,239.0,220.0,140.0,25.0,46.85317167517661,69.69998882341457,True,True,
7.2.0,DC-A,R365MFC,R290,exploratory,exploratory,186.853,96.74,186.8531716751766,96.74000895096344,3266391.896123609,4251165.328013042,239.0,85.525,140.0,25.0,46.85317167517661,71.74000895096344,True,True,
7.2.0,DC-A,R365MFC,R600a,exploratory,exploratory,186.853,134.66,186.8531716751766,134.66000000000463,3266391.896123609,3629000.0166496336,239.0,113.73,140.0,25.0,46.85317167517661,109.66000000000463,True,True,
7.2.0,DC-A,R365MFC,R600,exploratory,exploratory,186.853,151.975,186.8531716751766,151.97500000000804,3266391.896123609,3796000.0174158094,239.0,134.895,140.0,25.0,46.85317167517661,126.97500000000804,True,True,
7.2.0,DC-A,R365MFC,R245fa,exploratory,exploratory,186.853,153.86,186.8531716751766,153.85998969559256,3266391.896123609,3650995.0241281237,239.0,171.05,140.0,25.0,46.85317167517661,128.85998969559256,True,True,
7.2.0,DC-A,R365MFC,R236ea,exploratory,exploratory,186.853,139.259,186.8531716751766,139.25899003386525,3266391.896123609,3413692.778348532,239.0,243.0,140.0,25.0,46.85317167517661,114.25899003386525,True,True,
7.2.0,DC-A,R365MFC,R236fa,exploratory,exploratory,186.853,124.92,186.8531716751766,124.92005160523104,3266391.896123609,3190869.4221206713,239.0,179.60000000000002,140.0,25.0,46.85317167517661,99.92005160523104,True,True,
7.2.0,DC-A,R365MFC,R365MFC,exploratory,exploratory,186.853,186.853,186.8531716751766,186.8531716751766,3266391.896123609,3266391.896123609,239.0,239.0,140.0,25.0,46.85317167517661,161.8531716751766,True,True,
7.2.0,DC-A,Cyclopentane,R1234ze(E),exploratory,baseline,238.57,109.363,238.5700672568634,109.36300260465185,4582765.586028514,3634870.5210620845,179.70000000000002,168.62,140.0,25.0,98.57006725686341,84.36300260465185,True,True,
7.2.0,DC-A,Cyclopentane,R227EA,exploratory,baseline,238.57,101.75,238.5700672568634,101.7501034452502,4582765.586028514,2925248.665680179,179.70000000000002,146.35,140.0,25.0,98.57006725686341,76.7501034452502,True,True,
7.2.0,DC-A,Cyclopentane,R134a,exploratory,baseline,238.57,101.062,238.5700672568634,101.06196658495134,4582765.586028514,4059276.3737910665,179.70000000000002,169.85,140.0,25.0,98.57006725686341,76.06196658495134,True,True,
7.2.0,DC-A,Cyclopentane,R152A,exploratory,baseline,238.57,113.261,238.5700672568634,113.26099777721072,4582765.586028514,4516749.941044954,179.70000000000002,154.56,140.0,25.0,98.57006725686341,88.26099777721072,True,True,
7.2.0,DC-A,Cyclopentane,R1234yf,exploratory,exploratory,238.57,94.7,238.5700672568634,94.69998882341457,4582765.586028514,3382244.9422254316,179.70000000000002,220.0,140.0,25.0,98.57006725686341,69.69998882341457,True,True,
7.2.0,DC-A,Cyclopentane,R290,exploratory,exploratory,238.57,96.74,238.5700672568634,96.74000895096344,4582765.586028514,4251165.328013042,179.70000000000002,85.525,140.0,25.0,98.57006725686341,71.74000895096344,True,True,
7.2.0,DC-A,Cyclopentane,R600a,exploratory,exploratory,238.57,134.66,238.5700672568634,134.66000000000463,4582765.586028514,3629000.0166496336,179.70000000000002,113.73,140.0,25.0,98.57006725686341,109.66000000000463,True,True,
7.2.0,DC-A,Cyclopentane,R600,exploratory,exploratory,238.57,151.975,238.5700672568634,151.97500000000804,4582765.586028514,3796000.0174158094,179.70000000000002,134.895,140.0,25.0,98.57006725686341,126.97500000000804,True,True,
7.2.0,DC-A,Cyclopentane,R245fa,exploratory,exploratory,238.57,153.86,238.5700672568634,153.85998969559256,4582765.586028514,3650995.0241281237,179.70000000000002,171.05,140.0,25.0,98.57006725686341,128.85998969559256,True,True,
7.2.0,DC-A,Cyclopentane,R236ea,exploratory,exploratory,238.57,139.259,238.5700672568634,139.25899003386525,4582765.586028514,3413692.778348532,179.70000000000002,243.0,140.0,25.0,98.57006725686341,114.25899003386525,True,True,
7.2.0,DC-A,Cyclopentane,R236fa,exploratory,exploratory,238.57,124.92,238.5700672568634,124.92005160523104,4582765.586028514,3190869.4221206713,179.70000000000002,179.60000000000002,140.0,25.0,98.57006725686341,99.92005160523104,True,True,
7.2.0,DC-A,Cyclopentane,R365MFC,exploratory,exploratory,238.57,186.853,238.5700672568634,186.8531716751766,4582765.586028514,3266391.896123609,179.70000000000002,239.0,140.0,25.0,98.57006725686341,161.8531716751766,True,True,
