7.99891035, 44.69422200, 0.80229524, 2.50830755, 
7.99840720, 44.69422200, 0.80238665, 2.50667141, 
7.99754510, 44.69314847, 0.80267032, 2.50222995, 
7.99924471, 44.69295631, 0.80325468, 2.50061905, 
7.99833391, 44.69422200, 0.80214688, 2.50646474, 
7.99835818, 44.69314847, 0.80307335, 2.50235219, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
7.99900471, 44.69422200, 0.80253500, 2.50848273, 
