wp,cfg,fluid_hp,fluid_he,candidate_key,source_s2_run_id,front_contribution_rank,config_front_point_count,config_front_point_share,wp_global_front_point_count,candidate_normalized_hv,registry_final_normalized_hv_before_certification,manifest_certified_normalized_hv,certified_hv_recompute_difference,front_certification_hv_change,eta_p2p_max,energy_density_thermal_max,exergy_efficiency_max,eta_p2p_gap_to_unit_extreme,energy_density_thermal_gap_to_unit_extreme,exergy_efficiency_gap_to_unit_extreme,evaluation_count,feasible_count,failure_count,failure_rate,revalidation_quarantined_count,selected_for_s4,selection_rank,selected_reason
DC-B,SBVCHP_SBORC,R1234ze(Z),R365MFC,DC-B|SBVCHP_SBORC|R1234ze(Z)|R365MFC,S2_DCB_SBVCHP-SBORC_R1234zeZ_R365MFC_seed042_20260717T060425Z,9,0,0.0,0,0.06152190348591384,0.0615219034859138,0.06152190348591384,0.0,4.163336342344337e-17,0.3809749355647569,33.981736518233454,0.321708933623301,0.03703869773264107,0.06698083080649297,0.03574043613238842,6594,6389,205,0.031088868668486504,0,False,,
DC-B,SBVCHP_SBORC,R1234ze(Z),R245fa,DC-B|SBVCHP_SBORC|R1234ze(Z)|R245fa,S2_DCB_SBVCHP-SBORC_R1234zeZ_R245fa_seed042_20260717T060425Z,10,0,0.0,0,0.06103404087248881,0.061034040871259,0.061034040872488815,-6.938893903907228e-18,1.2298148610589976e-12,0.3797271098609232,34.03216438897548,0.3177446727295296,0.03828652343647482,0.01655296006446605,0.03970469702615981,6593,6401,192,0.02912179584407705,0,False,,
DC-B,SBVCHP_SBORC,R1234ze(Z),R600,DC-B|SBVCHP_SBORC|R1234ze(Z)|R600,S2_DCB_SBVCHP-SBORC_R1234zeZ_R600_seed042_20260717T060425Z,11,0,0.0,0,0.060839026593498186,0.0608390265934981,0.060839026593498186,0.0,8.326672684688674e-17,0.3805222712010522,33.986445874885575,0.3178778233972708,0.03749136209634579,0.06227147415437173,0.03957154635841864,6787,6618,169,0.024900545159864448,0,False,,
DC-B,SBVCHP_SBORC,R1234ze(Z),R236ea,DC-B|SBVCHP_SBORC|R1234ze(Z)|R236ea,S2_DCB_SBVCHP-SBORC_R1234zeZ_R236ea_seed042_20260717T060425Z,12,0,0.0,0,0.05952967828754186,0.0595296782875422,0.05952967828754188,-2.0816681711721685e-17,-3.191891195797325e-16,0.3749161880703222,34.03661609616392,0.3102614744010862,0.043097445227075815,0.012101252876028923,0.047187895354603215,6672,6442,230,0.03447242206235012,0,False,,
DC-B,SBVCHP_SBORC,R1234ze(Z),R600a,DC-B|SBVCHP_SBORC|R1234ze(Z)|R600a,S2_DCB_SBVCHP-SBORC_R1234zeZ_R600a_seed042_20260717T060425Z,13,0,0.0,0,0.059136492138881384,0.0591364921388814,0.059136492138881384,0.0,-1.3877787807814457e-17,0.3726521046572795,34.03513107969788,0.3093277066202557,0.0453615286401185,0.013586269342070523,0.0481216631354337,9740,9329,411,0.04219712525667351,0,False,,
DC-B,SBVCHP_SBORC,R1234ze(Z),R236fa,DC-B|SBVCHP_SBORC|R1234ze(Z)|R236fa,S2_DCB_SBVCHP-SBORC_R1234zeZ_R236fa_seed042_20260717T060425Z,14,0,0.0,0,0.05893911216141927,0.0589391121613997,0.058939112161419276,-6.938893903907228e-18,1.957461970292229e-14,0.3706357061421548,34.03904481175928,0.304677934742699,0.047377927155243194,0.009672537280664528,0.05277143501299042,10002,9693,309,0.03089382123575285,0,False,,
DC-B,SBVCHP_SBORC,R1233zd(E),R365MFC,DC-B|SBVCHP_SBORC|R1233zd(E)|R365MFC,S2_DCB_SBVCHP-SBORC_R1233zdE_R365MFC_seed042_20260717T060425Z,15,0,0.0,0,0.058477026629853254,0.0584771541056442,0.058477026629853254,0.0,-1.2747579094390948e-07,0.36299087373243,34.03109081164895,0.3250156467167126,0.055022759564967993,0.017626537390995622,0.03243372303897679,7753,7468,285,0.03675996388494776,0,False,,
DC-B,SBVCHP_SBORC,R1233zd(E),R245fa,DC-B|SBVCHP_SBORC|R1233zd(E)|R245fa,S2_DCB_SBVCHP-SBORC_R1233zdE_R245fa_seed042_20260717T060425Z,16,0,0.0,0,0.05791893058247506,0.0579189166915339,0.05791893058247506,0.0,1.3890941161220915e-08,0.3684052812837893,34.030749832488134,0.3218717500562452,0.04960835201360869,0.01796751655181339,0.03557761969944423,8139,7462,677,0.08317975181226195,1,False,,
DC-B,SBVCHP_SBORC,R1233zd(E),R236ea,DC-B|SBVCHP_SBORC|R1233zd(E)|R236ea,S2_DCB_SBVCHP-SBORC_R1233zdE_R236ea_seed042_20260717T060425Z,17,0,0.0,0,0.05596714299201266,0.0559681650844365,0.05596714299201266,0.0,-1.0220924238427131e-06,0.3547184382821481,34.036623330816056,0.3110250298082396,0.06329519501524988,0.012094018223891112,0.04642433994744982,9227,8614,613,0.06643546114663487,0,False,,
DC-B,SBVCHP_SBORC,R1234ze(Z),R1234ze(E),DC-B|SBVCHP_SBORC|R1234ze(Z)|R1234ze(E),S2_DCB_SBVCHP-SBORC_R1234zeZ_R1234zeE_seed042_20260717T060425Z,18,0,0.0,0,0.05555139026384816,0.0555513902638481,0.05555139026384816,0.0,5.551115123125783e-17,0.3575168356072566,34.038704196041124,0.291237934653113,0.06049679769014138,0.010013152998823216,0.06621143510257643,7132,6350,782,0.10964666292765003,0,False,,
DC-B,SBVCHP_SBORC,R1233zd(E),R600,DC-B|SBVCHP_SBORC|R1233zd(E)|R600,S2_DCB_SBVCHP-SBORC_R1233zdE_R600_seed042_20260717T060425Z,19,0,0.0,0,0.05541808908062083,0.0554179401509663,0.05541808908062083,0.0,1.4892965453233709e-07,0.3593578703888488,34.03136441771058,0.3155080292054341,0.05865576290854918,0.01735293132936988,0.041941340550255335,6598,5914,684,0.10366777811458018,0,False,,
DC-B,SBVCHP_SBORC,R1233zd(E),R600a,DC-B|SBVCHP_SBORC|R1233zd(E)|R600a,S2_DCB_SBVCHP-SBORC_R1233zdE_R600a_seed042_20260717T060425Z,20,0,0.0,0,0.05480462262696226,0.0548050420713441,0.054804622626962264,-6.938893903907228e-18,-4.194443818383853e-07,0.355482457579332,34.03404011411093,0.3090944609182113,0.06253117571806599,0.014677234929017402,0.04835490883747812,9153,8560,593,0.06478750136567246,0,False,,
DC-B,SBVCHP_SBORC,R1233zd(E),R236fa,DC-B|SBVCHP_SBORC|R1233zd(E)|R236fa,S2_DCB_SBVCHP-SBORC_R1233zdE_R236fa_seed042_20260717T060425Z,21,0,0.0,0,0.0545209255896405,0.0545208086010481,0.054520925589640494,6.938893903907228e-18,1.1698859239683834e-07,0.3529310532066297,34.01009915575258,0.3032538983844738,0.06508258009076828,0.038618193287369706,0.05419547137121561,7348,6746,602,0.0819270549809472,0,False,,
DC-B,SBVCHP_SBORC,R1233zd(E),R1234ze(E),DC-B|SBVCHP_SBORC|R1233zd(E)|R1234ze(E),S2_DCB_SBVCHP-SBORC_R1233zdE_R1234zeE_seed042_20260717T060425Z,22,0,0.0,0,0.05161102083434939,0.0516106544983591,0.05161102083434939,0.0,3.6633599028584873e-07,0.3424235620620621,34.03760587313947,0.2914320682034539,0.0755900712353359,0.011111475900477785,0.06601730155223551,6583,5697,886,0.13458909311863892,1,False,,
DC-B,SBVCHP_SBORC,R245fa,R365MFC,DC-B|SBVCHP_SBORC|R245fa|R365MFC,S2_DCB_SBVCHP-SBORC_R245fa_R365MFC_seed042_20260717T060425Z,23,0,0.0,0,0.05093359305111308,0.0509335930511261,0.05093359305111311,-3.469446951953614e-17,-1.2989609388114332e-14,0.3352116263577512,34.03068503068263,0.3114883210816965,0.08280200693964679,0.01803231835731367,0.04596104867399292,7007,6881,126,0.017982017982017984,0,False,,
DC-B,SBVCHP_SBORC,R245fa,R600,DC-B|SBVCHP_SBORC|R245fa|R600,S2_DCB_SBVCHP-SBORC_R245fa_R600_seed042_20260717T060425Z,24,0,0.0,0,0.05050556614373382,0.0505055661306646,0.05050556614373382,0.0,1.3069219317873859e-11,0.3381874469355246,34.02959053295476,0.3077505314146754,0.07982618636187339,0.019126816085190512,0.04969883834101402,6586,6111,475,0.07212268448223505,0,False,,
DC-B,SBVCHP_SBORC,R245fa,R245fa,DC-B|SBVCHP_SBORC|R245fa|R245fa,S2_DCB_SBVCHP-SBORC_R245fa_R245fa_seed042_20260717T060425Z,25,0,0.0,0,0.05000282701750316,0.0500028537569724,0.05000282701750315,6.938893903907228e-18,-2.673946924991455e-08,0.3366055387124494,34.02971360645715,0.3064913325795832,0.08140809458494858,0.01900374258279669,0.0509580371761062,6560,6138,422,0.06432926829268293,0,False,,
DC-B,SBVCHP_SBORC,R1233zd(E),R227EA,DC-B|SBVCHP_SBORC|R1233zd(E)|R227EA,S2_DCB_SBVCHP-SBORC_R1233zdE_R227EA_seed042_20260717T060425Z,26,0,0.0,0,0.04974398943323255,0.0497441305658541,0.04974398943323255,0.0,-1.4113262154780148e-07,0.3251726663338517,34.04616972443214,0.2769642370528644,0.09284096696354627,0.0025476246078071085,0.08048513270282504,6603,5173,1430,0.21656822656368319,1,False,,
DC-B,SBVCHP_SBORC,R600,R1234ze(E),DC-B|SBVCHP_SBORC|R600|R1234ze(E),S2_DCB_SBVCHP-SBORC_R600_R1234zeE_seed042_20260717T060425Z,27,0,0.0,0,0.0446135200029233,0.0446135200029229,0.0446135200029233,0.0,3.95516952522712e-16,0.3072488768083788,34.03438342568425,0.2817790419385172,0.11076475648901918,0.014333923355700051,0.0756703278171722,7654,6458,1196,0.15625816566501177,0,False,,
DC-B,SBVCHP_SBORC,R245fa,R1234ze(E),DC-B|SBVCHP_SBORC|R245fa|R1234ze(E),S2_DCB_SBVCHP-SBORC_R245fa_R1234zeE_seed042_20260717T060425Z,28,0,0.0,0,0.0436599816723426,0.0436599959190389,0.0436599816723426,0.0,-1.4246696301845052e-08,0.3117220949030969,34.03672941615558,0.2775254700249637,0.10629153839430111,0.011987932884366614,0.07992389973072572,9025,7812,1213,0.134404432132964,2,False,,
DC-B,SBVCHP_SBORC,R245fa,R290,DC-B|SBVCHP_SBORC|R245fa|R290,S2_DCB_SBVCHP-SBORC_R245fa_R290_seed042_20260717T060425Z,29,0,0.0,0,0.03282576554579355,0.0328257655496485,0.03282576554579355,0.0,-3.854951080572988e-12,0.2706712870865755,34.03779909196432,0.2377840598645212,0.14734234621082248,0.010918257075630322,0.11966530989116822,12456,8296,4160,0.33397559409120103,3,False,,
DC-B,SBVCHP_SBORC,R245fa,R152A,DC-B|SBVCHP_SBORC|R245fa|R152A,S2_DCB_SBVCHP-SBORC_R245fa_R152A_seed042_20260717T060425Z,30,0,0.0,0,0.020671854102895845,0.020671854096717,0.020671854102895845,0.0,6.178845629589702e-12,0.2485437338491913,34.02923240134441,0.190581901239997,0.1694698994482067,0.019484947695538324,0.16686746851569242,9188,5733,3455,0.3760339573356552,0,False,,
DC-B,SRVCHP_SRORC,Cyclopentane,R365MFC,DC-B|SRVCHP_SRORC|Cyclopentane|R365MFC,S2_DCB_SRVCHP-SRORC_Cyclopentane_R365MFC_seed042_20260717T060425Z,1,479,0.24216380182002023,479,0.10508337676167526,0.1050833767616753,0.10508337676167523,2.7755575615628914e-17,-6.938893903907228e-17,0.4940505631681677,33.78240113657701,0.4228039805331641,0.0,0.08404233583536325,0.0,6637,6258,379,0.05710411330420371,0,True,1,extreme_eta_p2p;extreme_exergy_efficiency
DC-B,SRVCHP_SRORC,R601,R365MFC,DC-B|SRVCHP_SRORC|R601|R365MFC,S2_DCB_SRVCHP-SRORC_R601_R365MFC_seed042_20260717T060425Z,2,332,0.1678463094034378,332,0.10029429012447036,0.1002942901244697,0.10029429012447036,0.0,6.522560269672795e-16,0.4789054460930327,33.782774229995375,0.4127473687555669,0.015145117075134995,0.08366924241699536,0.010056611777597202,7976,7427,549,0.06883149448345036,0,False,,
DC-B,SRVCHP_SRORC,R1233zd(E),R227EA,DC-B|SRVCHP_SRORC|R1233zd(E)|R227EA,S2_DCB_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260717T060425Z,3,266,0.134479271991911,206,0.0804728875290465,0.0804731219228129,0.0804728875290465,0.0,-2.3439376641010146e-07,0.3884322236378059,33.8630030335906,0.3218039070104626,0.10561833953036182,0.003440438821769476,0.10100007352270152,7604,5670,1934,0.25433982114676484,4,False,,
DC-B,SRVCHP_SRORC,R245fa,R227EA,DC-B|SRVCHP_SRORC|R245fa|R227EA,S2_DCB_SRVCHP-SRORC_R245fa_R227EA_seed042_20260717T060425Z,4,256,0.12942366026289182,229,0.08053280047275103,0.0805347565451199,0.080532800472751,2.7755575615628914e-17,-1.9560723688999415e-06,0.398565606490098,33.86300960518996,0.3216257242565137,0.09548495667806972,0.0034338672224123457,0.10117825627665039,8884,6308,2576,0.289959477712742,4,True,3,greedy_incremental_hypervolume
DC-B,SRVCHP_SRORC,R600,R227EA,DC-B|SRVCHP_SRORC|R600|R227EA,S2_DCB_SRVCHP-SRORC_R600_R227EA_seed042_20260717T060425Z,5,219,0.11071789686552073,151,0.07943182622898907,0.0794322092654867,0.07943182622898907,0.0,-3.830364976309397e-07,0.3839492479304201,33.86644347241237,0.3214792009730432,0.11010131523774758,0.0,0.10132477956012087,7958,5923,2035,0.2557175169640613,5,True,2,extreme_energy_density_thermal
DC-B,SRVCHP_SRORC,Cyclopentane,R236ea,DC-B|SRVCHP_SRORC|Cyclopentane|R236ea,S2_DCB_SRVCHP-SRORC_Cyclopentane_R236ea_seed042_20260717T060425Z,6,149,0.07532861476238625,149,0.09888053043476548,0.0988805304347653,0.0988805304347655,-1.3877787807814457e-17,1.942890293094024e-16,0.4674511246600178,33.78544884556052,0.3942552017252076,0.026599438508149886,0.08099462685184733,0.028548778807956476,6609,6317,292,0.04418217582085036,0,True,4,greedy_incremental_hypervolume
DC-B,SRVCHP_SRORC,R601a,R227EA,DC-B|SRVCHP_SRORC|R601a|R227EA,S2_DCB_SRVCHP-SRORC_R601a_R227EA_seed042_20260717T060425Z,7,123,0.0621840242669363,113,0.08085147468371387,0.0808515253645525,0.08085147468371388,-1.3877787807814457e-17,-5.068083862302952e-08,0.4044959396178983,33.86287938663868,0.3263378412589575,0.08955462355026939,0.003564085773689385,0.09646613927420661,6723,4788,1935,0.2878179384203481,4,True,5,greedy_incremental_hypervolume
DC-B,SRVCHP_SRORC,Cyclopentane,R245fa,DC-B|SRVCHP_SRORC|Cyclopentane|R245fa,S2_DCB_SRVCHP-SRORC_Cyclopentane_R245fa_seed042_20260717T060425Z,8,106,0.05358948432760364,106,0.09803189135149185,0.0980318913514918,0.09803189135149185,0.0,4.163336342344337e-17,0.4711033300331007,32.19982621109979,0.4019489814244746,0.022947233135067024,1.666617261312581,0.020854999108689487,7627,6820,807,0.10580831257375115,0,False,,
DC-B,SRVCHP_SRORC,R601,R236ea,DC-B|SRVCHP_SRORC|R601|R236ea,S2_DCB_SRVCHP-SRORC_R601_R236ea_seed042_20260717T060425Z,9,16,0.008088978766430738,16,0.09474773870662218,0.0947477387066224,0.09474773870662219,-1.3877787807814457e-17,-2.0816681711721685e-16,0.4548278762182789,33.76991532778438,0.3881476360065482,0.039222686949888785,0.09652814462798887,0.03465634452661587,6636,6238,398,0.05997588908981314,0,False,,
DC-B,SRVCHP_SRORC,R601a,R236ea,DC-B|SRVCHP_SRORC|R601a|R236ea,S2_DCB_SRVCHP-SRORC_R601a_R236ea_seed042_20260717T060425Z,10,7,0.003538928210313448,7,0.09367151014837884,0.0936715101483786,0.09367151014837884,0.0,2.3592239273284576e-16,0.4482773170815833,33.77199237237635,0.3840849906394958,0.045773246086584396,0.09445110003601798,0.03871898989366829,6562,6184,378,0.057604388905821396,0,False,,
DC-B,SRVCHP_SRORC,R601a,R365MFC,DC-B|SRVCHP_SRORC|R601a|R365MFC,S2_DCB_SRVCHP-SRORC_R601a_R365MFC_seed042_20260717T060425Z,11,6,0.003033367037411527,6,0.09961330617625083,0.0996133061762512,0.09961330617625082,1.3877787807814457e-17,-3.885780586188048e-16,0.4809238047148707,33.76599768050625,0.4095494717117773,0.013126758453297027,0.10044579190611813,0.01325450882138679,8179,7641,538,0.06577821249541509,0,False,,
DC-B,SRVCHP_SRORC,R1233zd(E),R365MFC,DC-B|SRVCHP_SRORC|R1233zd(E)|R365MFC,S2_DCB_SRVCHP-SRORC_R1233zdE_R365MFC_seed042_20260717T060425Z,12,5,0.0025278058645096056,5,0.09883380416481974,0.0988435736545048,0.09883380416481974,0.0,-9.769489685063082e-06,0.4742932534876776,33.76153428943759,0.4036541049532584,0.01975730968049011,0.10490918297477947,0.019149875579905717,6908,6282,626,0.09061957151129126,6,False,,
DC-B,SRVCHP_SRORC,R365MFC,R236ea,DC-B|SRVCHP_SRORC|R365MFC|R236ea,S2_DCB_SRVCHP-SRORC_R365MFC_R236ea_seed042_20260717T060425Z,13,5,0.0025278058645096056,5,0.09233996072585501,0.092339960725864,0.09233996072585501,0.0,-8.992806499463768e-15,0.4480272698003539,33.77179752463755,0.3831524836190804,0.0460232933678138,0.09464594777482205,0.039651496914083706,6646,6381,265,0.039873608185374665,0,False,,
DC-B,SRVCHP_SRORC,Cyclopentane,R600,DC-B|SRVCHP_SRORC|Cyclopentane|R600,S2_DCB_SRVCHP-SRORC_Cyclopentane_R600_seed042_20260717T060425Z,14,4,0.0020222446916076846,4,0.09867263727155659,0.0986726372715565,0.09867263727155662,-2.7755575615628914e-17,1.249000902703301e-16,0.4774872366865597,33.772812815989255,0.4035636277945372,0.01656332648160802,0.09363065642311597,0.019240352738626898,7078,6276,802,0.11330884430630121,0,False,,
DC-B,SRVCHP_SRORC,R1233zd(E),R236ea,DC-B|SRVCHP_SRORC|R1233zd(E)|R236ea,S2_DCB_SRVCHP-SRORC_R1233zdE_R236ea_seed042_20260717T060425Z,15,2,0.0010111223458038423,2,0.09282482167106457,0.0928258903839846,0.09282482167106457,0.0,-1.0687129200354084e-06,0.4457695652959242,33.78373758826971,0.37705129481848,0.04828099787224349,0.082705884142662,0.045752685714684105,7216,6674,542,0.07511086474501108,3,False,,
DC-B,SRVCHP_SRORC,R600,R236ea,DC-B|SRVCHP_SRORC|R600|R236ea,S2_DCB_SRVCHP-SRORC_R600_R236ea_seed042_20260717T060425Z,16,2,0.0010111223458038423,2,0.09054782637832395,0.090547826378325,0.09054782637832393,2.7755575615628914e-17,-1.0685896612017132e-15,0.4350517907662109,33.765471676351886,0.374293803096582,0.05899877240195678,0.10097179606048456,0.04851017743658209,6557,6256,301,0.04590513954552387,0,False,,
DC-B,SRVCHP_SRORC,R1234ze(Z),R236ea,DC-B|SRVCHP_SRORC|R1234ze(Z)|R236ea,S2_DCB_SRVCHP-SRORC_R1234zeZ_R236ea_seed042_20260717T060425Z,17,1,0.0005055611729019212,1,0.09232513775273456,0.0923251377527344,0.09232513775273458,-2.7755575615628914e-17,1.8041124150158794e-16,0.4423430025344301,33.76977986644428,0.3728843880478025,0.051707560633737604,0.09666360596808943,0.0499195924853616,6959,6574,385,0.05532404081046127,0,False,,
DC-B,SRVCHP_SRORC,R365MFC,R365MFC,DC-B|SRVCHP_SRORC|R365MFC|R365MFC,S2_DCB_SRVCHP-SRORC_R365MFC_R365MFC_seed042_20260717T060425Z,18,0,0.0,0,0.09867584559357878,0.0986758455935796,0.09867584559357884,-5.551115123125783e-17,-7.632783294297951e-16,0.4737618806813645,33.76781955014041,0.4074038087564264,0.02028868248680321,0.09862392227196182,0.015400171776737692,6612,6294,318,0.04809437386569873,0,False,,
DC-B,SRVCHP_SRORC,R1234ze(Z),R365MFC,DC-B|SRVCHP_SRORC|R1234ze(Z)|R365MFC,S2_DCB_SRVCHP-SRORC_R1234zeZ_R365MFC_seed042_20260717T060425Z,19,0,0.0,0,0.09656208600330464,0.096562086003305,0.09656208600330461,2.7755575615628914e-17,-3.885780586188048e-16,0.4653794406149873,33.7764173966707,0.3959432783905652,0.028671122553180384,0.09002607574166888,0.02686070214259889,7188,6683,505,0.07025598219254313,0,False,,
DC-B,SRVCHP_SRORC,R600,R365MFC,DC-B|SRVCHP_SRORC|R600|R365MFC,S2_DCB_SRVCHP-SRORC_R600_R365MFC_seed042_20260717T060425Z,20,0,0.0,0,0.095522359993778,0.0955223599937778,0.095522359993778,0.0,2.0816681711721685e-16,0.4599890105540175,33.77364840407227,0.3964525042277113,0.034061552614150226,0.0927950683401022,0.026351476305452814,7499,6960,539,0.07187625016668889,0,False,,
DC-B,SRVCHP_SRORC,R245fa,R365MFC,DC-B|SRVCHP_SRORC|R245fa|R365MFC,S2_DCB_SRVCHP-SRORC_R245fa_R365MFC_seed042_20260717T060425Z,21,0,0.0,0,0.0952510368945503,0.0952367537906048,0.09525103689455032,-1.3877787807814457e-17,1.428310394552268e-05,0.4647618371366335,33.774139449991786,0.3933480012363152,0.029288726031534207,0.09230402242058489,0.0294559792968489,7198,6646,552,0.07668796888024451,0,False,,
DC-B,SRVCHP_SRORC,R601,R600,DC-B|SRVCHP_SRORC|R601|R600,S2_DCB_SRVCHP-SRORC_R601_R600_seed042_20260717T060425Z,22,0,0.0,0,0.0944155518853087,0.0944155518853087,0.0944155518853087,0.0,0.0,0.4652866147407458,33.041400118017144,0.3946323279496916,0.028763948427421915,0.8250433543952269,0.028171652583472484,6594,5733,861,0.1305732484076433,0,False,,
DC-B,SRVCHP_SRORC,R601,R245fa,DC-B|SRVCHP_SRORC|R601|R245fa,S2_DCB_SRVCHP-SRORC_R601_R245fa_seed042_20260717T060425Z,23,0,0.0,0,0.09378728614305779,0.0937872861432779,0.09378728614305779,0.0,-2.201155924197451e-13,0.4626241229804018,32.125162659499374,0.3957342996803926,0.031426440187765914,1.741280812912997,0.027069680852771505,7738,7015,723,0.0934349961230292,0,False,,
DC-B,SRVCHP_SRORC,R601a,R245fa,DC-B|SRVCHP_SRORC|R601a|R245fa,S2_DCB_SRVCHP-SRORC_R601a_R245fa_seed042_20260717T060425Z,24,0,0.0,0,0.093412941183118,0.0934129411831179,0.09341294118311805,-4.163336342344337e-17,1.5265566588595902e-16,0.462191974965885,31.86690608291493,0.3941323180438849,0.03185858820228271,1.9995373894974406,0.028671662489279215,10271,9082,1189,0.11576282737805471,0,False,,
DC-B,SRVCHP_SRORC,R365MFC,R600,DC-B|SRVCHP_SRORC|R365MFC|R600,S2_DCB_SRVCHP-SRORC_R365MFC_R600_seed042_20260717T060425Z,25,0,0.0,0,0.09223718627983864,0.0922371862798385,0.09223718627983865,-1.3877787807814457e-17,1.5265566588595902e-16,0.4568658109682511,33.7629972905195,0.3918840856983019,0.037184752199916626,0.10344618189287047,0.030919894834862183,7340,6546,794,0.10817438692098093,0,False,,
DC-B,SRVCHP_SRORC,R601a,R600,DC-B|SRVCHP_SRORC|R601a|R600,S2_DCB_SRVCHP-SRORC_R601a_R600_seed042_20260717T060425Z,26,0,0.0,0,0.09209160558629967,0.0920916055863021,0.09209160558629965,1.3877787807814457e-17,-2.4424906541753444e-15,0.4547998574702689,32.39373302734381,0.3915255678565068,0.03925070569789879,1.4727104450685573,0.03127841267665732,6651,5941,710,0.10675086453164938,0,False,,
DC-B,SRVCHP_SRORC,R245fa,R236ea,DC-B|SRVCHP_SRORC|R245fa|R236ea,S2_DCB_SRVCHP-SRORC_R245fa_R236ea_seed042_20260717T060425Z,27,0,0.0,0,0.0903630101600625,0.0903629308341256,0.0903630101600625,0.0,7.932593690251899e-08,0.4405361324720995,33.787192268206645,0.3733565659891275,0.053514430696068205,0.0792512042057254,0.049447414544036616,6794,6341,453,0.06667647924639387,0,False,,
DC-B,SRVCHP_SRORC,R600,R245fa,DC-B|SRVCHP_SRORC|R600|R245fa,S2_DCB_SRVCHP-SRORC_R600_R245fa_seed042_20260717T060425Z,28,0,0.0,0,0.08818814669825065,0.0881881466982479,0.08818814669825062,2.7755575615628914e-17,2.7200464103316335e-15,0.4395873225905264,31.59693605113201,0.3814518406719422,0.05446324057764129,2.2695074212803625,0.04135213986122188,6600,5911,689,0.1043939393939394,0,False,,
DC-B,SRVCHP_SRORC,R365MFC,R245fa,DC-B|SRVCHP_SRORC|R365MFC|R245fa,S2_DCB_SRVCHP-SRORC_R365MFC_R245fa_seed042_20260717T060425Z,29,0,0.0,0,0.08597389605787298,0.0859738960578729,0.08597389605787295,2.7755575615628914e-17,5.551115123125783e-17,0.4193517187963647,32.50591838252083,0.3910556115562954,0.07469884437180302,1.3605250898915386,0.03174836897686867,6580,5894,686,0.10425531914893617,0,False,,
DC-B,SRVCHP_SRORC,R600,R1234ze(E),DC-B|SRVCHP_SRORC|R600|R1234ze(E),S2_DCB_SRVCHP-SRORC_R600_R1234zeE_seed042_20260717T060425Z,30,0,0.0,0,0.07447564556533988,0.0744756455653419,0.07447564556533987,1.3877787807814457e-17,-2.040034807748725e-15,0.3947560539547394,32.24662583757402,0.326372035386759,0.0992945092134283,1.6198176348383484,0.09643194514640507,7403,5145,2258,0.30501148183168986,0,False,,
DC-C,SBVCHP_SBORC,Acetone,R245fa,DC-C|SBVCHP_SBORC|Acetone|R245fa,S2_DCC_SBVCHP-SBORC_Acetone_R245fa_seed042_20260717T060425Z,1,927,0.34875846501128666,14,0.1616105560038779,0.1616202987827674,0.1616105560038779,0.0,-9.742778889515469e-06,0.796983956223797,39.9199335744996,0.3720133618740898,0.0,0.011836892797454368,0.0,11322,10074,1248,0.11022787493375728,23,True,1,extreme_eta_p2p;extreme_exergy_efficiency
DC-C,SBVCHP_SBORC,Acetone,R600,DC-C|SBVCHP_SBORC|Acetone|R600,S2_DCC_SBVCHP-SBORC_Acetone_R600_seed042_20260717T060425Z,2,435,0.1636568848758465,0,0.15676718776292045,0.1567691164968213,0.15676718776292045,0.0,-1.9287339008411397e-06,0.7603953986655495,39.91946252550045,0.369184828703254,0.036588557558247525,0.01230794179660677,0.002828533170835812,7735,7269,466,0.06024563671622495,7,True,3,greedy_incremental_hypervolume
DC-C,SBVCHP_SBORC,Acetone,R236fa,DC-C|SBVCHP_SBORC|Acetone|R236fa,S2_DCC_SBVCHP-SBORC_Acetone_R236fa_seed042_20260717T060425Z,3,384,0.14446952595936793,72,0.14876131221274075,0.148764806863534,0.14876131221274075,0.0,-3.494650793245402e-06,0.7190737172836567,39.92461605555096,0.3450610102728425,0.07791023894014037,0.007154411746093103,0.02695235160124726,9015,8516,499,0.05535219079312257,9,True,4,greedy_incremental_hypervolume
DC-C,SBVCHP_SBORC,R1233zd(E),R227EA,DC-C|SBVCHP_SBORC|R1233zd(E)|R227EA,S2_DCC_SBVCHP-SBORC_R1233zdE_R227EA_seed042_20260717T060425Z,4,333,0.1252821670428894,309,0.11376654561599506,0.113813443297015,0.11376654561599506,0.0,-4.6897681019938964e-05,0.7286097119072155,39.931770467297056,0.2982356751362802,0.06837424431658157,0.0,0.0737776867378096,8835,7542,1293,0.14634974533106962,6,True,2,extreme_energy_density_thermal
DC-C,SBVCHP_SBORC,Acetone,R600a,DC-C|SBVCHP_SBORC|Acetone|R600a,S2_DCC_SBVCHP-SBORC_Acetone_R600a_seed042_20260717T060425Z,5,295,0.1109857035364936,2,0.154235132972344,0.1542398698279164,0.154235132972344,0.0,-4.736855572395893e-06,0.7648657703367377,39.92103591813755,0.3575921266918334,0.03211818588705928,0.010734549159508333,0.014421235182256409,7479,6877,602,0.08049204439096136,5,True,5,greedy_incremental_hypervolume
DC-C,SBVCHP_SBORC,Acetone,R236ea,DC-C|SBVCHP_SBORC|Acetone|R236ea,S2_DCC_SBVCHP-SBORC_Acetone_R236ea_seed042_20260717T060425Z,6,200,0.07524454477050414,32,0.15178882198281685,0.1518035608119144,0.15178882198281687,-2.7755575615628914e-17,-1.4738829097526995e-05,0.7928736009487195,39.92183549113475,0.3540919587292166,0.004110355275077526,0.009934976162305986,0.01792140314487317,8048,7456,592,0.073558648111332,3,False,,
