wp,cfg,fluid_hp,fluid_he,seed,source_s2_run_id,s3_selection_rank,s3_selected_reason,requires_s5_review
DC-C,SRVCHP_SRORC,R1233zd(E),R227EA,101,S2_DCC_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-C,SRVCHP_SRORC,R1233zd(E),R227EA,202,S2_DCC_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-D,SBVCHP_SBORC,R1233zd(E),R227EA,17,S2_DCD_SBVCHP-SBORC_R1233zdE_R227EA_seed042_20260717T060425Z,1,extreme_energy_density_thermal,True
DC-D,SBVCHP_SBORC,R1233zd(E),R227EA,42,S2_DCD_SBVCHP-SBORC_R1233zdE_R227EA_seed042_20260717T060425Z,1,extreme_energy_density_thermal,True
DC-D,SBVCHP_SBORC,R1233zd(E),R227EA,73,S2_DCD_SBVCHP-SBORC_R1233zdE_R227EA_seed042_20260717T060425Z,1,extreme_energy_density_thermal,True
DC-D,SBVCHP_SBORC,R1233zd(E),R227EA,101,S2_DCD_SBVCHP-SBORC_R1233zdE_R227EA_seed042_20260717T060425Z,1,extreme_energy_density_thermal,True
DC-D,SBVCHP_SBORC,R1233zd(E),R227EA,202,S2_DCD_SBVCHP-SBORC_R1233zdE_R227EA_seed042_20260717T060425Z,1,extreme_energy_density_thermal,True
DC-D,SBVCHP_SBORC,Acetone,R365MFC,17,S2_DCD_SBVCHP-SBORC_Acetone_R365MFC_seed042_20260717T060425Z,2,extreme_eta_p2p;extreme_exergy_efficiency,True
DC-D,SBVCHP_SBORC,Acetone,R365MFC,42,S2_DCD_SBVCHP-SBORC_Acetone_R365MFC_seed042_20260717T060425Z,2,extreme_eta_p2p;extreme_exergy_efficiency,True
DC-D,SBVCHP_SBORC,Acetone,R365MFC,73,S2_DCD_SBVCHP-SBORC_Acetone_R365MFC_seed042_20260717T060425Z,2,extreme_eta_p2p;extreme_exergy_efficiency,True
DC-D,SBVCHP_SBORC,Acetone,R365MFC,101,S2_DCD_SBVCHP-SBORC_Acetone_R365MFC_seed042_20260717T060425Z,2,extreme_eta_p2p;extreme_exergy_efficiency,True
DC-D,SBVCHP_SBORC,Acetone,R365MFC,202,S2_DCD_SBVCHP-SBORC_Acetone_R365MFC_seed042_20260717T060425Z,2,extreme_eta_p2p;extreme_exergy_efficiency,True
DC-D,SBVCHP_SBORC,Acetone,R236fa,17,S2_DCD_SBVCHP-SBORC_Acetone_R236fa_seed042_20260717T060425Z,3,greedy_incremental_hypervolume,False
DC-D,SBVCHP_SBORC,Acetone,R236fa,42,S2_DCD_SBVCHP-SBORC_Acetone_R236fa_seed042_20260717T060425Z,3,greedy_incremental_hypervolume,False
DC-D,SBVCHP_SBORC,Acetone,R236fa,73,S2_DCD_SBVCHP-SBORC_Acetone_R236fa_seed042_20260717T060425Z,3,greedy_incremental_hypervolume,False
DC-D,SBVCHP_SBORC,Acetone,R236fa,101,S2_DCD_SBVCHP-SBORC_Acetone_R236fa_seed042_20260717T060425Z,3,greedy_incremental_hypervolume,False
DC-D,SBVCHP_SBORC,Acetone,R236fa,202,S2_DCD_SBVCHP-SBORC_Acetone_R236fa_seed042_20260717T060425Z,3,greedy_incremental_hypervolume,False
DC-D,SBVCHP_SBORC,Acetone,R245fa,17,S2_DCD_SBVCHP-SBORC_Acetone_R245fa_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-D,SBVCHP_SBORC,Acetone,R245fa,42,S2_DCD_SBVCHP-SBORC_Acetone_R245fa_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-D,SBVCHP_SBORC,Acetone,R245fa,73,S2_DCD_SBVCHP-SBORC_Acetone_R245fa_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-D,SBVCHP_SBORC,Acetone,R245fa,101,S2_DCD_SBVCHP-SBORC_Acetone_R245fa_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-D,SBVCHP_SBORC,Acetone,R245fa,202,S2_DCD_SBVCHP-SBORC_Acetone_R245fa_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-D,SBVCHP_SBORC,Acetone,R236ea,17,S2_DCD_SBVCHP-SBORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-D,SBVCHP_SBORC,Acetone,R236ea,42,S2_DCD_SBVCHP-SBORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-D,SBVCHP_SBORC,Acetone,R236ea,73,S2_DCD_SBVCHP-SBORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-D,SBVCHP_SBORC,Acetone,R236ea,101,S2_DCD_SBVCHP-SBORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-D,SBVCHP_SBORC,Acetone,R236ea,202,S2_DCD_SBVCHP-SBORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-D,SRVCHP_SRORC,Cyclopentane,R365MFC,17,S2_DCD_SRVCHP-SRORC_Cyclopentane_R365MFC_seed042_20260717T060425Z,1,extreme_eta_p2p;extreme_exergy_efficiency,True
DC-D,SRVCHP_SRORC,Cyclopentane,R365MFC,42,S2_DCD_SRVCHP-SRORC_Cyclopentane_R365MFC_seed042_20260717T060425Z,1,extreme_eta_p2p;extreme_exergy_efficiency,True
DC-D,SRVCHP_SRORC,Cyclopentane,R365MFC,73,S2_DCD_SRVCHP-SRORC_Cyclopentane_R365MFC_seed042_20260717T060425Z,1,extreme_eta_p2p;extreme_exergy_efficiency,True
DC-D,SRVCHP_SRORC,Cyclopentane,R365MFC,101,S2_DCD_SRVCHP-SRORC_Cyclopentane_R365MFC_seed042_20260717T060425Z,1,extreme_eta_p2p;extreme_exergy_efficiency,True
DC-D,SRVCHP_SRORC,Cyclopentane,R365MFC,202,S2_DCD_SRVCHP-SRORC_Cyclopentane_R365MFC_seed042_20260717T060425Z,1,extreme_eta_p2p;extreme_exergy_efficiency,True
DC-D,SRVCHP_SRORC,R1233zd(E),R227EA,17,S2_DCD_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260717T060425Z,2,extreme_energy_density_thermal,True
DC-D,SRVCHP_SRORC,R1233zd(E),R227EA,42,S2_DCD_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260717T060425Z,2,extreme_energy_density_thermal,True
DC-D,SRVCHP_SRORC,R1233zd(E),R227EA,73,S2_DCD_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260717T060425Z,2,extreme_energy_density_thermal,True
DC-D,SRVCHP_SRORC,R1233zd(E),R227EA,101,S2_DCD_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260717T060425Z,2,extreme_energy_density_thermal,True
DC-D,SRVCHP_SRORC,R1233zd(E),R227EA,202,S2_DCD_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260717T060425Z,2,extreme_energy_density_thermal,True
DC-D,SRVCHP_SRORC,Cyclopentane,R227EA,17,S2_DCD_SRVCHP-SRORC_Cyclopentane_R227EA_seed042_20260720T015713Z,3,greedy_incremental_hypervolume,False
DC-D,SRVCHP_SRORC,Cyclopentane,R227EA,42,S2_DCD_SRVCHP-SRORC_Cyclopentane_R227EA_seed042_20260720T015713Z,3,greedy_incremental_hypervolume,False
DC-D,SRVCHP_SRORC,Cyclopentane,R227EA,73,S2_DCD_SRVCHP-SRORC_Cyclopentane_R227EA_seed042_20260720T015713Z,3,greedy_incremental_hypervolume,False
DC-D,SRVCHP_SRORC,Cyclopentane,R227EA,101,S2_DCD_SRVCHP-SRORC_Cyclopentane_R227EA_seed042_20260720T015713Z,3,greedy_incremental_hypervolume,False
DC-D,SRVCHP_SRORC,Cyclopentane,R227EA,202,S2_DCD_SRVCHP-SRORC_Cyclopentane_R227EA_seed042_20260720T015713Z,3,greedy_incremental_hypervolume,False
DC-D,SRVCHP_SRORC,Acetone,R365MFC,17,S2_DCD_SRVCHP-SRORC_Acetone_R365MFC_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-D,SRVCHP_SRORC,Acetone,R365MFC,42,S2_DCD_SRVCHP-SRORC_Acetone_R365MFC_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-D,SRVCHP_SRORC,Acetone,R365MFC,73,S2_DCD_SRVCHP-SRORC_Acetone_R365MFC_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-D,SRVCHP_SRORC,Acetone,R365MFC,101,S2_DCD_SRVCHP-SRORC_Acetone_R365MFC_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-D,SRVCHP_SRORC,Acetone,R365MFC,202,S2_DCD_SRVCHP-SRORC_Acetone_R365MFC_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-D,SRVCHP_SRORC,Acetone,R236ea,17,S2_DCD_SRVCHP-SRORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-D,SRVCHP_SRORC,Acetone,R236ea,42,S2_DCD_SRVCHP-SRORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-D,SRVCHP_SRORC,Acetone,R236ea,73,S2_DCD_SRVCHP-SRORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-D,SRVCHP_SRORC,Acetone,R236ea,101,S2_DCD_SRVCHP-SRORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-D,SRVCHP_SRORC,Acetone,R236ea,202,S2_DCD_SRVCHP-SRORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-E,SBVCHP_SBORC,Acetone,R600,17,S2_DCE_SBVCHP-SBORC_Acetone_R600_seed042_20260717T060425Z,1,extreme_exergy_efficiency,True
DC-E,SBVCHP_SBORC,Acetone,R600,42,S2_DCE_SBVCHP-SBORC_Acetone_R600_seed042_20260717T060425Z,1,extreme_exergy_efficiency,True
DC-E,SBVCHP_SBORC,Acetone,R600,73,S2_DCE_SBVCHP-SBORC_Acetone_R600_seed042_20260717T060425Z,1,extreme_exergy_efficiency,True
DC-E,SBVCHP_SBORC,Acetone,R600,101,S2_DCE_SBVCHP-SBORC_Acetone_R600_seed042_20260717T060425Z,1,extreme_exergy_efficiency,True
DC-E,SBVCHP_SBORC,Acetone,R600,202,S2_DCE_SBVCHP-SBORC_Acetone_R600_seed042_20260717T060425Z,1,extreme_exergy_efficiency,True
DC-E,SBVCHP_SBORC,Acetone,R600a,17,S2_DCE_SBVCHP-SBORC_Acetone_R600a_seed042_20260717T060425Z,2,extreme_eta_p2p,True
DC-E,SBVCHP_SBORC,Acetone,R600a,42,S2_DCE_SBVCHP-SBORC_Acetone_R600a_seed042_20260717T060425Z,2,extreme_eta_p2p,True
DC-E,SBVCHP_SBORC,Acetone,R600a,73,S2_DCE_SBVCHP-SBORC_Acetone_R600a_seed042_20260717T060425Z,2,extreme_eta_p2p,True
DC-E,SBVCHP_SBORC,Acetone,R600a,101,S2_DCE_SBVCHP-SBORC_Acetone_R600a_seed042_20260717T060425Z,2,extreme_eta_p2p,True
DC-E,SBVCHP_SBORC,Acetone,R600a,202,S2_DCE_SBVCHP-SBORC_Acetone_R600a_seed042_20260717T060425Z,2,extreme_eta_p2p,True
DC-E,SBVCHP_SBORC,Cyclopentane,R227EA,17,S2_DCE_SBVCHP-SBORC_Cyclopentane_R227EA_seed042_20260717T060425Z,3,extreme_energy_density_thermal,True
DC-E,SBVCHP_SBORC,Cyclopentane,R227EA,42,S2_DCE_SBVCHP-SBORC_Cyclopentane_R227EA_seed042_20260717T060425Z,3,extreme_energy_density_thermal,True
DC-E,SBVCHP_SBORC,Cyclopentane,R227EA,73,S2_DCE_SBVCHP-SBORC_Cyclopentane_R227EA_seed042_20260717T060425Z,3,extreme_energy_density_thermal,True
DC-E,SBVCHP_SBORC,Cyclopentane,R227EA,101,S2_DCE_SBVCHP-SBORC_Cyclopentane_R227EA_seed042_20260717T060425Z,3,extreme_energy_density_thermal,True
DC-E,SBVCHP_SBORC,Cyclopentane,R227EA,202,S2_DCE_SBVCHP-SBORC_Cyclopentane_R227EA_seed042_20260717T060425Z,3,extreme_energy_density_thermal,True
DC-E,SBVCHP_SBORC,Acetone,R1234ze(E),17,S2_DCE_SBVCHP-SBORC_Acetone_R1234zeE_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-E,SBVCHP_SBORC,Acetone,R1234ze(E),42,S2_DCE_SBVCHP-SBORC_Acetone_R1234zeE_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-E,SBVCHP_SBORC,Acetone,R1234ze(E),73,S2_DCE_SBVCHP-SBORC_Acetone_R1234zeE_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-E,SBVCHP_SBORC,Acetone,R1234ze(E),101,S2_DCE_SBVCHP-SBORC_Acetone_R1234zeE_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-E,SBVCHP_SBORC,Acetone,R1234ze(E),202,S2_DCE_SBVCHP-SBORC_Acetone_R1234zeE_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-E,SBVCHP_SBORC,Acetone,R236ea,17,S2_DCE_SBVCHP-SBORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-E,SBVCHP_SBORC,Acetone,R236ea,42,S2_DCE_SBVCHP-SBORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-E,SBVCHP_SBORC,Acetone,R236ea,73,S2_DCE_SBVCHP-SBORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-E,SBVCHP_SBORC,Acetone,R236ea,101,S2_DCE_SBVCHP-SBORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-E,SBVCHP_SBORC,Acetone,R236ea,202,S2_DCE_SBVCHP-SBORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-E,SRVCHP_SRORC,Cyclopentane,R245fa,17,S2_DCE_SRVCHP-SRORC_Cyclopentane_R245fa_seed042_20260717T060425Z,1,extreme_exergy_efficiency,True
DC-E,SRVCHP_SRORC,Cyclopentane,R245fa,42,S2_DCE_SRVCHP-SRORC_Cyclopentane_R245fa_seed042_20260717T060425Z,1,extreme_exergy_efficiency,True
DC-E,SRVCHP_SRORC,Cyclopentane,R245fa,73,S2_DCE_SRVCHP-SRORC_Cyclopentane_R245fa_seed042_20260717T060425Z,1,extreme_exergy_efficiency,True
DC-E,SRVCHP_SRORC,Cyclopentane,R245fa,101,S2_DCE_SRVCHP-SRORC_Cyclopentane_R245fa_seed042_20260717T060425Z,1,extreme_exergy_efficiency,True
DC-E,SRVCHP_SRORC,Cyclopentane,R245fa,202,S2_DCE_SRVCHP-SRORC_Cyclopentane_R245fa_seed042_20260717T060425Z,1,extreme_exergy_efficiency,True
DC-E,SRVCHP_SRORC,Cyclopentane,R227EA,17,S2_DCE_SRVCHP-SRORC_Cyclopentane_R227EA_seed042_20260717T060425Z,2,extreme_energy_density_thermal,True
DC-E,SRVCHP_SRORC,Cyclopentane,R227EA,42,S2_DCE_SRVCHP-SRORC_Cyclopentane_R227EA_seed042_20260717T060425Z,2,extreme_energy_density_thermal,True
DC-E,SRVCHP_SRORC,Cyclopentane,R227EA,73,S2_DCE_SRVCHP-SRORC_Cyclopentane_R227EA_seed042_20260717T060425Z,2,extreme_energy_density_thermal,True
DC-E,SRVCHP_SRORC,Cyclopentane,R227EA,101,S2_DCE_SRVCHP-SRORC_Cyclopentane_R227EA_seed042_20260717T060425Z,2,extreme_energy_density_thermal,True
DC-E,SRVCHP_SRORC,Cyclopentane,R227EA,202,S2_DCE_SRVCHP-SRORC_Cyclopentane_R227EA_seed042_20260717T060425Z,2,extreme_energy_density_thermal,True
DC-E,SRVCHP_SRORC,R601a,R600,17,S2_DCE_SRVCHP-SRORC_R601a_R600_seed042_20260717T060425Z,3,extreme_eta_p2p,True
DC-E,SRVCHP_SRORC,R601a,R600,42,S2_DCE_SRVCHP-SRORC_R601a_R600_seed042_20260717T060425Z,3,extreme_eta_p2p,True
DC-E,SRVCHP_SRORC,R601a,R600,73,S2_DCE_SRVCHP-SRORC_R601a_R600_seed042_20260717T060425Z,3,extreme_eta_p2p,True
DC-E,SRVCHP_SRORC,R601a,R600,101,S2_DCE_SRVCHP-SRORC_R601a_R600_seed042_20260717T060425Z,3,extreme_eta_p2p,True
DC-E,SRVCHP_SRORC,R601a,R600,202,S2_DCE_SRVCHP-SRORC_R601a_R600_seed042_20260717T060425Z,3,extreme_eta_p2p,True
DC-E,SRVCHP_SRORC,Acetone,R236ea,17,S2_DCE_SRVCHP-SRORC_Acetone_R236ea_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-E,SRVCHP_SRORC,Acetone,R236ea,42,S2_DCE_SRVCHP-SRORC_Acetone_R236ea_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-E,SRVCHP_SRORC,Acetone,R236ea,73,S2_DCE_SRVCHP-SRORC_Acetone_R236ea_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-E,SRVCHP_SRORC,Acetone,R236ea,101,S2_DCE_SRVCHP-SRORC_Acetone_R236ea_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-E,SRVCHP_SRORC,Acetone,R236ea,202,S2_DCE_SRVCHP-SRORC_Acetone_R236ea_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-E,SRVCHP_SRORC,R1233zd(E),R227EA,17,S2_DCE_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-E,SRVCHP_SRORC,R1233zd(E),R227EA,42,S2_DCE_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-E,SRVCHP_SRORC,R1233zd(E),R227EA,73,S2_DCE_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-E,SRVCHP_SRORC,R1233zd(E),R227EA,101,S2_DCE_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-E,SRVCHP_SRORC,R1233zd(E),R227EA,202,S2_DCE_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-F,SBVCHP_SBORC,Acetone,R365MFC,17,S2_DCF_SBVCHP-SBORC_Acetone_R365MFC_seed042_20260717T060425Z,1,extreme_exergy_efficiency,True
DC-F,SBVCHP_SBORC,Acetone,R365MFC,42,S2_DCF_SBVCHP-SBORC_Acetone_R365MFC_seed042_20260717T060425Z,1,extreme_exergy_efficiency,True
DC-F,SBVCHP_SBORC,Acetone,R365MFC,73,S2_DCF_SBVCHP-SBORC_Acetone_R365MFC_seed042_20260717T060425Z,1,extreme_exergy_efficiency,True
DC-F,SBVCHP_SBORC,Acetone,R365MFC,101,S2_DCF_SBVCHP-SBORC_Acetone_R365MFC_seed042_20260717T060425Z,1,extreme_exergy_efficiency,True
DC-F,SBVCHP_SBORC,Acetone,R365MFC,202,S2_DCF_SBVCHP-SBORC_Acetone_R365MFC_seed042_20260717T060425Z,1,extreme_exergy_efficiency,True
DC-F,SBVCHP_SBORC,Cyclopentane,R227EA,17,S2_DCF_SBVCHP-SBORC_Cyclopentane_R227EA_seed042_20260717T060425Z,2,extreme_energy_density_thermal,True
DC-F,SBVCHP_SBORC,Cyclopentane,R227EA,42,S2_DCF_SBVCHP-SBORC_Cyclopentane_R227EA_seed042_20260717T060425Z,2,extreme_energy_density_thermal,True
DC-F,SBVCHP_SBORC,Cyclopentane,R227EA,73,S2_DCF_SBVCHP-SBORC_Cyclopentane_R227EA_seed042_20260717T060425Z,2,extreme_energy_density_thermal,True
DC-F,SBVCHP_SBORC,Cyclopentane,R227EA,101,S2_DCF_SBVCHP-SBORC_Cyclopentane_R227EA_seed042_20260717T060425Z,2,extreme_energy_density_thermal,True
DC-F,SBVCHP_SBORC,Cyclopentane,R227EA,202,S2_DCF_SBVCHP-SBORC_Cyclopentane_R227EA_seed042_20260717T060425Z,2,extreme_energy_density_thermal,True
DC-F,SBVCHP_SBORC,Cyclopentane,R236ea,17,S2_DCF_SBVCHP-SBORC_Cyclopentane_R236ea_seed042_20260717T060425Z,3,extreme_eta_p2p,True
DC-F,SBVCHP_SBORC,Cyclopentane,R236ea,42,S2_DCF_SBVCHP-SBORC_Cyclopentane_R236ea_seed042_20260717T060425Z,3,extreme_eta_p2p,True
DC-F,SBVCHP_SBORC,Cyclopentane,R236ea,73,S2_DCF_SBVCHP-SBORC_Cyclopentane_R236ea_seed042_20260717T060425Z,3,extreme_eta_p2p,True
DC-F,SBVCHP_SBORC,Cyclopentane,R236ea,101,S2_DCF_SBVCHP-SBORC_Cyclopentane_R236ea_seed042_20260717T060425Z,3,extreme_eta_p2p,True
DC-F,SBVCHP_SBORC,Cyclopentane,R236ea,202,S2_DCF_SBVCHP-SBORC_Cyclopentane_R236ea_seed042_20260717T060425Z,3,extreme_eta_p2p,True
DC-F,SBVCHP_SBORC,Acetone,R236fa,17,S2_DCF_SBVCHP-SBORC_Acetone_R236fa_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-F,SBVCHP_SBORC,Acetone,R236fa,42,S2_DCF_SBVCHP-SBORC_Acetone_R236fa_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-F,SBVCHP_SBORC,Acetone,R236fa,73,S2_DCF_SBVCHP-SBORC_Acetone_R236fa_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-F,SBVCHP_SBORC,Acetone,R236fa,101,S2_DCF_SBVCHP-SBORC_Acetone_R236fa_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-F,SBVCHP_SBORC,Acetone,R236fa,202,S2_DCF_SBVCHP-SBORC_Acetone_R236fa_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-F,SBVCHP_SBORC,Acetone,R236ea,17,S2_DCF_SBVCHP-SBORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-F,SBVCHP_SBORC,Acetone,R236ea,42,S2_DCF_SBVCHP-SBORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-F,SBVCHP_SBORC,Acetone,R236ea,73,S2_DCF_SBVCHP-SBORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-F,SBVCHP_SBORC,Acetone,R236ea,101,S2_DCF_SBVCHP-SBORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-F,SBVCHP_SBORC,Acetone,R236ea,202,S2_DCF_SBVCHP-SBORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-F,SRVCHP_SRORC,Cyclopentane,R365MFC,17,S2_DCF_SRVCHP-SRORC_Cyclopentane_R365MFC_seed042_20260717T060425Z,1,extreme_eta_p2p;extreme_exergy_efficiency,True
DC-F,SRVCHP_SRORC,Cyclopentane,R365MFC,42,S2_DCF_SRVCHP-SRORC_Cyclopentane_R365MFC_seed042_20260717T060425Z,1,extreme_eta_p2p;extreme_exergy_efficiency,True
DC-F,SRVCHP_SRORC,Cyclopentane,R365MFC,73,S2_DCF_SRVCHP-SRORC_Cyclopentane_R365MFC_seed042_20260717T060425Z,1,extreme_eta_p2p;extreme_exergy_efficiency,True
DC-F,SRVCHP_SRORC,Cyclopentane,R365MFC,101,S2_DCF_SRVCHP-SRORC_Cyclopentane_R365MFC_seed042_20260717T060425Z,1,extreme_eta_p2p;extreme_exergy_efficiency,True
DC-F,SRVCHP_SRORC,Cyclopentane,R365MFC,202,S2_DCF_SRVCHP-SRORC_Cyclopentane_R365MFC_seed042_20260717T060425Z,1,extreme_eta_p2p;extreme_exergy_efficiency,True
DC-F,SRVCHP_SRORC,CycloHexane,R227EA,17,S2_DCF_SRVCHP-SRORC_CycloHexane_R227EA_seed042_20260717T060425Z,2,extreme_energy_density_thermal,True
DC-F,SRVCHP_SRORC,CycloHexane,R227EA,42,S2_DCF_SRVCHP-SRORC_CycloHexane_R227EA_seed042_20260717T060425Z,2,extreme_energy_density_thermal,True
DC-F,SRVCHP_SRORC,CycloHexane,R227EA,73,S2_DCF_SRVCHP-SRORC_CycloHexane_R227EA_seed042_20260717T060425Z,2,extreme_energy_density_thermal,True
DC-F,SRVCHP_SRORC,CycloHexane,R227EA,101,S2_DCF_SRVCHP-SRORC_CycloHexane_R227EA_seed042_20260717T060425Z,2,extreme_energy_density_thermal,True
DC-F,SRVCHP_SRORC,CycloHexane,R227EA,202,S2_DCF_SRVCHP-SRORC_CycloHexane_R227EA_seed042_20260717T060425Z,2,extreme_energy_density_thermal,True
DC-F,SRVCHP_SRORC,Acetone,R365MFC,17,S2_DCF_SRVCHP-SRORC_Acetone_R365MFC_seed042_20260717T060425Z,3,greedy_incremental_hypervolume,False
DC-F,SRVCHP_SRORC,Acetone,R365MFC,42,S2_DCF_SRVCHP-SRORC_Acetone_R365MFC_seed042_20260717T060425Z,3,greedy_incremental_hypervolume,False
DC-F,SRVCHP_SRORC,Acetone,R365MFC,73,S2_DCF_SRVCHP-SRORC_Acetone_R365MFC_seed042_20260717T060425Z,3,greedy_incremental_hypervolume,False
DC-F,SRVCHP_SRORC,Acetone,R365MFC,101,S2_DCF_SRVCHP-SRORC_Acetone_R365MFC_seed042_20260717T060425Z,3,greedy_incremental_hypervolume,False
DC-F,SRVCHP_SRORC,Acetone,R365MFC,202,S2_DCF_SRVCHP-SRORC_Acetone_R365MFC_seed042_20260717T060425Z,3,greedy_incremental_hypervolume,False
DC-F,SRVCHP_SRORC,R1233zd(E),R227EA,17,S2_DCF_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-F,SRVCHP_SRORC,R1233zd(E),R227EA,42,S2_DCF_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-F,SRVCHP_SRORC,R1233zd(E),R227EA,73,S2_DCF_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-F,SRVCHP_SRORC,R1233zd(E),R227EA,101,S2_DCF_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-F,SRVCHP_SRORC,R1233zd(E),R227EA,202,S2_DCF_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260717T060425Z,4,greedy_incremental_hypervolume,False
DC-F,SRVCHP_SRORC,Acetone,R236ea,17,S2_DCF_SRVCHP-SRORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-F,SRVCHP_SRORC,Acetone,R236ea,42,S2_DCF_SRVCHP-SRORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-F,SRVCHP_SRORC,Acetone,R236ea,73,S2_DCF_SRVCHP-SRORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
DC-F,SRVCHP_SRORC,Acetone,R236ea,101,S2_DCF_SRVCHP-SRORC_Acetone_R236ea_seed042_20260717T060425Z,5,greedy_incremental_hypervolume,False
