run_id,wp,cfg,fluid_hp,fluid_he,seed,sample_count,feasible_count,failure_count,feasible_rate
S1_DCB_SBVCHP-SBORC_Cyclopentane_R134a_seed042_20260716T121618Z,DC-B,SBVCHP_SBORC,Cyclopentane,R134a,42,256,79,177,0.30859375
S1_DCB_SBVCHP-SBORC_Cyclopentane_R227EA_seed042_20260716T121618Z,DC-B,SBVCHP_SBORC,Cyclopentane,R227EA,42,256,129,127,0.50390625
S1_DCB_SRVCHP-SRORC_R365MFC_R236fa_seed042_20260716T121618Z,DC-B,SRVCHP_SRORC,R365MFC,R236fa,42,256,67,189,0.26171875
S1_DCB_SRVCHP-SRORC_Cyclopentane_R1234zeE_seed042_20260716T121618Z,DC-B,SRVCHP_SRORC,Cyclopentane,R1234ze(E),42,256,32,224,0.125
S1_DCB_SRVCHP-SRORC_R365MFC_R365MFC_seed042_20260716T121618Z,DC-B,SRVCHP_SRORC,R365MFC,R365MFC,42,256,81,175,0.31640625
S1_DCB_SBVCHP-SBORC_Cyclopentane_R152A_seed042_20260716T121618Z,DC-B,SBVCHP_SBORC,Cyclopentane,R152A,42,256,36,220,0.140625
S1_DCB_SRVCHP-SRORC_Cyclopentane_R152A_seed042_20260716T121618Z,DC-B,SRVCHP_SRORC,Cyclopentane,R152A,42,256,0,256,0.0
S1_DCB_SBVCHP-SBORC_Cyclopentane_R600a_seed042_20260716T121618Z,DC-B,SBVCHP_SBORC,Cyclopentane,R600a,42,256,154,102,0.6015625
S1_DCB_SRVCHP-SRORC_Cyclopentane_R227EA_seed042_20260716T121618Z,DC-B,SRVCHP_SRORC,Cyclopentane,R227EA,42,256,66,190,0.2578125
S1_DCB_SBVCHP-SBORC_Cyclopentane_R1234yf_seed042_20260716T121618Z,DC-B,SBVCHP_SBORC,Cyclopentane,R1234yf,42,256,101,155,0.39453125
S1_DCB_SRVCHP-SRORC_Cyclopentane_R134a_seed042_20260716T121618Z,DC-B,SRVCHP_SRORC,Cyclopentane,R134a,42,256,0,256,0.0
S1_DCB_SRVCHP-SRORC_Cyclopentane_R290_seed042_20260716T121618Z,DC-B,SRVCHP_SRORC,Cyclopentane,R290,42,256,0,256,0.0
S1_DCB_SBVCHP-SBORC_Cyclopentane_R290_seed042_20260716T121618Z,DC-B,SBVCHP_SBORC,Cyclopentane,R290,42,256,66,190,0.2578125
S1_DCB_SRVCHP-SRORC_Cyclopentane_R1234yf_seed042_20260716T121618Z,DC-B,SRVCHP_SRORC,Cyclopentane,R1234yf,42,256,0,256,0.0
S1_DCB_SBVCHP-SBORC_Cyclopentane_R600_seed042_20260716T121618Z,DC-B,SBVCHP_SBORC,Cyclopentane,R600,42,256,153,103,0.59765625
S1_DCB_SBVCHP-SBORC_Cyclopentane_R245fa_seed042_20260716T121618Z,DC-B,SBVCHP_SBORC,Cyclopentane,R245fa,42,256,154,102,0.6015625
S1_DCB_SBVCHP-SBORC_Cyclopentane_R236ea_seed042_20260716T121618Z,DC-B,SBVCHP_SBORC,Cyclopentane,R236ea,42,256,157,99,0.61328125
S1_DCB_SBVCHP-SBORC_Cyclopentane_R236fa_seed042_20260716T121618Z,DC-B,SBVCHP_SBORC,Cyclopentane,R236fa,42,256,157,99,0.61328125
S1_DCB_SRVCHP-SRORC_Cyclopentane_R600a_seed042_20260716T121618Z,DC-B,SRVCHP_SRORC,Cyclopentane,R600a,42,256,51,205,0.19921875
S1_DCB_SRVCHP-SRORC_Cyclopentane_R245fa_seed042_20260716T121618Z,DC-B,SRVCHP_SRORC,Cyclopentane,R245fa,42,256,64,192,0.25
S1_DCB_SRVCHP-SRORC_Cyclopentane_R600_seed042_20260716T121618Z,DC-B,SRVCHP_SRORC,Cyclopentane,R600,42,256,67,189,0.26171875
S1_DCB_SBVCHP-SBORC_Cyclopentane_R365MFC_seed042_20260716T121618Z,DC-B,SBVCHP_SBORC,Cyclopentane,R365MFC,42,256,154,102,0.6015625
S1_DCD_SBVCHP-SBORC_R1233zdE_R1234zeE_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1233zd(E),R1234ze(E),42,256,131,125,0.51171875
S1_DCB_SRVCHP-SRORC_Cyclopentane_R236ea_seed042_20260716T121618Z,DC-B,SRVCHP_SRORC,Cyclopentane,R236ea,42,256,78,178,0.3046875
S1_DCB_SRVCHP-SRORC_Cyclopentane_R236fa_seed042_20260716T121618Z,DC-B,SRVCHP_SRORC,Cyclopentane,R236fa,42,256,67,189,0.26171875
S1_DCB_SRVCHP-SRORC_Cyclopentane_R365MFC_seed042_20260716T121618Z,DC-B,SRVCHP_SRORC,Cyclopentane,R365MFC,42,256,81,175,0.31640625
S1_DCD_SBVCHP-SBORC_R1233zdE_R134a_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1233zd(E),R134a,42,256,73,183,0.28515625
S1_DCD_SBVCHP-SBORC_R1233zdE_R152A_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1233zd(E),R152A,42,256,32,224,0.125
S1_DCD_SBVCHP-SBORC_R1233zdE_R227EA_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1233zd(E),R227EA,42,256,118,138,0.4609375
S1_DCD_SRVCHP-SRORC_R1233zdE_R1234zeE_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1233zd(E),R1234ze(E),42,256,29,227,0.11328125
S1_DCD_SBVCHP-SBORC_R1233zdE_R600a_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1233zd(E),R600a,42,256,160,96,0.625
S1_DCD_SRVCHP-SRORC_R1233zdE_R134a_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1233zd(E),R134a,42,256,0,256,0.0
S1_DCD_SRVCHP-SRORC_R1233zdE_R152A_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1233zd(E),R152A,42,256,0,256,0.0
S1_DCD_SBVCHP-SBORC_R1233zdE_R1234yf_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1233zd(E),R1234yf,42,256,87,169,0.33984375
S1_DCD_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1233zd(E),R227EA,42,256,56,200,0.21875
S1_DCD_SBVCHP-SBORC_R1233zdE_R290_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1233zd(E),R290,42,256,64,192,0.25
S1_DCD_SRVCHP-SRORC_R1233zdE_R290_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1233zd(E),R290,42,256,0,256,0.0
S1_DCD_SRVCHP-SRORC_R1233zdE_R1234yf_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1233zd(E),R1234yf,42,256,0,256,0.0
S1_DCD_SBVCHP-SBORC_R1233zdE_R600_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1233zd(E),R600,42,256,159,97,0.62109375
S1_DCD_SBVCHP-SBORC_R1233zdE_R245fa_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1233zd(E),R245fa,42,256,158,98,0.6171875
S1_DCD_SBVCHP-SBORC_R1233zdE_R236fa_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1233zd(E),R236fa,42,256,161,95,0.62890625
S1_DCD_SBVCHP-SBORC_R1233zdE_R236ea_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1233zd(E),R236ea,42,256,161,95,0.62890625
S1_DCD_SRVCHP-SRORC_R1233zdE_R600_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1233zd(E),R600,42,256,76,180,0.296875
S1_DCD_SRVCHP-SRORC_R1233zdE_R600a_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1233zd(E),R600a,42,256,51,205,0.19921875
S1_DCD_SRVCHP-SRORC_R1233zdE_R245fa_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1233zd(E),R245fa,42,256,73,183,0.28515625
S1_DCD_SBVCHP-SBORC_R1233zdE_R365MFC_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1233zd(E),R365MFC,42,256,159,97,0.62109375
S1_DCD_SBVCHP-SBORC_R245fa_R1234zeE_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R245fa,R1234ze(E),42,256,109,147,0.42578125
S1_DCD_SBVCHP-SBORC_R245fa_R134a_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R245fa,R134a,42,256,63,193,0.24609375
S1_DCD_SRVCHP-SRORC_R1233zdE_R236ea_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1233zd(E),R236ea,42,256,91,165,0.35546875
S1_DCD_SBVCHP-SBORC_R245fa_R227EA_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R245fa,R227EA,42,256,101,155,0.39453125
S1_DCD_SRVCHP-SRORC_R245fa_R1234zeE_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R245fa,R1234ze(E),42,256,29,227,0.11328125
S1_DCD_SRVCHP-SRORC_R1233zdE_R236fa_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1233zd(E),R236fa,42,256,73,183,0.28515625
S1_DCD_SRVCHP-SRORC_R1233zdE_R365MFC_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1233zd(E),R365MFC,42,256,93,163,0.36328125
S1_DCD_SBVCHP-SBORC_R245fa_R152A_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R245fa,R152A,42,256,29,227,0.11328125
S1_DCD_SRVCHP-SRORC_R245fa_R134a_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R245fa,R134a,42,256,0,256,0.0
S1_DCD_SRVCHP-SRORC_R245fa_R152A_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R245fa,R152A,42,256,0,256,0.0
S1_DCD_SRVCHP-SRORC_R245fa_R227EA_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R245fa,R227EA,42,256,56,200,0.21875
S1_DCD_SBVCHP-SBORC_R245fa_R1234yf_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R245fa,R1234yf,42,256,73,183,0.28515625
S1_DCD_SBVCHP-SBORC_R245fa_R600a_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R245fa,R600a,42,256,138,118,0.5390625
S1_DCD_SRVCHP-SRORC_R245fa_R1234yf_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R245fa,R1234yf,42,256,0,256,0.0
S1_DCD_SBVCHP-SBORC_R245fa_R290_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R245fa,R290,42,256,55,201,0.21484375
S1_DCD_SRVCHP-SRORC_R245fa_R290_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R245fa,R290,42,256,0,256,0.0
S1_DCD_SBVCHP-SBORC_R245fa_R600_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R245fa,R600,42,256,138,118,0.5390625
S1_DCD_SBVCHP-SBORC_R245fa_R245fa_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R245fa,R245fa,42,256,137,119,0.53515625
S1_DCD_SBVCHP-SBORC_R245fa_R236ea_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R245fa,R236ea,42,256,139,117,0.54296875
S1_DCD_SRVCHP-SRORC_R245fa_R600a_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R245fa,R600a,42,256,52,204,0.203125
S1_DCD_SRVCHP-SRORC_R245fa_R600_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R245fa,R600,42,256,78,178,0.3046875
S1_DCD_SRVCHP-SRORC_R245fa_R245fa_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R245fa,R245fa,42,256,75,181,0.29296875
S1_DCD_SBVCHP-SBORC_R245fa_R236fa_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R245fa,R236fa,42,256,139,117,0.54296875
S1_DCD_SBVCHP-SBORC_R245fa_R365MFC_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R245fa,R365MFC,42,256,138,118,0.5390625
S1_DCD_SBVCHP-SBORC_R600_R1234zeE_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R600,R1234ze(E),42,256,108,148,0.421875
S1_DCD_SBVCHP-SBORC_R600_R134a_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R600,R134a,42,256,61,195,0.23828125
S1_DCD_SBVCHP-SBORC_R600_R227EA_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R600,R227EA,42,256,100,156,0.390625
S1_DCD_SRVCHP-SRORC_R245fa_R236ea_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R245fa,R236ea,42,256,93,163,0.36328125
S1_DCD_SRVCHP-SRORC_R600_R1234zeE_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R600,R1234ze(E),42,256,30,226,0.1171875
S1_DCD_SRVCHP-SRORC_R245fa_R236fa_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R245fa,R236fa,42,256,74,182,0.2890625
S1_DCD_SRVCHP-SRORC_R245fa_R365MFC_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R245fa,R365MFC,42,256,95,161,0.37109375
S1_DCD_SBVCHP-SBORC_R600_R152A_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R600,R152A,42,256,27,229,0.10546875
S1_DCD_SRVCHP-SRORC_R600_R227EA_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R600,R227EA,42,256,57,199,0.22265625
S1_DCD_SRVCHP-SRORC_R600_R134a_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R600,R134a,42,256,0,256,0.0
S1_DCD_SBVCHP-SBORC_R600_R600a_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R600,R600a,42,256,135,121,0.52734375
S1_DCD_SBVCHP-SBORC_R600_R1234yf_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R600,R1234yf,42,256,71,185,0.27734375
S1_DCD_SRVCHP-SRORC_R600_R152A_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R600,R152A,42,256,0,256,0.0
S1_DCD_SRVCHP-SRORC_R600_R1234yf_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R600,R1234yf,42,256,0,256,0.0
S1_DCD_SBVCHP-SBORC_R600_R290_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R600,R290,42,256,53,203,0.20703125
S1_DCD_SRVCHP-SRORC_R600_R290_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R600,R290,42,256,0,256,0.0
S1_DCD_SBVCHP-SBORC_R600_R600_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R600,R600,42,256,135,121,0.52734375
S1_DCD_SBVCHP-SBORC_R600_R245fa_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R600,R245fa,42,256,134,122,0.5234375
S1_DCD_SBVCHP-SBORC_R600_R236ea_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R600,R236ea,42,256,136,120,0.53125
S1_DCD_SRVCHP-SRORC_R600_R600_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R600,R600,42,256,78,178,0.3046875
S1_DCD_SRVCHP-SRORC_R600_R245fa_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R600,R245fa,42,256,75,181,0.29296875
S1_DCD_SBVCHP-SBORC_R600_R236fa_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R600,R236fa,42,256,136,120,0.53125
S1_DCD_SRVCHP-SRORC_R600_R600a_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R600,R600a,42,256,52,204,0.203125
S1_DCD_SBVCHP-SBORC_R600_R365MFC_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R600,R365MFC,42,256,135,121,0.52734375
S1_DCD_SBVCHP-SBORC_R601_R1234zeE_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601,R1234ze(E),42,256,35,221,0.13671875
S1_DCD_SBVCHP-SBORC_R601_R227EA_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601,R227EA,42,256,34,222,0.1328125
S1_DCD_SBVCHP-SBORC_R601_R134a_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601,R134a,42,256,28,228,0.109375
S1_DCD_SRVCHP-SRORC_R600_R236ea_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R600,R236ea,42,256,93,163,0.36328125
S1_DCD_SRVCHP-SRORC_R601_R1234zeE_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601,R1234ze(E),42,256,30,226,0.1171875
S1_DCD_SBVCHP-SBORC_R601_R152A_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601,R152A,42,256,10,246,0.0390625
S1_DCD_SRVCHP-SRORC_R600_R236fa_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R600,R236fa,42,256,74,182,0.2890625
S1_DCD_SRVCHP-SRORC_R600_R365MFC_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R600,R365MFC,42,256,95,161,0.37109375
S1_DCD_SRVCHP-SRORC_R601_R152A_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601,R152A,42,256,0,256,0.0
S1_DCD_SRVCHP-SRORC_R601_R134a_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601,R134a,42,256,0,256,0.0
S1_DCD_SBVCHP-SBORC_R601_R1234yf_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601,R1234yf,42,256,33,223,0.12890625
S1_DCD_SBVCHP-SBORC_R601_R290_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601,R290,42,256,25,231,0.09765625
S1_DCD_SBVCHP-SBORC_R601_R600a_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601,R600a,42,256,33,223,0.12890625
S1_DCD_SRVCHP-SRORC_R601_R227EA_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601,R227EA,42,256,56,200,0.21875
S1_DCD_SRVCHP-SRORC_R601_R1234yf_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601,R1234yf,42,256,0,256,0.0
S1_DCD_SRVCHP-SRORC_R601_R290_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601,R290,42,256,0,256,0.0
S1_DCD_SBVCHP-SBORC_R601_R600_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601,R600,42,256,33,223,0.12890625
S1_DCD_SBVCHP-SBORC_R601_R245fa_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601,R245fa,42,256,33,223,0.12890625
S1_DCD_SBVCHP-SBORC_R601_R236ea_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601,R236ea,42,256,34,222,0.1328125
S1_DCD_SRVCHP-SRORC_R601_R600_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601,R600,42,256,78,178,0.3046875
S1_DCD_SBVCHP-SBORC_R601_R236fa_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601,R236fa,42,256,35,221,0.13671875
S1_DCD_SRVCHP-SRORC_R601_R245fa_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601,R245fa,42,256,75,181,0.29296875
S1_DCD_SRVCHP-SRORC_R601_R600a_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601,R600a,42,256,53,203,0.20703125
S1_DCD_SBVCHP-SBORC_R601_R365MFC_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601,R365MFC,42,256,33,223,0.12890625
S1_DCD_SBVCHP-SBORC_R601a_R1234zeE_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601a,R1234ze(E),42,256,19,237,0.07421875
S1_DCD_SBVCHP-SBORC_R601a_R227EA_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601a,R227EA,42,256,19,237,0.07421875
S1_DCD_SBVCHP-SBORC_R601a_R134a_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601a,R134a,42,256,16,240,0.0625
S1_DCD_SRVCHP-SRORC_R601_R236ea_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601,R236ea,42,256,93,163,0.36328125
S1_DCD_SBVCHP-SBORC_R601a_R152A_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601a,R152A,42,256,8,248,0.03125
S1_DCD_SRVCHP-SRORC_R601a_R1234zeE_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601a,R1234ze(E),42,256,29,227,0.11328125
S1_DCD_SRVCHP-SRORC_R601_R365MFC_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601,R365MFC,42,256,95,161,0.37109375
S1_DCD_SRVCHP-SRORC_R601_R236fa_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601,R236fa,42,256,75,181,0.29296875
S1_DCD_SRVCHP-SRORC_R601a_R152A_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601a,R152A,42,256,0,256,0.0
S1_DCD_SBVCHP-SBORC_R601a_R1234yf_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601a,R1234yf,42,256,19,237,0.07421875
S1_DCD_SRVCHP-SRORC_R601a_R134a_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601a,R134a,42,256,0,256,0.0
S1_DCD_SBVCHP-SBORC_R601a_R290_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601a,R290,42,256,12,244,0.046875
S1_DCD_SBVCHP-SBORC_R601a_R600a_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601a,R600a,42,256,18,238,0.0703125
S1_DCD_SRVCHP-SRORC_R601a_R227EA_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601a,R227EA,42,256,57,199,0.22265625
S1_DCD_SRVCHP-SRORC_R601a_R1234yf_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601a,R1234yf,42,256,0,256,0.0
S1_DCD_SRVCHP-SRORC_R601a_R290_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601a,R290,42,256,0,256,0.0
S1_DCD_SBVCHP-SBORC_R601a_R600_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601a,R600,42,256,18,238,0.0703125
S1_DCD_SBVCHP-SBORC_R601a_R245fa_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601a,R245fa,42,256,18,238,0.0703125
S1_DCD_SBVCHP-SBORC_R601a_R236ea_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601a,R236ea,42,256,18,238,0.0703125
S1_DCD_SRVCHP-SRORC_R601a_R600_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601a,R600,42,256,76,180,0.296875
S1_DCD_SRVCHP-SRORC_R601a_R600a_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601a,R600a,42,256,51,205,0.19921875
S1_DCD_SBVCHP-SBORC_R601a_R236fa_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601a,R236fa,42,256,19,237,0.07421875
S1_DCD_SRVCHP-SRORC_R601a_R245fa_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601a,R245fa,42,256,73,183,0.28515625
S1_DCD_SBVCHP-SBORC_R601a_R365MFC_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R601a,R365MFC,42,256,18,238,0.0703125
S1_DCD_SBVCHP-SBORC_R1234zeZ_R1234zeE_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1234ze(Z),R1234ze(E),42,256,137,119,0.53515625
S1_DCD_SBVCHP-SBORC_R1234zeZ_R134a_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1234ze(Z),R134a,42,256,77,179,0.30078125
S1_DCD_SRVCHP-SRORC_R601a_R365MFC_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601a,R365MFC,42,256,92,164,0.359375
S1_DCD_SBVCHP-SBORC_R1234zeZ_R227EA_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1234ze(Z),R227EA,42,256,123,133,0.48046875
S1_DCD_SRVCHP-SRORC_R1234zeZ_R1234zeE_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1234ze(Z),R1234ze(E),42,256,30,226,0.1171875
S1_DCD_SRVCHP-SRORC_R601a_R236ea_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601a,R236ea,42,256,90,166,0.3515625
S1_DCD_SBVCHP-SBORC_R1234zeZ_R152A_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1234ze(Z),R152A,42,256,33,223,0.12890625
S1_DCD_SRVCHP-SRORC_R601a_R236fa_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R601a,R236fa,42,256,73,183,0.28515625
S1_DCD_SRVCHP-SRORC_R1234zeZ_R134a_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1234ze(Z),R134a,42,256,0,256,0.0
S1_DCD_SBVCHP-SBORC_R1234zeZ_R600a_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1234ze(Z),R600a,42,256,169,87,0.66015625
S1_DCD_SRVCHP-SRORC_R1234zeZ_R227EA_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1234ze(Z),R227EA,42,256,57,199,0.22265625
S1_DCD_SRVCHP-SRORC_R1234zeZ_R152A_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1234ze(Z),R152A,42,256,0,256,0.0
S1_DCD_SRVCHP-SRORC_R1234zeZ_R290_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1234ze(Z),R290,42,256,0,256,0.0
S1_DCD_SBVCHP-SBORC_R1234zeZ_R1234yf_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1234ze(Z),R1234yf,42,256,91,165,0.35546875
S1_DCD_SBVCHP-SBORC_R1234zeZ_R290_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1234ze(Z),R290,42,256,67,189,0.26171875
S1_DCD_SRVCHP-SRORC_R1234zeZ_R1234yf_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1234ze(Z),R1234yf,42,256,0,256,0.0
S1_DCD_SBVCHP-SBORC_R1234zeZ_R600_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1234ze(Z),R600,42,256,167,89,0.65234375
S1_DCD_SBVCHP-SBORC_R1234zeZ_R245fa_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1234ze(Z),R245fa,42,256,166,90,0.6484375
S1_DCD_SRVCHP-SRORC_R1234zeZ_R600_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1234ze(Z),R600,42,256,79,177,0.30859375
S1_DCD_SBVCHP-SBORC_R1234zeZ_R236fa_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1234ze(Z),R236fa,42,256,169,87,0.66015625
S1_DCD_SRVCHP-SRORC_R1234zeZ_R600a_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1234ze(Z),R600a,42,256,53,203,0.20703125
S1_DCD_SBVCHP-SBORC_R1234zeZ_R236ea_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1234ze(Z),R236ea,42,256,169,87,0.66015625
S1_DCD_SRVCHP-SRORC_R1234zeZ_R245fa_seed042_20260716T121618Z,DC-D,SRVCHP_SRORC,R1234ze(Z),R245fa,42,256,76,180,0.296875
S1_DCD_SBVCHP-SBORC_R1234zeZ_R365MFC_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R1234ze(Z),R365MFC,42,256,167,89,0.65234375
S1_DCD_SBVCHP-SBORC_R365MFC_R1234zeE_seed042_20260716T121618Z,DC-D,SBVCHP_SBORC,R365MFC,R1234ze(E),42,256,14,242,0.0546875
