run_id,stage,wp,cfg,fluid_hp,fluid_he,seed,scheduler_status,terminal_status,exit_code,elapsed_s,git_commit,git_dirty,config_sha256,start_time_utc,end_time_utc,evaluation_count,feasible_count,failure_count,pareto_size,completed_generations,stopping_reason,final_normalized_hypervolume,final_hv_relative_improvement,hv_converged,raw_archive_size,front_revalidation_solver_calls,revalidation_quarantined_count,run_dir,manifest_path,detail,canonical_source_batch,supersedes_run_id,supersedes_run_dir,accepted_for_s3,run_manifest_sha256,run_checksums_sha256
S2_DCA_SBVCHP-SBORC_Cyclopentane_R1234zeE_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,Cyclopentane,R1234ze(E),42,FINISHED,COMPLETED,0,212.2938413619995,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:15:05Z,2026-07-17T06:18:35Z,8112,7454,658,1149,185,hypervolume_converged,0.1006185640500296,0.0047267242903298,True,1149,2298,0,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_Cyclopentane_R1234zeE_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_Cyclopentane_R1234zeE_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,723735fa6eef9cf87bfc7afc036d76e5aa3efc14f5d939a0b31d6460bd3bf42a,ed2c6466d2c02f502293cd41c113000e8f72618957b7d822092968b60e7d8681
S2_DCA_SBVCHP-SBORC_Cyclopentane_R227EA_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,Cyclopentane,R227EA,42,FINISHED,COMPLETED,0,243.852653503418,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:17:06Z,2026-07-17T06:21:08Z,8794,8018,776,1124,201,hypervolume_converged,0.0944187830338608,0.0041341979726669,True,1126,2252,2,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_Cyclopentane_R227EA_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_Cyclopentane_R227EA_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,7ae5a91c148d922d4659d3769df8218205a196aaf4fcb3335a9c28e3b01fac45,cf1649d4d36e749bfc72f640cd55444d16b0829b9b7a499accc23ecd1e440f4c
S2_DCA_SBVCHP-SBORC_Cyclopentane_R236ea_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,Cyclopentane,R236ea,42,FINISHED,COMPLETED,0,179.2869999408722,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:04:29Z,2026-07-17T06:07:26Z,7251,7027,224,966,163,hypervolume_converged,0.1061739027708587,0.0036775859590454,True,966,1932,0,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_Cyclopentane_R236ea_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_Cyclopentane_R236ea_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,7c80379021f8a11ef867a82c79c2479bd579fff163edb4e08f6fef7c6119a18d,92422c5e44c5f01af1b23e95cf08b32f7adbac7c0bd4f3a5cc1ed4ca691962a8
S2_DCA_SBVCHP-SBORC_Cyclopentane_R236fa_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,Cyclopentane,R236fa,42,FINISHED,COMPLETED,0,181.08423161506653,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:04:29Z,2026-07-17T06:07:28Z,7084,6772,312,931,162,hypervolume_converged,0.1035287721718064,0.0042654827774359,True,931,1862,0,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_Cyclopentane_R236fa_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_Cyclopentane_R236fa_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,21061e57c5778fd836b4bacc059187792076e7fc04de10115dc29876efaed58c,c5e23eb7c010d4e88017b4d6a93cfdfaef008588dd10b1456ebcc614398baa1a
S2_DCA_SBVCHP-SBORC_Cyclopentane_R245fa_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,Cyclopentane,R245fa,42,FINISHED,COMPLETED,0,170.82501864433289,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:04:29Z,2026-07-17T06:07:18Z,6617,6442,175,1087,150,hypervolume_converged,0.1104219611405298,0.0037712982208983,True,1087,2174,0,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_Cyclopentane_R245fa_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_Cyclopentane_R245fa_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,ca62a5218def01804bdb3176a018e6571ec95594cbea0d145096878f3c96bbc6,1f251435b3da2feee3ce0d86df18d3075fc74f51f4ad434fcf846ffa6b478c98
S2_DCA_SBVCHP-SBORC_Cyclopentane_R600_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,Cyclopentane,R600,42,FINISHED,COMPLETED,0,161.30420970916748,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:04:29Z,2026-07-17T06:07:08Z,6577,6326,251,818,150,hypervolume_converged,0.1102862472784101,0.0043846118412969,True,818,1636,0,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_Cyclopentane_R600_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_Cyclopentane_R600_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,b6d4594808ae09dfc4e48669b3f454e4ae3ff635276a7d84f1aa7d848c6de0a4,2e6bd80a1fde39b4af88718d542a49da8b6b69d02dcd507f872f7e6ba4133fac
S2_DCA_SBVCHP-SBORC_Cyclopentane_R600a_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,Cyclopentane,R600a,42,FINISHED,COMPLETED,0,182.74271297454837,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:06:58Z,2026-07-17T06:09:59Z,6605,6392,213,1310,150,hypervolume_converged,0.1037268429093934,0.0034058185798488,True,1310,2620,0,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_Cyclopentane_R600a_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_Cyclopentane_R600a_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,685cf88d0bbfca7ddee4ccb31b6f236f1e2ef950b441f69b184936b28b11f56e,e6e74891ab65c02b4a51ededd5314100c5fcc8be0215a0760c62aec1d5f842c4
S2_DCA_SBVCHP-SBORC_R1233zdE_R1234zeE_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,R1233zd(E),R1234ze(E),42,FINISHED,COMPLETED,0,205.236212015152,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:17:43Z,2026-07-17T06:21:06Z,8170,7240,930,925,185,hypervolume_converged,0.08331357331299,0.0036538960258859,True,926,1852,1,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1233zdE_R1234zeE_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1233zdE_R1234zeE_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,cc72abe6f35224dec46759e04c3bd4dc318f684cff0e8dc5a468aa279818590a,9a75545f65d85c172ae3527183a6c1f56aa8fba882f5f9e33c9f8dbb5019c65d
S2_DCA_SBVCHP-SBORC_R1233zdE_R227EA_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,R1233zd(E),R227EA,42,FINISHED,COMPLETED,0,191.36887407302856,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:20:50Z,2026-07-17T06:23:59Z,6587,5716,871,749,151,hypervolume_converged,0.0807036477357797,0.0037404274242963,True,749,1498,0,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1233zdE_R227EA_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1233zdE_R227EA_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,5a243264b6dde5efd18acd59d533782bb369cb08ebfe94a7c5052ed3aa39d607,884abf9efdc55c5be428e3b08fc19b8bcb41671bd79021909e3d65bbf5d4ddba
S2_DCA_SBVCHP-SBORC_R1233zdE_R236ea_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,R1233zd(E),R236ea,42,FINISHED,COMPLETED,0,165.54351997375488,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:14:21Z,2026-07-17T06:17:04Z,6592,6034,558,872,150,hypervolume_converged,0.0858975594512712,0.0036344099152437,True,873,1746,1,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1233zdE_R236ea_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1233zdE_R236ea_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,8aa5e80d86225896b9525c19d44925cf450f28217413c28d51aff982e726c676,802e4ec5584bc93573adff3eeca580a4fc42c9cefa31a55ebd7b9479eb9a9ae1
S2_DCA_SBVCHP-SBORC_R1233zdE_R236fa_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,R1233zd(E),R236fa,42,FINISHED,COMPLETED,0,174.40174865722656,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:12:54Z,2026-07-17T06:15:46Z,6926,6203,723,871,157,hypervolume_converged,0.0862272668660927,0.0041975811113736,True,872,1744,0,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1233zdE_R236fa_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1233zdE_R236fa_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,63d8c859b141eb5b86a50d8d2550e8926d1b24dd9d3c095af9badbc676f8e3f3,59affdd9cd3201d9f9f3f468bb8b6e6263bb01fbbe8f7ab88e64c0326b2c2aaa
S2_DCA_SBVCHP-SBORC_R1233zdE_R245fa_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,R1233zd(E),R245fa,42,FINISHED,COMPLETED,0,171.27917551994324,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:12:06Z,2026-07-17T06:14:55Z,6626,5784,842,897,150,hypervolume_converged,0.0919083582524452,0.0026426542846935,True,897,1794,0,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1233zdE_R245fa_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1233zdE_R245fa_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,6a41ca8c4ea5f59c2b074ee0e38b0237b01e4c68334457b6a77e818bb74bf61c,f38dad3e8886ea63b261537f88c3e78b5bec1c1d9fb3b108195f158cdd653c96
S2_DCA_SBVCHP-SBORC_R1233zdE_R600_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,R1233zd(E),R600,42,FINISHED,COMPLETED,0,164.74992609024048,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:12:40Z,2026-07-17T06:15:23Z,6642,5871,771,839,150,hypervolume_converged,0.0903253709548084,0.0041019043418497,True,839,1678,0,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1233zdE_R600_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1233zdE_R600_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,d0e7d4cd671fe38db0e77c34ef73a029e6e96456c94ee539f8b1f3fe6aafc0aa,2d405eaa2db248b318b0112221604e88cec5a1150ff6c3f0d4a40cf88e9f75ba
S2_DCA_SBVCHP-SBORC_R1233zdE_R600a_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,R1233zd(E),R600a,42,FINISHED,COMPLETED,0,161.09826278686523,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:14:57Z,2026-07-17T06:17:37Z,6564,6020,544,848,150,hypervolume_converged,0.087540336612737,0.0037124382869334,True,849,1698,0,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1233zdE_R600a_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1233zdE_R600a_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,61273d9157d692b70124f99c9bdc557f23fd152624b43779ff43140ae2f52a8a,3831187e365f3d8c3b0685396960a95179f1705ee1178d2e3f1f5546b39dd0c7
S2_DCA_SBVCHP-SBORC_R1234zeZ_R1234zeE_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,R1234ze(Z),R1234ze(E),42,FINISHED,COMPLETED,0,177.04159879684448,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:15:47Z,2026-07-17T06:18:42Z,6718,6325,393,972,152,hypervolume_converged,0.088688891115719,0.004208631562976,True,972,1944,0,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1234zeZ_R1234zeE_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1234zeZ_R1234zeE_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,26219158791361c5cb4d77bee2943ed7842faa1476c69b4756e3e97842b8b0df,06e6ad097c2c3f8ad3e1cda17989f0f7a3b86bf5fe8f7c5b55e76255a4d14790
S2_DCA_SBVCHP-SBORC_R1234zeZ_R236ea_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,R1234ze(Z),R236ea,42,FINISHED,COMPLETED,0,217.6742503643036,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:09:31Z,2026-07-17T06:13:06Z,8592,8238,354,1138,196,hypervolume_converged,0.093491540149972,0.0038223399780029,True,1138,2276,0,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1234zeZ_R236ea_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1234zeZ_R236ea_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,79220c2e66adb810211980ba5f88ec51f8c1a256615920a7fb1424bd415986ce,7598b4a58816d9dd3a24e3aece7cdb76ea6a57d3c4198c9ac662d173639b7097
S2_DCA_SBVCHP-SBORC_R1234zeZ_R236fa_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,R1234ze(Z),R236fa,42,FINISHED,COMPLETED,0,277.83840227127075,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:07:28Z,2026-07-17T06:12:04Z,10742,10307,435,1272,245,hypervolume_converged,0.0905105547927456,0.0042093550792064,True,1272,2544,0,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1234zeZ_R236fa_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1234zeZ_R236fa_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,52222ee1603c97689fb66475028d7abc0ba4e93fe613529c00b90f2d27a7917a,51ee7f90d150d85ea994a41d5a3b5a62e81c276e7a7890b59ad4cd2fd4654fee
S2_DCA_SBVCHP-SBORC_R1234zeZ_R245fa_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,R1234ze(Z),R245fa,42,FINISHED,COMPLETED,0,171.5014247894287,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:07:15Z,2026-07-17T06:10:04Z,6851,6676,175,950,156,hypervolume_converged,0.0943129918547036,0.0042665330624172,True,950,1900,0,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1234zeZ_R245fa_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1234zeZ_R245fa_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,167351b3f085da541a07aed2d5c6a03271e07e07a8b015dc530073a9a109d10b,4375276145858763d0f67bbe76a4c09fa0e0ad61e89f37d2f55a6bffda560e1c
S2_DCA_SBVCHP-SBORC_R1234zeZ_R600_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,R1234ze(Z),R600,42,FINISHED,COMPLETED,0,178.12321639060974,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:09:56Z,2026-07-17T06:12:52Z,6669,6333,336,1066,153,hypervolume_converged,0.095973709846372,0.0044124977546345,True,1066,2132,0,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1234zeZ_R600_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1234zeZ_R600_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,1c3e3c2f6e28512bd504d53c2bbaa5a9276bcad5073e586f8dfeebc0f4c0c49e,1f2b4a7e8adbb254aeceda77457254e143bcc02fd35895b2d673bfc95677ad05
S2_DCA_SBVCHP-SBORC_R1234zeZ_R600a_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,R1234ze(Z),R600a,42,FINISHED,COMPLETED,0,253.98844289779663,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:10:07Z,2026-07-17T06:14:19Z,9980,9596,384,1370,227,hypervolume_converged,0.0929700931068718,0.0046418824638049,True,1370,2740,0,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1234zeZ_R600a_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R1234zeZ_R600a_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,57d1f4eea33048cf76e80c9b5ba952260287f5bc0578d893a480bd65abe53c17,fae23c150829863dfd2a57df38041055bbc9512b7debd83ae09d961ac5730150
S2_DCA_SBVCHP-SBORC_R245fa_R1234zeE_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,R245fa,R1234ze(E),42,FINISHED,COMPLETED,0,183.7311635017395,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:21:09Z,2026-07-17T06:24:10Z,6995,6101,894,935,159,hypervolume_converged,0.076797578192789,0.0043821026894392,True,938,1876,0,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R245fa_R1234zeE_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R245fa_R1234zeE_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,c7d5e67d93e0325a2e50bd81bec2087651dbf9fb645b45e27dd3223e1a4368c0,327e979c710afcf3ade570f4dedf9fb57f7b6ea0875b08cc910b907af11b1609
S2_DCA_SBVCHP-SBORC_R245fa_R152A_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,R245fa,R152A,42,FINISHED,COMPLETED,0,210.24836468696597,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:24:12Z,2026-07-17T06:27:41Z,7687,4918,2769,700,174,hypervolume_converged,0.0395830551090291,0.0044005302880256,True,700,1400,0,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R245fa_R152A_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R245fa_R152A_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,2ade9ea298d7d3796f09214bf8cf569d58d4db4c3d7dc28c810274a883f05fd3,b8dc795a719771a6b10fcdfa58c079149d33bf73daf6e0d7f3b7069fbd0dba83
S2_DCA_SBVCHP-SBORC_R245fa_R245fa_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,R245fa,R245fa,42,FINISHED,COMPLETED,0,228.4148726463318,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:18:37Z,2026-07-17T06:22:24Z,9460,8377,1083,1082,216,hypervolume_converged,0.0841072705400537,0.0045880414219187,True,1082,2164,0,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R245fa_R245fa_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R245fa_R245fa_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,d11221ab26ac35e01fd260cee540ad972ffae7cae6c696352f1aec187fbaa699,f0acacd19ee32f06df5842b95e31296b6b2cb7f8d91596e6ec55dbef002877c6
S2_DCA_SBVCHP-SBORC_R245fa_R290_seed042_20260717T060425Z,S2,DC-A,SBVCHP_SBORC,R245fa,R290,42,FINISHED,COMPLETED,0,238.21925139427185,28632b8eecf359a056ddde69e35ae7338cf31be5,False,58316595e50d4ab2d69d17ea45335b5ce247feb742f7b2fedb72bb2959ea62b0,2026-07-17T06:22:59Z,2026-07-17T06:26:55Z,8534,6355,2179,881,196,hypervolume_converged,0.0689298659174828,0.0045509827112439,True,883,1766,1,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R245fa_R290_seed042_20260717T060425Z,${CBSIM_RUNS_ROOT}/S2_FORMAL/BATCH_S2_20260717T060425Z/runs/S2_DCA_SBVCHP-SBORC_R245fa_R290_seed042_20260717T060425Z/metadata/manifest.json,,BATCH_S2_20260717T060425Z,,,True,e38dcc2e1c368c809ecaa77ac642ca7db9331146938f41c2bac2620fce63094b,5da96bf8b9a8e3f566de34456a82cfc7c15e9d9cc5d01b99df95eb37ceaa3287
