wp,cfg,fluid_hp,fluid_he,seed,run_id,certified_normalized_hypervolume,eta_p2p_maximum,energy_density_thermal_maximum,exergy_efficiency_maximum,igd_plus_to_union
DC-E,SRVCHP_SRORC,Cyclopentane,R227EA,73,S4_DCE_SRVCHP-SRORC_Cyclopentane_R227EA_seed073_20260721T031641Z,0.20435137245770546,0.999786513245046,45.20434521299722,0.3050722975279588,0.004792159109294955
DC-E,SRVCHP_SRORC,Cyclopentane,R227EA,101,S4_DCE_SRVCHP-SRORC_Cyclopentane_R227EA_seed101_20260720T095135Z,0.20486064528478823,0.999966105107118,45.21130520889624,0.3047622859009689,0.00594850081990613
DC-E,SRVCHP_SRORC,Cyclopentane,R227EA,202,S4_DCE_SRVCHP-SRORC_Cyclopentane_R227EA_seed202_20260721T031641Z,0.20633380435276674,0.999950120646702,45.197163810440685,0.3057457294824697,0.004145171457180151
DC-E,SRVCHP_SRORC,Cyclopentane,R245fa,17,S4_DCE_SRVCHP-SRORC_Cyclopentane_R245fa_seed017_20260720T095135Z,0.222511742074331,0.9999403963720928,45.0706360562795,0.3644968925669656,0.003931877660792471
DC-E,SRVCHP_SRORC,Cyclopentane,R245fa,42,S4_DCE_SRVCHP-SRORC_Cyclopentane_R245fa_seed042_20260720T095135Z,0.2234532795756177,0.999997754720296,45.03747914280762,0.364641627306789,0.003969984625464099
DC-E,SRVCHP_SRORC,Cyclopentane,R245fa,73,S4_DCE_SRVCHP-SRORC_Cyclopentane_R245fa_seed073_20260720T095135Z,0.22304834998775522,0.999996514963196,45.04605293896441,0.3640426726490818,0.0036556241875580174
DC-E,SRVCHP_SRORC,Cyclopentane,R245fa,101,S4_DCE_SRVCHP-SRORC_Cyclopentane_R245fa_seed101_20260720T095135Z,0.22368614624988994,0.9999697869190244,45.05702140966396,0.3650460625230838,0.0029841459772342706
DC-E,SRVCHP_SRORC,Cyclopentane,R245fa,202,S4_DCE_SRVCHP-SRORC_Cyclopentane_R245fa_seed202_20260720T095135Z,0.22308476212480854,0.9999963086341264,45.06826328894128,0.3653238019750376,0.0037342950109634336
DC-E,SRVCHP_SRORC,R1233zd(E),R227EA,17,S4_DCE_SRVCHP-SRORC_R1233zdE_R227EA_seed017_20260720T095135Z,0.20487058915728354,0.9999868566388151,45.20791806452768,0.3007786910582689,0.0030582230527683484
DC-E,SRVCHP_SRORC,R1233zd(E),R227EA,42,S4_DCE_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260720T095135Z,0.20343824940830402,0.99990866958586,45.21229454397754,0.3027636601523704,0.0069270391122869404
DC-E,SRVCHP_SRORC,R1233zd(E),R227EA,73,S4_DCE_SRVCHP-SRORC_R1233zdE_R227EA_seed073_20260720T095135Z,0.20519298300719963,0.9999529209516568,45.19684240253476,0.3038021033151178,0.004102567398112701
DC-E,SRVCHP_SRORC,R1233zd(E),R227EA,101,S4_DCE_SRVCHP-SRORC_R1233zdE_R227EA_seed101_20260720T095135Z,0.20496886274962284,0.999923012623009,45.20840647468144,0.3037837135555672,0.004260127133992881
DC-E,SRVCHP_SRORC,R1233zd(E),R227EA,202,S4_DCE_SRVCHP-SRORC_R1233zdE_R227EA_seed202_20260721T031641Z,0.20297185915605812,0.9999982589011638,45.20859313136342,0.3022504064539215,0.0072197368765992975
DC-E,SRVCHP_SRORC,R601a,R600,17,S4_DCE_SRVCHP-SRORC_R601a_R600_seed017_20260720T095135Z,0.21207631634139482,0.9998471995943056,45.095185368396805,0.35915158582213,0.007746434084535571
DC-E,SRVCHP_SRORC,R601a,R600,42,S4_DCE_SRVCHP-SRORC_R601a_R600_seed042_20260720T095135Z,0.21551104639413526,0.99988420361303,45.06293143422535,0.360114407709242,0.0030934572473721765
DC-E,SRVCHP_SRORC,R601a,R600,73,S4_DCE_SRVCHP-SRORC_R601a_R600_seed073_20260720T095135Z,0.21501998032405806,0.9991696632287492,45.07288209459311,0.3603019310136421,0.003941158386727319
DC-E,SRVCHP_SRORC,R601a,R600,101,S4_DCE_SRVCHP-SRORC_R601a_R600_seed101_20260720T095135Z,0.21457024264048621,0.999887514057501,45.170188876108426,0.3601388453993694,0.004222920370935398
DC-E,SRVCHP_SRORC,R601a,R600,202,S4_DCE_SRVCHP-SRORC_R601a_R600_seed202_20260720T095135Z,0.2134351119178269,0.9999324461106956,45.07189344436817,0.3598002645496009,0.005718837740875734
DC-F,SBVCHP_SBORC,Acetone,R236ea,17,S4_DCF_SBVCHP-SBORC_Acetone_R236ea_seed017_20260720T095135Z,0.1411129009810131,0.795093294081415,45.09825034369595,0.318502639557927,0.00324937914818521
DC-F,SBVCHP_SBORC,Acetone,R236ea,42,S4_DCF_SBVCHP-SBORC_Acetone_R236ea_seed042_20260720T095135Z,0.1401050439886107,0.7496746570293847,45.123433787022925,0.3190600543493559,0.003473983044260783
DC-F,SBVCHP_SBORC,Acetone,R236ea,73,S4_DCF_SBVCHP-SBORC_Acetone_R236ea_seed073_20260721T031641Z,0.13914201171323276,0.7492892110163376,45.12173398417828,0.3176400390638504,0.004722543338803876
DC-F,SBVCHP_SBORC,Acetone,R236ea,101,S4_DCF_SBVCHP-SBORC_Acetone_R236ea_seed101_20260720T095135Z,0.1417514955959318,0.8152440938686708,45.12268052669402,0.3189094497871424,0.0027309006283813024
DC-F,SBVCHP_SBORC,Acetone,R236ea,202,S4_DCF_SBVCHP-SBORC_Acetone_R236ea_seed202_20260720T095135Z,0.14064230119486018,0.7706359572296342,45.12185672967972,0.3185753571032055,0.003281967930329448
DC-F,SBVCHP_SBORC,Acetone,R236fa,17,S4_DCF_SBVCHP-SBORC_Acetone_R236fa_seed017_20260721T031641Z,0.13910662192679304,0.7998694619653078,45.12719351639804,0.3071703372901471,0.0037907349988204695
DC-F,SBVCHP_SBORC,Acetone,R236fa,42,S4_DCF_SBVCHP-SBORC_Acetone_R236fa_seed042_20260721T031641Z,0.13756263905053998,0.7117803424800581,45.126359233138736,0.3080059421274507,0.0049556785750583705
DC-F,SBVCHP_SBORC,Acetone,R236fa,73,S4_DCF_SBVCHP-SBORC_Acetone_R236fa_seed073_20260721T031641Z,0.13625496399978917,0.7302484759263773,45.12628283614728,0.3059622642945188,0.006540641505545892
DC-F,SBVCHP_SBORC,Acetone,R236fa,101,S4_DCF_SBVCHP-SBORC_Acetone_R236fa_seed101_20260720T095135Z,0.1387247364856025,0.834499087681229,45.12550016130221,0.3074161536564794,0.0033375123775412755
DC-F,SBVCHP_SBORC,Acetone,R236fa,202,S4_DCF_SBVCHP-SBORC_Acetone_R236fa_seed202_20260721T031641Z,0.13762049022216039,0.8190201278136167,45.123978884521954,0.3058373326595481,0.004694682726493571
DC-F,SBVCHP_SBORC,Acetone,R365MFC,17,S4_DCF_SBVCHP-SBORC_Acetone_R365MFC_seed017_20260721T031641Z,0.1442700746178992,0.804716552406875,45.11557237788641,0.3332635207203437,0.003015486363578258
DC-F,SBVCHP_SBORC,Acetone,R365MFC,42,S4_DCF_SBVCHP-SBORC_Acetone_R365MFC_seed042_20260721T031641Z,0.14314402110377417,0.7532224759024551,45.1152493329484,0.3331718300354341,0.0029283187842846664
DC-F,SBVCHP_SBORC,Acetone,R365MFC,73,S4_DCF_SBVCHP-SBORC_Acetone_R365MFC_seed073_20260720T095135Z,0.14294579866590182,0.7583314688139456,45.07656384969483,0.3341284470242079,0.003961595376287386
DC-F,SBVCHP_SBORC,Acetone,R365MFC,101,S4_DCF_SBVCHP-SBORC_Acetone_R365MFC_seed101_20260721T031641Z,0.14476905378764088,0.8052625853275173,45.11451699183223,0.3343318404579113,0.0035765176573344564
DC-F,SBVCHP_SBORC,Acetone,R365MFC,202,S4_DCF_SBVCHP-SBORC_Acetone_R365MFC_seed202_20260720T095135Z,0.14106816877168488,0.7548853593184125,45.08743555378413,0.3316988411578188,0.006712390792232239
DC-F,SBVCHP_SBORC,Cyclopentane,R227EA,17,S4_DCF_SBVCHP-SBORC_Cyclopentane_R227EA_seed017_20260721T031641Z,0.12078809008720945,0.7990260100398198,45.14176868772662,0.2641232409737399,0.0024199035688029797
DC-F,SBVCHP_SBORC,Cyclopentane,R227EA,42,S4_DCF_SBVCHP-SBORC_Cyclopentane_R227EA_seed042_20260720T095135Z,0.11814364668097475,0.7659403391166107,45.14123342265538,0.2611852220085333,0.004146539889646845
DC-F,SBVCHP_SBORC,Cyclopentane,R227EA,73,S4_DCF_SBVCHP-SBORC_Cyclopentane_R227EA_seed073_20260721T031641Z,0.11626645210483576,0.7241024887529778,45.14063003687412,0.2591795503643884,0.006817018582339753
DC-F,SBVCHP_SBORC,Cyclopentane,R227EA,101,S4_DCF_SBVCHP-SBORC_Cyclopentane_R227EA_seed101_20260721T031641Z,0.11825596332546634,0.7994893656425098,45.14095716333171,0.2616490806166083,0.004962273185813036
DC-F,SBVCHP_SBORC,Cyclopentane,R227EA,202,S4_DCF_SBVCHP-SBORC_Cyclopentane_R227EA_seed202_20260721T031641Z,0.11918124402755421,0.7892500679923812,45.14018777435645,0.2626462417479458,0.004140248399766408
DC-F,SBVCHP_SBORC,Cyclopentane,R236ea,17,S4_DCF_SBVCHP-SBORC_Cyclopentane_R236ea_seed017_20260721T031641Z,0.12726159374856838,0.7730476918560297,45.122515701151066,0.3100899157144485,0.0036165225011836216
DC-F,SBVCHP_SBORC,Cyclopentane,R236ea,42,S4_DCF_SBVCHP-SBORC_Cyclopentane_R236ea_seed042_20260721T031641Z,0.12863970337689445,0.8009520717187307,45.11849322118698,0.3101405948170444,0.0025767479583049405
DC-F,SBVCHP_SBORC,Cyclopentane,R236ea,73,S4_DCF_SBVCHP-SBORC_Cyclopentane_R236ea_seed073_20260721T031641Z,0.12793772147925445,0.7602395301647726,45.12139370724255,0.3102230082447584,0.002540178786022277
DC-F,SBVCHP_SBORC,Cyclopentane,R236ea,101,S4_DCF_SBVCHP-SBORC_Cyclopentane_R236ea_seed101_20260721T031641Z,0.12730537158121233,0.8002338623097988,45.11534464731957,0.3098645871878669,0.0035545694849521106
DC-F,SBVCHP_SBORC,Cyclopentane,R236ea,202,S4_DCF_SBVCHP-SBORC_Cyclopentane_R236ea_seed202_20260721T031641Z,0.12815569410299055,0.8022142196977439,45.12246013952009,0.3102258826891349,0.0033014460436924316
DC-F,SRVCHP_SRORC,Acetone,R236ea,17,S4_DCF_SRVCHP-SRORC_Acetone_R236ea_seed017_20260720T095135Z,0.1587286690096304,0.8291862391983414,40.11896994512503,0.3501128896671549,0.003076965165643913
DC-F,SRVCHP_SRORC,Acetone,R236ea,42,S4_DCF_SRVCHP-SRORC_Acetone_R236ea_seed042_20260720T095135Z,0.15846998083764538,0.7941920469675082,40.22657464593235,0.3510365376153913,0.00278525456904613
DC-F,SRVCHP_SRORC,Acetone,R236ea,73,S4_DCF_SRVCHP-SRORC_Acetone_R236ea_seed073_20260721T031641Z,0.1565103400004406,0.816077013603272,39.354483781972725,0.3495105718574158,0.005267093764863262
DC-F,SRVCHP_SRORC,Acetone,R236ea,101,S4_DCF_SRVCHP-SRORC_Acetone_R236ea_seed101_20260720T095135Z,0.1574654813203443,0.8009403841332302,39.526559879191,0.3493629013982531,0.003533634624238411
DC-F,SRVCHP_SRORC,Acetone,R236ea,202,S4_DCF_SRVCHP-SRORC_Acetone_R236ea_seed202_20260720T095135Z,0.15730938614056383,0.8369424779655689,39.69410592074283,0.3493443257003432,0.004836015285464926
DC-F,SRVCHP_SRORC,Acetone,R365MFC,17,S4_DCF_SRVCHP-SRORC_Acetone_R365MFC_seed017_20260720T095135Z,0.16422802160549385,0.8415038890149944,39.45683934258093,0.369936620611877,0.002219164463813465
DC-F,SRVCHP_SRORC,Acetone,R365MFC,42,S4_DCF_SRVCHP-SRORC_Acetone_R365MFC_seed042_20260720T095135Z,0.16155892660379467,0.7943906072244277,39.39366749471325,0.3691878070048827,0.004523976240738451
DC-F,SRVCHP_SRORC,Acetone,R365MFC,73,S4_DCF_SRVCHP-SRORC_Acetone_R365MFC_seed073_20260721T031641Z,0.16190520052626037,0.8385286353690911,38.524085508603726,0.3697403096124326,0.003912549551253443
DC-F,SRVCHP_SRORC,Acetone,R365MFC,101,S4_DCF_SRVCHP-SRORC_Acetone_R365MFC_seed101_20260720T095135Z,0.16297224973708682,0.8326964078872031,38.79131817689464,0.3692072679608913,0.0025713767662689287
DC-F,SRVCHP_SRORC,Acetone,R365MFC,202,S4_DCF_SRVCHP-SRORC_Acetone_R365MFC_seed202_20260720T095135Z,0.15954549191264436,0.797908261903347,39.189637296725714,0.3683300111879254,0.0070102123683532126
DC-F,SRVCHP_SRORC,CycloHexane,R227EA,17,S4_DCF_SRVCHP-SRORC_CycloHexane_R227EA_seed017_20260720T095135Z,0.1395720048564369,0.8140885965027148,40.664310451540615,0.2886879411295674,0.006486311210317091
DC-F,SRVCHP_SRORC,CycloHexane,R227EA,42,S4_DCF_SRVCHP-SRORC_CycloHexane_R227EA_seed042_20260720T095135Z,0.13943557642021984,0.8133583653197501,40.47471966609376,0.287467369476342,0.00510245813751925
DC-F,SRVCHP_SRORC,CycloHexane,R227EA,73,S4_DCF_SRVCHP-SRORC_CycloHexane_R227EA_seed073_20260721T031641Z,0.14022505438926317,0.8046290681221702,40.667494063190034,0.2870333340001285,0.004289542282636848
DC-F,SRVCHP_SRORC,CycloHexane,R227EA,101,S4_DCF_SRVCHP-SRORC_CycloHexane_R227EA_seed101_20260721T031641Z,0.1384526580551885,0.8048170077257045,40.65479310788674,0.2875315837206491,0.006018799405956654
DC-F,SRVCHP_SRORC,CycloHexane,R227EA,202,S4_DCF_SRVCHP-SRORC_CycloHexane_R227EA_seed202_20260721T031641Z,0.1404192981997871,0.7843922481782402,40.672063725603664,0.2887261590218605,0.006448069133936084
DC-F,SRVCHP_SRORC,Cyclopentane,R365MFC,17,S4_DCF_SRVCHP-SRORC_Cyclopentane_R365MFC_seed017_20260720T095135Z,0.16311829089831767,0.8341897725699395,40.69064341768316,0.3698436995621965,0.002454551870465035
DC-F,SRVCHP_SRORC,Cyclopentane,R365MFC,42,S4_DCF_SRVCHP-SRORC_Cyclopentane_R365MFC_seed042_20260720T095135Z,0.16038683429480965,0.7958501636690539,40.656134431381375,0.3691647513284208,0.005242402661342994
DC-F,SRVCHP_SRORC,Cyclopentane,R365MFC,73,S4_DCF_SRVCHP-SRORC_Cyclopentane_R365MFC_seed073_20260720T095135Z,0.159581726714325,0.8140975582043019,39.39916031882311,0.3691310721123294,0.005608488581008532
DC-F,SRVCHP_SRORC,Cyclopentane,R365MFC,101,S4_DCF_SRVCHP-SRORC_Cyclopentane_R365MFC_seed101_20260720T095135Z,0.15939434761610852,0.7877743836059876,39.37970429985795,0.3696344276768634,0.004806873271495943
DC-F,SRVCHP_SRORC,Cyclopentane,R365MFC,202,S4_DCF_SRVCHP-SRORC_Cyclopentane_R365MFC_seed202_20260721T031641Z,0.1611825309255799,0.8119659892883695,39.1423572328876,0.3705187262034551,0.0034185457163616252
DC-F,SRVCHP_SRORC,R1233zd(E),R227EA,17,S4_DCF_SRVCHP-SRORC_R1233zdE_R227EA_seed017_20260720T095135Z,0.13826536267000025,0.8014439878515469,40.63326041054268,0.2856704989026805,0.004285162610256652
DC-F,SRVCHP_SRORC,R1233zd(E),R227EA,42,S4_DCF_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260720T095135Z,0.1386186801939603,0.7638740317328573,40.6472886645997,0.2847451118212569,0.00576724742807579
DC-F,SRVCHP_SRORC,R1233zd(E),R227EA,73,S4_DCF_SRVCHP-SRORC_R1233zdE_R227EA_seed073_20260721T031641Z,0.13402792251242313,0.8018257259195921,40.53278517452606,0.2812599326974698,0.010695071823581896
DC-F,SRVCHP_SRORC,R1233zd(E),R227EA,101,S4_DCF_SRVCHP-SRORC_R1233zdE_R227EA_seed101_20260721T031641Z,0.13697401183537833,0.8060574139934361,40.49219598004549,0.2821242806748566,0.00540806783600721
DC-F,SRVCHP_SRORC,R1233zd(E),R227EA,202,S4_DCF_SRVCHP-SRORC_R1233zdE_R227EA_seed202_20260721T031641Z,0.13661144062120156,0.802877254011613,40.54323328801213,0.2836769343383833,0.006323864565872165
