wp,cfg,fluid_hp,fluid_he,seed,run_id,certified_normalized_hypervolume,eta_p2p_maximum,energy_density_thermal_maximum,exergy_efficiency_maximum,igd_plus_to_union
DC-C,SBVCHP_SBORC,Acetone,R600,202,S4_DCC_SBVCHP-SBORC_Acetone_R600_seed202_20260720T095135Z,0.16076683553344023,0.7672843359229131,39.9178400535918,0.3701701376672037,0.002164033948859156
DC-C,SBVCHP_SBORC,Acetone,R600a,17,S4_DCC_SBVCHP-SBORC_Acetone_R600a_seed017_20260720T095135Z,0.15627306095958388,0.7919972311800796,39.91824865563717,0.3582536060393753,0.0024892860497453084
DC-C,SBVCHP_SBORC,Acetone,R600a,42,S4_DCC_SBVCHP-SBORC_Acetone_R600a_seed042_20260720T095135Z,0.15627157807486908,0.7798289341000374,39.92157239499415,0.357437067542689,0.0021802918118131506
DC-C,SBVCHP_SBORC,Acetone,R600a,73,S4_DCC_SBVCHP-SBORC_Acetone_R600a_seed073_20260720T095135Z,0.15368899414510867,0.7264446392747147,39.92100978008748,0.3556361507703911,0.004259023101844745
DC-C,SBVCHP_SBORC,Acetone,R600a,101,S4_DCC_SBVCHP-SBORC_Acetone_R600a_seed101_20260720T095135Z,0.1555702105813827,0.7669721939989035,39.92067238967736,0.357117989871827,0.0026248981049822426
DC-C,SBVCHP_SBORC,Acetone,R600a,202,S4_DCC_SBVCHP-SBORC_Acetone_R600a_seed202_20260720T095135Z,0.15565459215273475,0.7767701663844613,39.92085678054015,0.3568547825533394,0.002361956065260782
DC-C,SBVCHP_SBORC,R1233zd(E),R227EA,17,S4_DCC_SBVCHP-SBORC_R1233zdE_R227EA_seed017_20260721T031641Z,0.11544012883286596,0.7475571922133192,39.9318612910157,0.2991222062497286,0.0031623768212361717
DC-C,SBVCHP_SBORC,R1233zd(E),R227EA,42,S4_DCC_SBVCHP-SBORC_R1233zdE_R227EA_seed042_20260720T095135Z,0.11511499023253577,0.6928521568561462,39.932593895113776,0.3003319404702971,0.002838204820018053
DC-C,SBVCHP_SBORC,R1233zd(E),R227EA,73,S4_DCC_SBVCHP-SBORC_R1233zdE_R227EA_seed073_20260720T095135Z,0.1131818625304694,0.6532260322899099,39.93077570944397,0.2990877327168065,0.004959178489793354
DC-C,SBVCHP_SBORC,R1233zd(E),R227EA,101,S4_DCC_SBVCHP-SBORC_R1233zdE_R227EA_seed101_20260720T095135Z,0.11513171132310052,0.7305173517353929,39.93224556700546,0.3000783538715013,0.004501246469328027
DC-C,SBVCHP_SBORC,R1233zd(E),R227EA,202,S4_DCC_SBVCHP-SBORC_R1233zdE_R227EA_seed202_20260721T031641Z,0.11535568111753579,0.7153998043983566,39.93142898766818,0.2997920125400711,0.0032753013588743955
DC-C,SRVCHP_SRORC,Acetone,R236ea,17,S4_DCC_SRVCHP-SRORC_Acetone_R236ea_seed017_20260720T095135Z,0.19077819461667667,0.8066836402832812,39.63946313056928,0.3995389978073002,0.003444461626114198
DC-C,SRVCHP_SRORC,Acetone,R236ea,42,S4_DCC_SRVCHP-SRORC_Acetone_R236ea_seed042_20260720T095135Z,0.1875833879096082,0.7232810285216331,39.62860247551649,0.3988034394423579,0.005514115001724909
DC-C,SRVCHP_SRORC,Acetone,R236ea,73,S4_DCC_SRVCHP-SRORC_Acetone_R236ea_seed073_20260720T095135Z,0.1903073016362375,0.7735038113716031,39.62335904265181,0.399183060518397,0.002786945173553138
DC-C,SRVCHP_SRORC,Acetone,R236ea,101,S4_DCC_SRVCHP-SRORC_Acetone_R236ea_seed101_20260720T095135Z,0.191618759166566,0.8064979848380058,39.62959574716516,0.3994744440336324,0.001901775976499431
DC-C,SRVCHP_SRORC,Acetone,R236ea,202,S4_DCC_SRVCHP-SRORC_Acetone_R236ea_seed202_20260720T095135Z,0.19024227293026164,0.7839383110824935,39.63363437893014,0.399003944003703,0.0033914856456341924
DC-C,SRVCHP_SRORC,Cyclopentane,R236ea,17,S4_DCC_SRVCHP-SRORC_Cyclopentane_R236ea_seed017_20260720T095135Z,0.19112491563041498,0.806820015404561,39.62976264525859,0.4014933093159413,0.003312180547752457
DC-C,SRVCHP_SRORC,Cyclopentane,R236ea,42,S4_DCC_SRVCHP-SRORC_Cyclopentane_R236ea_seed042_20260720T095135Z,0.1911350807662377,0.7811599699200453,39.63846913610092,0.4019775791531939,0.002946673039357268
DC-C,SRVCHP_SRORC,Cyclopentane,R236ea,73,S4_DCC_SRVCHP-SRORC_Cyclopentane_R236ea_seed073_20260720T095135Z,0.19097106942318437,0.8037084698862879,39.64231483282881,0.4017987915745809,0.0033067199821137333
DC-C,SRVCHP_SRORC,Cyclopentane,R236ea,101,S4_DCC_SRVCHP-SRORC_Cyclopentane_R236ea_seed101_20260720T095135Z,0.19121523153539904,0.7945058270704194,39.63831776322783,0.4020090172331419,0.0030964023351194017
DC-C,SRVCHP_SRORC,Cyclopentane,R236ea,202,S4_DCC_SRVCHP-SRORC_Cyclopentane_R236ea_seed202_20260720T095135Z,0.19143022708482935,0.7854022326497477,39.63166962456132,0.4024397927406735,0.0027647649011150904
DC-C,SRVCHP_SRORC,Cyclopentane,R600,17,S4_DCC_SRVCHP-SRORC_Cyclopentane_R600_seed017_20260720T095135Z,0.19066724948735014,0.8003223905593015,39.53827008646365,0.4102490869878921,0.003422771728454209
DC-C,SRVCHP_SRORC,Cyclopentane,R600,42,S4_DCC_SRVCHP-SRORC_Cyclopentane_R600_seed042_20260721T031641Z,0.189950991119052,0.7554238734177686,39.580365152336,0.4101527014921206,0.0033742990007858895
DC-C,SRVCHP_SRORC,Cyclopentane,R600,73,S4_DCC_SRVCHP-SRORC_Cyclopentane_R600_seed073_20260720T095135Z,0.18950342291455585,0.7892046070195325,39.52916732713965,0.4087660379002747,0.004476155610171131
DC-C,SRVCHP_SRORC,Cyclopentane,R600,101,S4_DCC_SRVCHP-SRORC_Cyclopentane_R600_seed101_20260720T095135Z,0.1917639172959887,0.7973685777896224,39.52140501236141,0.4106189233125318,0.0021550983302947692
DC-C,SRVCHP_SRORC,Cyclopentane,R600,202,S4_DCC_SRVCHP-SRORC_Cyclopentane_R600_seed202_20260720T095135Z,0.1900996978148363,0.7850712138912436,39.600725824443856,0.4090600800388557,0.003705610337147779
DC-C,SRVCHP_SRORC,R1233zd(E),R227EA,17,S4_DCC_SRVCHP-SRORC_R1233zdE_R227EA_seed017_20260721T031641Z,0.16643361642330162,0.78874717931721,39.67871779495122,0.3462624704123768,0.0035616151368030036
DC-C,SRVCHP_SRORC,R1233zd(E),R227EA,42,S4_DCC_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260720T095135Z,0.1673251666984363,0.7826795016184902,39.674442645646025,0.346196540580409,0.002383250351441101
DC-C,SRVCHP_SRORC,R1233zd(E),R227EA,73,S4_DCC_SRVCHP-SRORC_R1233zdE_R227EA_seed073_20260720T095135Z,0.16572835080443862,0.7873847854070731,39.67225209287832,0.3440858361164564,0.004280908326716004
DC-C,SRVCHP_SRORC,R1233zd(E),R227EA,101,S4_DCC_SRVCHP-SRORC_R1233zdE_R227EA_seed101_20260720T095135Z,0.16646841905917728,0.7895029813717421,39.68200784614624,0.3448949816094259,0.0028352573721595613
DC-C,SRVCHP_SRORC,R1233zd(E),R227EA,202,S4_DCC_SRVCHP-SRORC_R1233zdE_R227EA_seed202_20260721T031641Z,0.16681393825695584,0.7865313134758118,39.68297259500047,0.3451393475088747,0.0026619710637600146
DC-C,SRVCHP_SRORC,R600,R236ea,17,S4_DCC_SRVCHP-SRORC_R600_R236ea_seed017_20260720T095135Z,0.1819938528014245,0.7947365720075903,39.640279235685874,0.3878627387773076,0.0028996991261209014
DC-C,SRVCHP_SRORC,R600,R236ea,42,S4_DCC_SRVCHP-SRORC_R600_R236ea_seed042_20260721T031641Z,0.18211026733282373,0.771490835573947,39.63887269722404,0.3881658901989343,0.0025231499062430365
DC-C,SRVCHP_SRORC,R600,R236ea,73,S4_DCC_SRVCHP-SRORC_R600_R236ea_seed073_20260720T095135Z,0.1803587746245251,0.7919536746257086,39.62660016308239,0.3857774343927886,0.004560650674709746
DC-C,SRVCHP_SRORC,R600,R236ea,101,S4_DCC_SRVCHP-SRORC_R600_R236ea_seed101_20260720T095135Z,0.18204010642136928,0.7932546556577134,39.63039768112318,0.3879961630217488,0.002771916356274254
DC-C,SRVCHP_SRORC,R600,R236ea,202,S4_DCC_SRVCHP-SRORC_R600_R236ea_seed202_20260720T095135Z,0.18223570720970142,0.7923970230928792,39.66978489441679,0.3871353449559314,0.002139800054168395
DC-D,SBVCHP_SBORC,Acetone,R236ea,17,S4_DCD_SBVCHP-SBORC_Acetone_R236ea_seed017_20260720T095135Z,0.10978348583161203,0.5164988153873928,39.59783407909298,0.344694995760191,0.0021888384351203237
DC-D,SBVCHP_SBORC,Acetone,R236ea,42,S4_DCD_SBVCHP-SBORC_Acetone_R236ea_seed042_20260721T031641Z,0.10965205789282627,0.522291190433909,39.598699603387686,0.345479468482132,0.0032618279505476754
DC-D,SBVCHP_SBORC,Acetone,R236ea,73,S4_DCD_SBVCHP-SBORC_Acetone_R236ea_seed073_20260720T095135Z,0.10961702545779052,0.5177734967353369,39.59887050392063,0.3446526866926478,0.002313966854894765
DC-D,SBVCHP_SBORC,Acetone,R236ea,101,S4_DCD_SBVCHP-SBORC_Acetone_R236ea_seed101_20260720T095135Z,0.10975991674553334,0.5171542790798492,39.59845763309149,0.3444975593690673,0.00208704640505363
DC-D,SBVCHP_SBORC,Acetone,R236ea,202,S4_DCD_SBVCHP-SBORC_Acetone_R236ea_seed202_20260720T095135Z,0.10989774198735926,0.5157334713112482,39.59884797325049,0.344957860753024,0.0015725481449307733
DC-D,SBVCHP_SBORC,Acetone,R236fa,17,S4_DCD_SBVCHP-SBORC_Acetone_R236fa_seed017_20260720T095135Z,0.10556843468362438,0.5057567280276664,39.600822070670056,0.3320068385493945,0.0032090821968001064
DC-D,SBVCHP_SBORC,Acetone,R236fa,42,S4_DCD_SBVCHP-SBORC_Acetone_R236fa_seed042_20260720T095135Z,0.10669519717102191,0.5060814630391312,39.601398614551215,0.3325403845895084,0.001359134328790595
DC-D,SBVCHP_SBORC,Acetone,R236fa,73,S4_DCD_SBVCHP-SBORC_Acetone_R236fa_seed073_20260721T031641Z,0.10615603233452385,0.503316626575543,39.60190653502897,0.3331242219515238,0.0030274889252413437
DC-D,SBVCHP_SBORC,Acetone,R236fa,101,S4_DCD_SBVCHP-SBORC_Acetone_R236fa_seed101_20260720T095135Z,0.10612645568650006,0.503093131602082,39.60069859687783,0.3330116717824861,0.002902816469188521
DC-D,SBVCHP_SBORC,Acetone,R236fa,202,S4_DCD_SBVCHP-SBORC_Acetone_R236fa_seed202_20260720T095135Z,0.10728062419585047,0.5049137340346798,39.60200856660907,0.3339973398968002,0.0012246169351296744
DC-D,SBVCHP_SBORC,Acetone,R245fa,17,S4_DCD_SBVCHP-SBORC_Acetone_R245fa_seed017_20260720T095135Z,0.11389450943894579,0.5321643782613142,39.59313412128917,0.3610243823437149,0.002062925193440607
DC-D,SBVCHP_SBORC,Acetone,R245fa,42,S4_DCD_SBVCHP-SBORC_Acetone_R245fa_seed042_20260720T095135Z,0.113664937813395,0.5324225041691611,39.59252287705977,0.3610872316230869,0.0025702969746174737
DC-D,SBVCHP_SBORC,Acetone,R245fa,73,S4_DCD_SBVCHP-SBORC_Acetone_R245fa_seed073_20260720T095135Z,0.11406556330721841,0.532652937112567,39.59239846713688,0.3614455569652545,0.002343958399043628
DC-D,SBVCHP_SBORC,Acetone,R245fa,101,S4_DCD_SBVCHP-SBORC_Acetone_R245fa_seed101_20260720T095135Z,0.11422228505218485,0.5331957688648654,39.59201765026331,0.3611091890139475,0.0019541386431519525
DC-D,SBVCHP_SBORC,Acetone,R245fa,202,S4_DCD_SBVCHP-SBORC_Acetone_R245fa_seed202_20260720T095135Z,0.11300801189753391,0.5250567311813316,39.5927002611677,0.3595670008234606,0.0021928815283810458
DC-D,SBVCHP_SBORC,Acetone,R365MFC,17,S4_DCD_SBVCHP-SBORC_Acetone_R365MFC_seed017_20260720T095135Z,0.11408868571076743,0.5364684372158144,39.59076306099828,0.3626606561420097,0.002960915605884314
DC-D,SBVCHP_SBORC,Acetone,R365MFC,42,S4_DCD_SBVCHP-SBORC_Acetone_R365MFC_seed042_20260720T095135Z,0.11442536313263135,0.5326998091676718,39.592844831237,0.3642373758194215,0.002273456366209484
DC-D,SBVCHP_SBORC,Acetone,R365MFC,73,S4_DCD_SBVCHP-SBORC_Acetone_R365MFC_seed073_20260720T095135Z,0.11451295569658729,0.5266855102799552,39.465118053482975,0.3639871280106835,0.0019914120796607824
DC-D,SBVCHP_SBORC,Acetone,R365MFC,101,S4_DCD_SBVCHP-SBORC_Acetone_R365MFC_seed101_20260720T095135Z,0.11512851395291587,0.536542351311737,39.59224661413133,0.3644244185105059,0.001573392042158712
DC-D,SBVCHP_SBORC,Acetone,R365MFC,202,S4_DCD_SBVCHP-SBORC_Acetone_R365MFC_seed202_20260720T095135Z,0.114750994089111,0.5371009458806922,39.59209734668375,0.3636682666372301,0.0021724442193486447
DC-D,SBVCHP_SBORC,R1233zd(E),R227EA,17,S4_DCD_SBVCHP-SBORC_R1233zdE_R227EA_seed017_20260720T095135Z,0.07142582114386545,0.4331194087678116,39.61279316494785,0.2712236071641729,0.004031354050382449
DC-D,SBVCHP_SBORC,R1233zd(E),R227EA,42,S4_DCD_SBVCHP-SBORC_R1233zdE_R227EA_seed042_20260720T095135Z,0.07209504895061594,0.4125379198716885,39.613140413527496,0.2753361498827205,0.0017921701142173073
DC-D,SBVCHP_SBORC,R1233zd(E),R227EA,73,S4_DCD_SBVCHP-SBORC_R1233zdE_R227EA_seed073_20260721T031641Z,0.07236105302998043,0.428850568378745,39.60945193705053,0.2745622112016225,0.0033008380696596213
DC-D,SBVCHP_SBORC,R1233zd(E),R227EA,101,S4_DCD_SBVCHP-SBORC_R1233zdE_R227EA_seed101_20260721T031641Z,0.07181722505336285,0.4051399334470439,39.613098276974135,0.2746927051769651,0.0018389818183017898
DC-D,SBVCHP_SBORC,R1233zd(E),R227EA,202,S4_DCD_SBVCHP-SBORC_R1233zdE_R227EA_seed202_20260721T031641Z,0.07333634110824486,0.4322195064341163,39.61296724263377,0.2752278839960969,0.0018687386795560672
DC-D,SRVCHP_SRORC,Acetone,R236ea,17,S4_DCD_SRVCHP-SRORC_Acetone_R236ea_seed017_20260720T095135Z,0.13338076356548972,0.5626284186716111,39.31506214371826,0.3872045484460426,0.00396511947825376
DC-D,SRVCHP_SRORC,Acetone,R236ea,42,S4_DCD_SRVCHP-SRORC_Acetone_R236ea_seed042_20260720T095135Z,0.13439165013938953,0.5657539148187755,39.32868210601109,0.3874942010768823,0.0016126093816388864
DC-D,SRVCHP_SRORC,Acetone,R236ea,73,S4_DCD_SRVCHP-SRORC_Acetone_R236ea_seed073_20260721T031641Z,0.13379627412275266,0.5650695445637451,39.32473524715894,0.3874395596944769,0.002660119575202047
DC-D,SRVCHP_SRORC,Acetone,R236ea,101,S4_DCD_SRVCHP-SRORC_Acetone_R236ea_seed101_20260720T095135Z,0.13387525102758652,0.5648212475109109,39.32684945768439,0.3874694486379473,0.002519696135228699
DC-D,SRVCHP_SRORC,Acetone,R236ea,202,S4_DCD_SRVCHP-SRORC_Acetone_R236ea_seed202_20260720T095135Z,0.1337803814010894,0.5633142835511602,39.32782817863358,0.3868976164109346,0.002684124161525154
DC-D,SRVCHP_SRORC,Acetone,R365MFC,17,S4_DCD_SRVCHP-SRORC_Acetone_R365MFC_seed017_20260720T095135Z,0.1411992960375048,0.5966721990232042,39.31804581052874,0.4137711966218078,0.002738450505010022
DC-D,SRVCHP_SRORC,Acetone,R365MFC,42,S4_DCD_SRVCHP-SRORC_Acetone_R365MFC_seed042_20260720T095135Z,0.14050157069010877,0.5938870863186831,39.319528648105546,0.4135084398667761,0.00322678229731999
DC-D,SRVCHP_SRORC,Acetone,R365MFC,73,S4_DCD_SRVCHP-SRORC_Acetone_R365MFC_seed073_20260720T095135Z,0.1406386460787151,0.596065599979167,39.31923121040922,0.4141167436257983,0.004054276332956167
DC-D,SRVCHP_SRORC,Acetone,R365MFC,101,S4_DCD_SRVCHP-SRORC_Acetone_R365MFC_seed101_20260720T095135Z,0.1407817912311513,0.5961263675436443,39.31902608733365,0.413758458462842,0.0033717937929048677
DC-D,SRVCHP_SRORC,Acetone,R365MFC,202,S4_DCD_SRVCHP-SRORC_Acetone_R365MFC_seed202_20260720T095135Z,0.14197113982267257,0.59650541140758,39.31599056306368,0.4142543501997314,0.0012844506030851586
DC-D,SRVCHP_SRORC,Cyclopentane,R227EA,17,S4_DCD_SRVCHP-SRORC_Cyclopentane_R227EA_seed017_20260721T031641Z,0.11726983620966552,0.5279964828621041,39.41413351138338,0.3274261795880246,0.0020371173953163016
DC-D,SRVCHP_SRORC,Cyclopentane,R227EA,42,S4_DCD_SRVCHP-SRORC_Cyclopentane_R227EA_seed042_20260720T095135Z,0.11619839840940648,0.5204777955393218,39.40608334900302,0.3271372511755084,0.0021576775818412277
DC-D,SRVCHP_SRORC,Cyclopentane,R227EA,73,S4_DCD_SRVCHP-SRORC_Cyclopentane_R227EA_seed073_20260720T095135Z,0.11347873949417636,0.5256261048073116,39.41398082202738,0.322852723318203,0.006698262957480686
DC-D,SRVCHP_SRORC,Cyclopentane,R227EA,101,S4_DCD_SRVCHP-SRORC_Cyclopentane_R227EA_seed101_20260720T095135Z,0.11457420053492179,0.5247192284040683,39.41170708140088,0.3264185676405429,0.00491134884382961
DC-D,SRVCHP_SRORC,Cyclopentane,R227EA,202,S4_DCD_SRVCHP-SRORC_Cyclopentane_R227EA_seed202_20260721T031641Z,0.11450364959708803,0.5229412008848418,39.41393236639821,0.3255636812015763,0.005320239748197747
DC-D,SRVCHP_SRORC,Cyclopentane,R365MFC,17,S4_DCD_SRVCHP-SRORC_Cyclopentane_R365MFC_seed017_20260720T095135Z,0.1406665033394611,0.5991571530140517,39.31399494685441,0.4166460117932392,0.0043758478592748
DC-D,SRVCHP_SRORC,Cyclopentane,R365MFC,42,S4_DCD_SRVCHP-SRORC_Cyclopentane_R365MFC_seed042_20260720T095135Z,0.1411999142674952,0.5987642066165946,39.32458601979201,0.417373010589849,0.003600926731311014
DC-D,SRVCHP_SRORC,Cyclopentane,R365MFC,73,S4_DCD_SRVCHP-SRORC_Cyclopentane_R365MFC_seed073_20260720T095135Z,0.14208377627245966,0.5994442945269908,39.318260420482,0.4182687509170421,0.002684328162960358
DC-D,SRVCHP_SRORC,Cyclopentane,R365MFC,101,S4_DCD_SRVCHP-SRORC_Cyclopentane_R365MFC_seed101_20260720T095135Z,0.14118627992779095,0.5980592876350435,39.07809344067193,0.4163951400882607,0.0028792386178096894
DC-D,SRVCHP_SRORC,Cyclopentane,R365MFC,202,S4_DCD_SRVCHP-SRORC_Cyclopentane_R365MFC_seed202_20260720T095135Z,0.14144840776526604,0.598987914808568,39.31796347284815,0.4171227816741628,0.0031120714475094927
DC-D,SRVCHP_SRORC,R1233zd(E),R227EA,17,S4_DCD_SRVCHP-SRORC_R1233zdE_R227EA_seed017_20260721T031641Z,0.11242034837019335,0.517080779438894,39.41394815364525,0.3191441056522691,0.003308624842122074
DC-D,SRVCHP_SRORC,R1233zd(E),R227EA,42,S4_DCD_SRVCHP-SRORC_R1233zdE_R227EA_seed042_20260721T031641Z,0.11176961547558203,0.5165480533241421,39.408655280700536,0.3204878810706508,0.0034555923758100814
DC-D,SRVCHP_SRORC,R1233zd(E),R227EA,73,S4_DCD_SRVCHP-SRORC_R1233zdE_R227EA_seed073_20260721T031641Z,0.11236578123791917,0.5128608956593496,39.4139385869154,0.318797553729326,0.0025768139805907677
DC-D,SRVCHP_SRORC,R1233zd(E),R227EA,101,S4_DCD_SRVCHP-SRORC_R1233zdE_R227EA_seed101_20260721T031641Z,0.11238859924040129,0.5169317300139242,39.41506297101404,0.319423382886973,0.0027626616243980307
DC-D,SRVCHP_SRORC,R1233zd(E),R227EA,202,S4_DCD_SRVCHP-SRORC_R1233zdE_R227EA_seed202_20260721T031641Z,0.11146815165194193,0.513335455302659,39.414904177334535,0.3179670560607885,0.004400764940261943
DC-E,SBVCHP_SBORC,Acetone,R1234ze(E),17,S4_DCE_SBVCHP-SBORC_Acetone_R1234zeE_seed017_20260720T095135Z,0.18035803441591472,0.9998504954674456,45.49545126893392,0.2948685195036055,0.003907055326271585
DC-E,SBVCHP_SBORC,Acetone,R1234ze(E),42,S4_DCE_SBVCHP-SBORC_Acetone_R1234zeE_seed042_20260721T031641Z,0.18096877973491163,0.9999339254577804,45.49557144621976,0.2952240018763195,0.004584936242599614
DC-E,SBVCHP_SBORC,Acetone,R1234ze(E),73,S4_DCE_SBVCHP-SBORC_Acetone_R1234zeE_seed073_20260720T095135Z,0.18313590037967675,0.9997623538408538,45.49709885022073,0.2947162359832869,0.002297803802048845
DC-E,SBVCHP_SBORC,Acetone,R1234ze(E),101,S4_DCE_SBVCHP-SBORC_Acetone_R1234zeE_seed101_20260720T095135Z,0.18270108111924271,0.9999989904884364,45.49521280097093,0.2961565436568659,0.002398040838667596
DC-E,SBVCHP_SBORC,Acetone,R1234ze(E),202,S4_DCE_SBVCHP-SBORC_Acetone_R1234zeE_seed202_20260720T095135Z,0.17890289089984898,0.9999448398991224,45.497882115328125,0.2945718523624891,0.005710353421166721
DC-E,SBVCHP_SBORC,Acetone,R236ea,17,S4_DCE_SBVCHP-SBORC_Acetone_R236ea_seed017_20260720T095135Z,0.19264877148443135,0.999591923442672,45.49721972868012,0.3221898294881028,0.00365655792492073
DC-E,SBVCHP_SBORC,Acetone,R236ea,42,S4_DCE_SBVCHP-SBORC_Acetone_R236ea_seed042_20260721T031641Z,0.18616790535900626,0.9473918674195848,45.49554023266154,0.3190059810511996,0.011159965103384573
DC-E,SBVCHP_SBORC,Acetone,R236ea,73,S4_DCE_SBVCHP-SBORC_Acetone_R236ea_seed073_20260720T095135Z,0.19307358225155746,0.9996028905388592,45.49562203866749,0.3205649737041161,0.0030880743789833786
DC-E,SBVCHP_SBORC,Acetone,R236ea,101,S4_DCE_SBVCHP-SBORC_Acetone_R236ea_seed101_20260720T095135Z,0.19292889790437392,0.999563808969105,45.485309867352,0.3214485816164811,0.0032069538884436973
DC-E,SBVCHP_SBORC,Acetone,R236ea,202,S4_DCE_SBVCHP-SBORC_Acetone_R236ea_seed202_20260721T031641Z,0.19157413764789566,0.999789485220098,45.49578670583536,0.3215201219882478,0.004796017460529464
DC-E,SBVCHP_SBORC,Acetone,R600,17,S4_DCE_SBVCHP-SBORC_Acetone_R600_seed017_20260720T095135Z,0.1949845679267031,0.9999687591726212,45.48924232229399,0.333466606065031,0.004603467633497046
DC-E,SBVCHP_SBORC,Acetone,R600,42,S4_DCE_SBVCHP-SBORC_Acetone_R600_seed042_20260720T095135Z,0.1961567733197432,0.9998840180183812,45.48776863994595,0.3344267431628831,0.00401762000378859
DC-E,SBVCHP_SBORC,Acetone,R600,73,S4_DCE_SBVCHP-SBORC_Acetone_R600_seed073_20260721T031641Z,0.1947622576261813,0.9871506672113765,45.48966117969204,0.3353302314673016,0.005061473541182675
DC-E,SBVCHP_SBORC,Acetone,R600,101,S4_DCE_SBVCHP-SBORC_Acetone_R600_seed101_20260720T095135Z,0.19667339443433063,0.9999689416830156,45.48271174300252,0.335521813156318,0.0030811063672918837
DC-E,SBVCHP_SBORC,Acetone,R600,202,S4_DCE_SBVCHP-SBORC_Acetone_R600_seed202_20260721T031641Z,0.195452195707069,0.9998670918826637,45.490410242645055,0.3349485911593787,0.0045633671135647084
DC-E,SBVCHP_SBORC,Acetone,R600a,17,S4_DCE_SBVCHP-SBORC_Acetone_R600a_seed017_20260721T031641Z,0.19102425198925452,0.9999274808561268,45.49027152549098,0.3234016402883853,0.0040099874258996485
DC-E,SBVCHP_SBORC,Acetone,R600a,42,S4_DCE_SBVCHP-SBORC_Acetone_R600a_seed042_20260720T095135Z,0.1921351886966521,0.9999298300652676,45.49018418262157,0.3233303855884539,0.0030693358781775258
DC-E,SBVCHP_SBORC,Acetone,R600a,73,S4_DCE_SBVCHP-SBORC_Acetone_R600a_seed073_20260721T031641Z,0.1907689423264249,0.9998764380313496,45.49323224842861,0.3228870157683993,0.003986908946269063
DC-E,SBVCHP_SBORC,Acetone,R600a,101,S4_DCE_SBVCHP-SBORC_Acetone_R600a_seed101_20260720T095135Z,0.19245037817979757,0.9998828391998028,45.487399906778776,0.3235399964130711,0.002893744004611993
DC-E,SBVCHP_SBORC,Acetone,R600a,202,S4_DCE_SBVCHP-SBORC_Acetone_R600a_seed202_20260720T095135Z,0.19078422140473958,0.9999387873791684,45.49345023189204,0.3230549237101522,0.005056393776370945
DC-E,SBVCHP_SBORC,Cyclopentane,R227EA,17,S4_DCE_SBVCHP-SBORC_Cyclopentane_R227EA_seed017_20260721T031641Z,0.16517100823216693,0.9999982343286562,45.506471813975466,0.2732573887748051,0.0030599077561011684
DC-E,SBVCHP_SBORC,Cyclopentane,R227EA,42,S4_DCE_SBVCHP-SBORC_Cyclopentane_R227EA_seed042_20260720T095135Z,0.16500915288809603,0.999986411766846,45.50758025305762,0.2757237773252375,0.003371722948536937
DC-E,SBVCHP_SBORC,Cyclopentane,R227EA,73,S4_DCE_SBVCHP-SBORC_Cyclopentane_R227EA_seed073_20260720T095135Z,0.16491684871729445,0.9998546199909202,45.504314147917626,0.274547231125234,0.0037948776179641554
DC-E,SBVCHP_SBORC,Cyclopentane,R227EA,101,S4_DCE_SBVCHP-SBORC_Cyclopentane_R227EA_seed101_20260721T031641Z,0.16267642229736065,0.9998214105429212,45.5068167123626,0.272558360048307,0.005120722988213578
DC-E,SBVCHP_SBORC,Cyclopentane,R227EA,202,S4_DCE_SBVCHP-SBORC_Cyclopentane_R227EA_seed202_20260721T031641Z,0.1628925425671825,0.9997737299042708,45.50865679313104,0.275269652156036,0.006760369517731707
DC-E,SRVCHP_SRORC,Acetone,R236ea,17,S4_DCE_SRVCHP-SRORC_Acetone_R236ea_seed017_20260720T095135Z,0.22433688345333502,0.9999960883890618,45.16059209338994,0.357720405449774,0.004512905394805189
DC-E,SRVCHP_SRORC,Acetone,R236ea,42,S4_DCE_SRVCHP-SRORC_Acetone_R236ea_seed042_20260720T095135Z,0.22498725064866135,0.9999933395355548,45.16106950865907,0.3573802807453087,0.003623331800131057
DC-E,SRVCHP_SRORC,Acetone,R236ea,73,S4_DCE_SRVCHP-SRORC_Acetone_R236ea_seed073_20260720T095135Z,0.2246981434881364,0.9999823091391522,45.14095438233896,0.3580324167788564,0.004241147272315342
DC-E,SRVCHP_SRORC,Acetone,R236ea,101,S4_DCE_SRVCHP-SRORC_Acetone_R236ea_seed101_20260720T095135Z,0.22578128292008873,0.9999921176260678,45.18472136925773,0.3576204557195546,0.0029241674353386337
DC-E,SRVCHP_SRORC,Acetone,R236ea,202,S4_DCE_SRVCHP-SRORC_Acetone_R236ea_seed202_20260720T095135Z,0.22485926294062122,0.999820964356942,45.1810751954478,0.3566361143710091,0.0036364974690532353
DC-E,SRVCHP_SRORC,Cyclopentane,R227EA,17,S4_DCE_SRVCHP-SRORC_Cyclopentane_R227EA_seed017_20260720T095135Z,0.20673389621088176,0.9999649671890628,45.21172556539447,0.3068572882552408,0.004043166828183698
DC-E,SRVCHP_SRORC,Cyclopentane,R227EA,42,S4_DCE_SRVCHP-SRORC_Cyclopentane_R227EA_seed042_20260720T095135Z,0.20661033724197586,0.9999504985583272,45.209861927224175,0.3040811227000197,0.003580085595048772
